"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"05.01.2021 12:30 - 05.01.2021 12:45","11778","12248"
"05.01.2021 12:45 - 05.01.2021 13:00","11794","12373"
"05.01.2021 13:00 - 05.01.2021 13:15","11933","12206"
"05.01.2021 13:15 - 05.01.2021 13:30","11827","12308"
"05.01.2021 13:30 - 05.01.2021 13:45","11801","12419"
"05.01.2021 13:45 - 05.01.2021 14:00","11762","12440"
"05.01.2021 14:00 - 05.01.2021 14:15","11813","12270"
"05.01.2021 14:15 - 05.01.2021 14:30","11798","12283"
"05.01.2021 14:30 - 05.01.2021 14:45","11769","12265"
"05.01.2021 14:45 - 05.01.2021 15:00","11737","12149"
"05.01.2021 15:00 - 05.01.2021 15:15","11759","12259"
"05.01.2021 15:15 - 05.01.2021 15:30","11775","12282"
"05.01.2021 15:30 - 05.01.2021 15:45","11837","12155"
"05.01.2021 15:45 - 05.01.2021 16:00","11867","12126"
"05.01.2021 16:00 - 05.01.2021 16:15","11636","12180"
"05.01.2021 16:15 - 05.01.2021 16:30","11689","12309"
"05.01.2021 16:30 - 05.01.2021 16:45","11759","12302"
"05.01.2021 16:45 - 05.01.2021 17:00","12030","12300"
"05.01.2021 17:00 - 05.01.2021 17:15","12127","12342"
"05.01.2021 17:15 - 05.01.2021 17:30","12221","12473"
"05.01.2021 17:30 - 05.01.2021 17:45","12400","12526"
"05.01.2021 17:45 - 05.01.2021 18:00","12439","12716"
"05.01.2021 18:00 - 05.01.2021 18:15","12441","12615"
"05.01.2021 18:15 - 05.01.2021 18:30","12367","12589"
"05.01.2021 18:30 - 05.01.2021 18:45","12338","12507"
"05.01.2021 18:45 - 05.01.2021 19:00","12213","12339"
"05.01.2021 19:00 - 05.01.2021 19:15","12026","12183"
"05.01.2021 19:15 - 05.01.2021 19:30","11885","11872"
"05.01.2021 19:30 - 05.01.2021 19:45","11733","11682"
"05.01.2021 19:45 - 05.01.2021 20:00","11522","11792"
"05.01.2021 20:00 - 05.01.2021 20:15","11353","11437"
"05.01.2021 20:15 - 05.01.2021 20:30","11177","11338"
"05.01.2021 20:30 - 05.01.2021 20:45","11079","11365"
"05.01.2021 20:45 - 05.01.2021 21:00","10959","11181"
"05.01.2021 21:00 - 05.01.2021 21:15","10749","11117"
"05.01.2021 21:15 - 05.01.2021 21:30","10626","11036"
"05.01.2021 21:30 - 05.01.2021 21:45","10469","10934"
"05.01.2021 21:45 - 05.01.2021 22:00","10426","10767"
"05.01.2021 22:00 - 05.01.2021 22:15","10588","10898"
"05.01.2021 22:15 - 05.01.2021 22:30","10666","11124"
"05.01.2021 22:30 - 05.01.2021 22:45","10726","11064"
"05.01.2021 22:45 - 05.01.2021 23:00","10688","10972"
"05.01.2021 23:00 - 05.01.2021 23:15","10796","11025"
"05.01.2021 23:15 - 05.01.2021 23:30","10699","11099"
"05.01.2021 23:30 - 05.01.2021 23:45","10618","10868"
"05.01.2021 23:45 - 06.01.2021 00:00","10430","10779"
"06.01.2021 00:00 - 06.01.2021 00:15","10570","10519"
"06.01.2021 00:15 - 06.01.2021 00:30","10465","10344"
"06.01.2021 00:30 - 06.01.2021 00:45","10353","10364"
"06.01.2021 00:45 - 06.01.2021 01:00","10118","10283"
"06.01.2021 01:00 - 06.01.2021 01:15","10008","10160"
"06.01.2021 01:15 - 06.01.2021 01:30","9866","9994"
"06.01.2021 01:30 - 06.01.2021 01:45","9739","9933"
"06.01.2021 01:45 - 06.01.2021 02:00","9634","9908"
"06.01.2021 02:00 - 06.01.2021 02:15","9577","9931"
"06.01.2021 02:15 - 06.01.2021 02:30","9521","9763"
"06.01.2021 02:30 - 06.01.2021 02:45","9520","9637"
"06.01.2021 02:45 - 06.01.2021 03:00","9425","9502"
"06.01.2021 03:00 - 06.01.2021 03:15","9440","9521"
"06.01.2021 03:15 - 06.01.2021 03:30","9355","9511"
"06.01.2021 03:30 - 06.01.2021 03:45","9306","9437"
"06.01.2021 03:45 - 06.01.2021 04:00","9298","9538"
"06.01.2021 04:00 - 06.01.2021 04:15","9332","9448"
"06.01.2021 04:15 - 06.01.2021 04:30","9350","9493"
"06.01.2021 04:30 - 06.01.2021 04:45","9437","9456"
"06.01.2021 04:45 - 06.01.2021 05:00","9477","9391"
"06.01.2021 05:00 - 06.01.2021 05:15","9464","9566"
"06.01.2021 05:15 - 06.01.2021 05:30","9583","9710"
"06.01.2021 05:30 - 06.01.2021 05:45","9709","9761"
"06.01.2021 05:45 - 06.01.2021 06:00","9841","9935"
"06.01.2021 06:00 - 06.01.2021 06:15","10110","10388"
"06.01.2021 06:15 - 06.01.2021 06:30","10299","10648"
"06.01.2021 06:30 - 06.01.2021 06:45","10508","10962"
"06.01.2021 06:45 - 06.01.2021 07:00","10649","11045"
"06.01.2021 07:00 - 06.01.2021 07:15","10849","11330"
"06.01.2021 07:15 - 06.01.2021 07:30","11013","11469"
"06.01.2021 07:30 - 06.01.2021 07:45","11207","11650"
"06.01.2021 07:45 - 06.01.2021 08:00","11389","11952"
"06.01.2021 08:00 - 06.01.2021 08:15","11673","12039"
"06.01.2021 08:15 - 06.01.2021 08:30","11838","12292"
"06.01.2021 08:30 - 06.01.2021 08:45","11878","12472"
"06.01.2021 08:45 - 06.01.2021 09:00","11887","12386"
"06.01.2021 09:00 - 06.01.2021 09:15","12010","12310"
"06.01.2021 09:15 - 06.01.2021 09:30","12061","12459"
"06.01.2021 09:30 - 06.01.2021 09:45","12149","12417"
"06.01.2021 09:45 - 06.01.2021 10:00","12169","12517"
"06.01.2021 10:00 - 06.01.2021 10:15","12098","12584"
"06.01.2021 10:15 - 06.01.2021 10:30","12077","12507"
"06.01.2021 10:30 - 06.01.2021 10:45","12131","12407"
"06.01.2021 10:45 - 06.01.2021 11:00","12124","12399"
"06.01.2021 11:00 - 06.01.2021 11:15","11981","12416"
"06.01.2021 11:15 - 06.01.2021 11:30","12049","12477"
"06.01.2021 11:30 - 06.01.2021 11:45","12146","12544"
"06.01.2021 11:45 - 06.01.2021 12:00","12197","12597"
"06.01.2021 12:00 - 06.01.2021 12:15","12091","12601"
"06.01.2021 12:15 - 06.01.2021 12:30","11951","12427"
"06.01.2021 12:30 - 06.01.2021 12:45","11898","12428"
"06.01.2021 12:45 - 06.01.2021 13:00","11915","12594"
"06.01.2021 13:00 - 06.01.2021 13:15","12098","12549"
"06.01.2021 13:15 - 06.01.2021 13:30","11990","12544"
"06.01.2021 13:30 - 06.01.2021 13:45","11964","12468"
"06.01.2021 13:45 - 06.01.2021 14:00","11924","12418"
"06.01.2021 14:00 - 06.01.2021 14:15","11923","12320"
"06.01.2021 14:15 - 06.01.2021 14:30","11908","12215"
"06.01.2021 14:30 - 06.01.2021 14:45","11878","12162"
"06.01.2021 14:45 - 06.01.2021 15:00","11847","12137"
"06.01.2021 15:00 - 06.01.2021 15:15","11909","12184"
"06.01.2021 15:15 - 06.01.2021 15:30","11925","12161"
"06.01.2021 15:30 - 06.01.2021 15:45","11988","12171"
"06.01.2021 15:45 - 06.01.2021 16:00","12019","12088"
"06.01.2021 16:00 - 06.01.2021 16:15","11992","11987"
"06.01.2021 16:15 - 06.01.2021 16:30","12047","12166"
"06.01.2021 16:30 - 06.01.2021 16:45","12119","12151"
"06.01.2021 16:45 - 06.01.2021 17:00","12399","12274"
"06.01.2021 17:00 - 06.01.2021 17:15","12519","12452"
"06.01.2021 17:15 - 06.01.2021 17:30","12616","12606"
"06.01.2021 17:30 - 06.01.2021 17:45","12801","12476"
"06.01.2021 17:45 - 06.01.2021 18:00","12842","12841"
"06.01.2021 18:00 - 06.01.2021 18:15","12713","12984"
"06.01.2021 18:15 - 06.01.2021 18:30","12637","12737"
"06.01.2021 18:30 - 06.01.2021 18:45","12608","12561"
"06.01.2021 18:45 - 06.01.2021 19:00","12480","12507"
"06.01.2021 19:00 - 06.01.2021 19:15","12296","12326"
"06.01.2021 19:15 - 06.01.2021 19:30","12153","12061"
"06.01.2021 19:30 - 06.01.2021 19:45","11997","11867"
"06.01.2021 19:45 - 06.01.2021 20:00","11781","11795"
"06.01.2021 20:00 - 06.01.2021 20:15","11533","11642"
"06.01.2021 20:15 - 06.01.2021 20:30","11355","11562"
"06.01.2021 20:30 - 06.01.2021 20:45","11255","11374"
"06.01.2021 20:45 - 06.01.2021 21:00","11133","11115"
"06.01.2021 21:00 - 06.01.2021 21:15","11023","10982"
"06.01.2021 21:15 - 06.01.2021 21:30","10897","10824"
"06.01.2021 21:30 - 06.01.2021 21:45","10736","10870"
"06.01.2021 21:45 - 06.01.2021 22:00","10692","10857"
"06.01.2021 22:00 - 06.01.2021 22:15","10899","11052"
"06.01.2021 22:15 - 06.01.2021 22:30","10979","11175"
"06.01.2021 22:30 - 06.01.2021 22:45","11041","10913"
"06.01.2021 22:45 - 06.01.2021 23:00","11002","11067"
"06.01.2021 23:00 - 06.01.2021 23:15","11138","11227"
"06.01.2021 23:15 - 06.01.2021 23:30","11038","11161"
"06.01.2021 23:30 - 06.01.2021 23:45","10955","11125"
"06.01.2021 23:45 - 07.01.2021 00:00","10760","10900"
"07.01.2021 00:00 - 07.01.2021 00:15","10748","10732"
"07.01.2021 00:15 - 07.01.2021 00:30","10632","10493"
"07.01.2021 00:30 - 07.01.2021 00:45","10536","10470"
"07.01.2021 00:45 - 07.01.2021 01:00","10319","10359"
"07.01.2021 01:00 - 07.01.2021 01:15","9834","10505"
"07.01.2021 01:15 - 07.01.2021 01:30","9686","10231"
"07.01.2021 01:30 - 07.01.2021 01:45","9565","10024"
"07.01.2021 01:45 - 07.01.2021 02:00","9464","9811"
"07.01.2021 02:00 - 07.01.2021 02:15","9361","10028"
"07.01.2021 02:15 - 07.01.2021 02:30","9296","9997"
"07.01.2021 02:30 - 07.01.2021 02:45","9278","9885"
"07.01.2021 02:45 - 07.01.2021 03:00","9203","9647"
"07.01.2021 03:00 - 07.01.2021 03:15","9110","9700"
"07.01.2021 03:15 - 07.01.2021 03:30","9029","9677"
"07.01.2021 03:30 - 07.01.2021 03:45","8987","9468"
"07.01.2021 03:45 - 07.01.2021 04:00","8979","9782"
"07.01.2021 04:00 - 07.01.2021 04:15","9126","9668"
"07.01.2021 04:15 - 07.01.2021 04:30","9143","9635"
"07.01.2021 04:30 - 07.01.2021 04:45","9222","9579"
"07.01.2021 04:45 - 07.01.2021 05:00","9248","9720"
"07.01.2021 05:00 - 07.01.2021 05:15","9399","9755"
"07.01.2021 05:15 - 07.01.2021 05:30","9524","9887"
"07.01.2021 05:30 - 07.01.2021 05:45","9650","10158"
"07.01.2021 05:45 - 07.01.2021 06:00","9789","10336"
"07.01.2021 06:00 - 07.01.2021 06:15","10052","10478"
"07.01.2021 06:15 - 07.01.2021 06:30","10252","10737"
"07.01.2021 06:30 - 07.01.2021 06:45","10487","11207"
"07.01.2021 06:45 - 07.01.2021 07:00","10640","11548"
"07.01.2021 07:00 - 07.01.2021 07:15","10817","11738"
"07.01.2021 07:15 - 07.01.2021 07:30","10992","11847"
"07.01.2021 07:30 - 07.01.2021 07:45","11200","11852"
"07.01.2021 07:45 - 07.01.2021 08:00","11379","12024"
"07.01.2021 08:00 - 07.01.2021 08:15","11636","12120"
"07.01.2021 08:15 - 07.01.2021 08:30","11800","12213"
"07.01.2021 08:30 - 07.01.2021 08:45","11853","12307"
"07.01.2021 08:45 - 07.01.2021 09:00","11863","12173"
"07.01.2021 09:00 - 07.01.2021 09:15","11946","12378"
"07.01.2021 09:15 - 07.01.2021 09:30","11996","12533"
"07.01.2021 09:30 - 07.01.2021 09:45","12076","12342"
"07.01.2021 09:45 - 07.01.2021 10:00","12102","12316"
"07.01.2021 10:00 - 07.01.2021 10:15","12112","12404"
"07.01.2021 10:15 - 07.01.2021 10:30","12080","12182"
"07.01.2021 10:30 - 07.01.2021 10:45","12125","11867"
"07.01.2021 10:45 - 07.01.2021 11:00","12127","11828"
"07.01.2021 11:00 - 07.01.2021 11:15","12112","11898"
"07.01.2021 11:15 - 07.01.2021 11:30","12179","12044"
"07.01.2021 11:30 - 07.01.2021 11:45","12252","11995"
"07.01.2021 11:45 - 07.01.2021 12:00","12301","12210"
"07.01.2021 12:00 - 07.01.2021 12:15","12133","12140"
"07.01.2021 12:15 - 07.01.2021 12:30","11997","12156"
"07.01.2021 12:30 - 07.01.2021 12:45","11945","12070"
"07.01.2021 12:45 - 07.01.2021 13:00","11976","11929"
"07.01.2021 13:00 - 07.01.2021 13:15","12042","12012"
"07.01.2021 13:15 - 07.01.2021 13:30","11957","12256"
"07.01.2021 13:30 - 07.01.2021 13:45","11947","12413"
"07.01.2021 13:45 - 07.01.2021 14:00","11915","12302"
"07.01.2021 14:00 - 07.01.2021 14:15","11828","12035"
"07.01.2021 14:15 - 07.01.2021 14:30","11816","11957"
"07.01.2021 14:30 - 07.01.2021 14:45","11788","11897"
"07.01.2021 14:45 - 07.01.2021 15:00","11748","12075"
"07.01.2021 15:00 - 07.01.2021 15:15","11838","12189"
"07.01.2021 15:15 - 07.01.2021 15:30","11856","11874"
"07.01.2021 15:30 - 07.01.2021 15:45","11895","11899"
"07.01.2021 15:45 - 07.01.2021 16:00","11918","12052"
"07.01.2021 16:00 - 07.01.2021 16:15","11889","12018"
"07.01.2021 16:15 - 07.01.2021 16:30","11952","11978"
"07.01.2021 16:30 - 07.01.2021 16:45","12012","11909"
"07.01.2021 16:45 - 07.01.2021 17:00","12254","12011"
"07.01.2021 17:00 - 07.01.2021 17:15","12466","12022"
"07.01.2021 17:15 - 07.01.2021 17:30","12568","12053"
"07.01.2021 17:30 - 07.01.2021 17:45","12736","12527"
"07.01.2021 17:45 - 07.01.2021 18:00","12794","12791"
"07.01.2021 18:00 - 07.01.2021 18:15","12662","12700"
"07.01.2021 18:15 - 07.01.2021 18:30","12590","12531"
"07.01.2021 18:30 - 07.01.2021 18:45","12558","12561"
"07.01.2021 18:45 - 07.01.2021 19:00","12430","12534"
"07.01.2021 19:00 - 07.01.2021 19:15","12293","12526"
"07.01.2021 19:15 - 07.01.2021 19:30","12108","12385"
"07.01.2021 19:30 - 07.01.2021 19:45","11947","12228"
"07.01.2021 19:45 - 07.01.2021 20:00","11773","11981"
"07.01.2021 20:00 - 07.01.2021 20:15","11645","11839"
"07.01.2021 20:15 - 07.01.2021 20:30","11472","11695"
"07.01.2021 20:30 - 07.01.2021 20:45","11385","11478"
"07.01.2021 20:45 - 07.01.2021 21:00","11252","11306"
"07.01.2021 21:00 - 07.01.2021 21:15","11088","11148"
"07.01.2021 21:15 - 07.01.2021 21:30","10965","11043"
"07.01.2021 21:30 - 07.01.2021 21:45","10811","10957"
"07.01.2021 21:45 - 07.01.2021 22:00","10751","10690"
"07.01.2021 22:00 - 07.01.2021 22:15","10920","10827"
"07.01.2021 22:15 - 07.01.2021 22:30","11019","10988"
"07.01.2021 22:30 - 07.01.2021 22:45","11065","10959"
"07.01.2021 22:45 - 07.01.2021 23:00","11021","10940"
"07.01.2021 23:00 - 07.01.2021 23:15","11120","11025"
"07.01.2021 23:15 - 07.01.2021 23:30","11043","10828"
"07.01.2021 23:30 - 07.01.2021 23:45","10941","10767"
"07.01.2021 23:45 - 08.01.2021 00:00","10761","10588"
"08.01.2021 00:00 - 08.01.2021 00:15","11135","10560"
"08.01.2021 00:15 - 08.01.2021 00:30","11000","10401"
"08.01.2021 00:30 - 08.01.2021 00:45","10910","10263"
"08.01.2021 00:45 - 08.01.2021 01:00","10702","10122"
"08.01.2021 01:00 - 08.01.2021 01:15","10944","10044"
"08.01.2021 01:15 - 08.01.2021 01:30","10754","9964"
"08.01.2021 01:30 - 08.01.2021 01:45","10653","9770"
"08.01.2021 01:45 - 08.01.2021 02:00","10491","9772"
"08.01.2021 02:00 - 08.01.2021 02:15","10370","9684"
"08.01.2021 02:15 - 08.01.2021 02:30","10308","9496"
"08.01.2021 02:30 - 08.01.2021 02:45","10179","9514"
"08.01.2021 02:45 - 08.01.2021 03:00","10148","9506"
"08.01.2021 03:00 - 08.01.2021 03:15","10176","9496"
"08.01.2021 03:15 - 08.01.2021 03:30","10095","9390"
"08.01.2021 03:30 - 08.01.2021 03:45","10040","9315"
"08.01.2021 03:45 - 08.01.2021 04:00","10034","9412"
"08.01.2021 04:00 - 08.01.2021 04:15","10050","9516"
"08.01.2021 04:15 - 08.01.2021 04:30","9996","9457"
"08.01.2021 04:30 - 08.01.2021 04:45","10046","9436"
"08.01.2021 04:45 - 08.01.2021 05:00","10103","9577"
"08.01.2021 05:00 - 08.01.2021 05:15","10346","9698"
"08.01.2021 05:15 - 08.01.2021 05:30","10331","9789"
"08.01.2021 05:30 - 08.01.2021 05:45","10367","10016"
"08.01.2021 05:45 - 08.01.2021 06:00","10552","10078"
"08.01.2021 06:00 - 08.01.2021 06:15","11217","10450"
"08.01.2021 06:15 - 08.01.2021 06:30","11359","10621"
"08.01.2021 06:30 - 08.01.2021 06:45","11545","10686"
"08.01.2021 06:45 - 08.01.2021 07:00","11622","10868"
"08.01.2021 07:00 - 08.01.2021 07:15","12161","11059"
"08.01.2021 07:15 - 08.01.2021 07:30","12282","11480"
"08.01.2021 07:30 - 08.01.2021 07:45","12406","11730"
"08.01.2021 07:45 - 08.01.2021 08:00","12478","11827"
"08.01.2021 08:00 - 08.01.2021 08:15","12545","11895"
"08.01.2021 08:15 - 08.01.2021 08:30","12705","12071"
"08.01.2021 08:30 - 08.01.2021 08:45","12748","12218"
"08.01.2021 08:45 - 08.01.2021 09:00","12768","12139"
"08.01.2021 09:00 - 08.01.2021 09:15","12663","12230"
"08.01.2021 09:15 - 08.01.2021 09:30","12747","12175"
"08.01.2021 09:30 - 08.01.2021 09:45","12878","12304"
"08.01.2021 09:45 - 08.01.2021 10:00","12869","12362"
"08.01.2021 10:00 - 08.01.2021 10:15","12511","12272"
"08.01.2021 10:15 - 08.01.2021 10:30","12575","12209"
"08.01.2021 10:30 - 08.01.2021 10:45","12670","12158"
"08.01.2021 10:45 - 08.01.2021 11:00","12715","12125"
"08.01.2021 11:00 - 08.01.2021 11:15","12500","12126"
"08.01.2021 11:15 - 08.01.2021 11:30","12555","12155"
"08.01.2021 11:30 - 08.01.2021 11:45","12630","12320"
"08.01.2021 11:45 - 08.01.2021 12:00","12623","12351"
"08.01.2021 12:00 - 08.01.2021 12:15","12418","12163"
"08.01.2021 12:15 - 08.01.2021 12:30","12345","12027"
"08.01.2021 12:30 - 08.01.2021 12:45","12333","12167"
"08.01.2021 12:45 - 08.01.2021 13:00","12299","12028"
"08.01.2021 13:00 - 08.01.2021 13:15","12482","12072"
"08.01.2021 13:15 - 08.01.2021 13:30","12417","12049"
"08.01.2021 13:30 - 08.01.2021 13:45","12418","11927"
"08.01.2021 13:45 - 08.01.2021 14:00","12280","11911"
"08.01.2021 14:00 - 08.01.2021 14:15","12180","11862"
"08.01.2021 14:15 - 08.01.2021 14:30","12262","11749"
"08.01.2021 14:30 - 08.01.2021 14:45","12256","11731"
"08.01.2021 14:45 - 08.01.2021 15:00","12223","11715"
"08.01.2021 15:00 - 08.01.2021 15:15","12199","11711"
"08.01.2021 15:15 - 08.01.2021 15:30","12237","11639"
"08.01.2021 15:30 - 08.01.2021 15:45","12222","11603"
"08.01.2021 15:45 - 08.01.2021 16:00","12231","11579"
"08.01.2021 16:00 - 08.01.2021 16:15","12027","11734"
"08.01.2021 16:15 - 08.01.2021 16:30","12084","11889"
"08.01.2021 16:30 - 08.01.2021 16:45","12152","11818"
"08.01.2021 16:45 - 08.01.2021 17:00","12345","11963"
"08.01.2021 17:00 - 08.01.2021 17:15","12398","12137"
"08.01.2021 17:15 - 08.01.2021 17:30","12605","12344"
"08.01.2021 17:30 - 08.01.2021 17:45","12783","12493"
"08.01.2021 17:45 - 08.01.2021 18:00","12880","12439"
"08.01.2021 18:00 - 08.01.2021 18:15","12738","12424"
"08.01.2021 18:15 - 08.01.2021 18:30","12716","12260"
"08.01.2021 18:30 - 08.01.2021 18:45","12665","12277"
"08.01.2021 18:45 - 08.01.2021 19:00","12551","12079"
"08.01.2021 19:00 - 08.01.2021 19:15","12390","11922"
"08.01.2021 19:15 - 08.01.2021 19:30","12295","11810"
"08.01.2021 19:30 - 08.01.2021 19:45","12237","11636"
"08.01.2021 19:45 - 08.01.2021 20:00","12117","11519"
"08.01.2021 20:00 - 08.01.2021 20:15","11891","11300"
"08.01.2021 20:15 - 08.01.2021 20:30","11797","11136"
"08.01.2021 20:30 - 08.01.2021 20:45","11698","10980"
"08.01.2021 20:45 - 08.01.2021 21:00","11575","10932"
"08.01.2021 21:00 - 08.01.2021 21:15","11275","10796"
"08.01.2021 21:15 - 08.01.2021 21:30","11191","10770"
"08.01.2021 21:30 - 08.01.2021 21:45","11094","10652"
"08.01.2021 21:45 - 08.01.2021 22:00","10984","10472"
"08.01.2021 22:00 - 08.01.2021 22:15","11123","10681"
"08.01.2021 22:15 - 08.01.2021 22:30","11220","10964"
"08.01.2021 22:30 - 08.01.2021 22:45","11213","11087"
"08.01.2021 22:45 - 08.01.2021 23:00","11158","11006"
"08.01.2021 23:00 - 08.01.2021 23:15","11337","11258"
"08.01.2021 23:15 - 08.01.2021 23:30","11235","11152"
"08.01.2021 23:30 - 08.01.2021 23:45","11059","10905"
"08.01.2021 23:45 - 09.01.2021 00:00","10881","10831"
"09.01.2021 00:00 - 09.01.2021 00:15","10467","10822"
"09.01.2021 00:15 - 09.01.2021 00:30","10352","10673"
"09.01.2021 00:30 - 09.01.2021 00:45","10217","10560"
"09.01.2021 00:45 - 09.01.2021 01:00","10063","10424"
"09.01.2021 01:00 - 09.01.2021 01:15","9976","10296"
"09.01.2021 01:15 - 09.01.2021 01:30","9800","10217"
"09.01.2021 01:30 - 09.01.2021 01:45","9708","10035"
"09.01.2021 01:45 - 09.01.2021 02:00","9560","10000"
"09.01.2021 02:00 - 09.01.2021 02:15","9490","9963"
"09.01.2021 02:15 - 09.01.2021 02:30","9432","9869"
"09.01.2021 02:30 - 09.01.2021 02:45","9313","9860"
"09.01.2021 02:45 - 09.01.2021 03:00","9286","9793"
"09.01.2021 03:00 - 09.01.2021 03:15","9198","9651"
"09.01.2021 03:15 - 09.01.2021 03:30","9126","9536"
"09.01.2021 03:30 - 09.01.2021 03:45","9076","9577"
"09.01.2021 03:45 - 09.01.2021 04:00","9068","9474"
"09.01.2021 04:00 - 09.01.2021 04:15","8958","9387"
"09.01.2021 04:15 - 09.01.2021 04:30","8907","9417"
"09.01.2021 04:30 - 09.01.2021 04:45","8954","9427"
"09.01.2021 04:45 - 09.01.2021 05:00","9004","9355"
"09.01.2021 05:00 - 09.01.2021 05:15","9040","9502"
"09.01.2021 05:15 - 09.01.2021 05:30","9025","9448"
"09.01.2021 05:30 - 09.01.2021 05:45","9054","9446"
"09.01.2021 05:45 - 09.01.2021 06:00","9215","9590"
"09.01.2021 06:00 - 09.01.2021 06:15","9175","9589"
"09.01.2021 06:15 - 09.01.2021 06:30","9287","9759"
"09.01.2021 06:30 - 09.01.2021 06:45","9436","9799"
"09.01.2021 06:45 - 09.01.2021 07:00","9495","9770"
"09.01.2021 07:00 - 09.01.2021 07:15","9542","9861"
"09.01.2021 07:15 - 09.01.2021 07:30","9635","9882"
"09.01.2021 07:30 - 09.01.2021 07:45","9731","10047"
"09.01.2021 07:45 - 09.01.2021 08:00","9786","10157"
"09.01.2021 08:00 - 09.01.2021 08:15","10153","10283"
"09.01.2021 08:15 - 09.01.2021 08:30","10282","10478"
"09.01.2021 08:30 - 09.01.2021 08:45","10316","10623"
"09.01.2021 08:45 - 09.01.2021 09:00","10333","10671"
"09.01.2021 09:00 - 09.01.2021 09:15","10586","10779"
"09.01.2021 09:15 - 09.01.2021 09:30","10657","10917"
"09.01.2021 09:30 - 09.01.2021 09:45","10766","11069"
"09.01.2021 09:45 - 09.01.2021 10:00","10758","11127"
"09.01.2021 10:00 - 09.01.2021 10:15","10896","11203"
"09.01.2021 10:15 - 09.01.2021 10:30","10953","11190"
"09.01.2021 10:30 - 09.01.2021 10:45","11036","11265"
"09.01.2021 10:45 - 09.01.2021 11:00","11077","11242"
"09.01.2021 11:00 - 09.01.2021 11:15","11053","11252"
"09.01.2021 11:15 - 09.01.2021 11:30","11103","11215"
"09.01.2021 11:30 - 09.01.2021 11:45","11168","11248"
"09.01.2021 11:45 - 09.01.2021 12:00","11161","11346"
"09.01.2021 12:00 - 09.01.2021 12:15","11169","11317"
"09.01.2021 12:15 - 09.01.2021 12:30","11105","11283"
"09.01.2021 12:30 - 09.01.2021 12:45","11093","11115"
"09.01.2021 12:45 - 09.01.2021 13:00","11058","11111"
"09.01.2021 13:00 - 09.01.2021 13:15","10988","11075"
"09.01.2021 13:15 - 09.01.2021 13:30","10929","10902"
"09.01.2021 13:30 - 09.01.2021 13:45","10931","10899"
"09.01.2021 13:45 - 09.01.2021 14:00","10808","10825"
"09.01.2021 14:00 - 09.01.2021 14:15","10712","10662"
"09.01.2021 14:15 - 09.01.2021 14:30","10785","10701"
"09.01.2021 14:30 - 09.01.2021 14:45","10780","10563"
"09.01.2021 14:45 - 09.01.2021 15:00","10753","10494"
"09.01.2021 15:00 - 09.01.2021 15:15","10697","10583"
"09.01.2021 15:15 - 09.01.2021 15:30","10733","10553"
"09.01.2021 15:30 - 09.01.2021 15:45","10721","10684"
"09.01.2021 15:45 - 09.01.2021 16:00","10729","10687"
"09.01.2021 16:00 - 09.01.2021 16:15","10745","10745"
"09.01.2021 16:15 - 09.01.2021 16:30","10795","10860"
"09.01.2021 16:30 - 09.01.2021 16:45","10857","10908"
"09.01.2021 16:45 - 09.01.2021 17:00","11029","10954"
"09.01.2021 17:00 - 09.01.2021 17:15","11210","11294"
"09.01.2021 17:15 - 09.01.2021 17:30","11397","11600"
"09.01.2021 17:30 - 09.01.2021 17:45","11558","11843"
"09.01.2021 17:45 - 09.01.2021 18:00","11648","11857"
"09.01.2021 18:00 - 09.01.2021 18:15","11624","11960"
"09.01.2021 18:15 - 09.01.2021 18:30","11605","11919"
"09.01.2021 18:30 - 09.01.2021 18:45","11559","11910"
"09.01.2021 18:45 - 09.01.2021 19:00","11453","11772"
"09.01.2021 19:00 - 09.01.2021 19:15","11212","11655"
