"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"12.08.2021 23:30 - 12.08.2021 23:45","8822","8949"
"12.08.2021 23:45 - 13.08.2021 00:00","8675","8827"
"13.08.2021 00:00 - 13.08.2021 00:15","8459","8600"
"13.08.2021 00:15 - 13.08.2021 00:30","8313","8516"
"13.08.2021 00:30 - 13.08.2021 00:45","8212","8415"
"13.08.2021 00:45 - 13.08.2021 01:00","8094","8321"
"13.08.2021 01:00 - 13.08.2021 01:15","8025","8245"
"13.08.2021 01:15 - 13.08.2021 01:30","7949","8114"
"13.08.2021 01:30 - 13.08.2021 01:45","7865","8092"
"13.08.2021 01:45 - 13.08.2021 02:00","7798","7984"
"13.08.2021 02:00 - 13.08.2021 02:15","7816","7972"
"13.08.2021 02:15 - 13.08.2021 02:30","7753","7924"
"13.08.2021 02:30 - 13.08.2021 02:45","7734","7840"
"13.08.2021 02:45 - 13.08.2021 03:00","7693","7811"
"13.08.2021 03:00 - 13.08.2021 03:15","7744","7885"
"13.08.2021 03:15 - 13.08.2021 03:30","7744","7894"
"13.08.2021 03:30 - 13.08.2021 03:45","7704","7794"
"13.08.2021 03:45 - 13.08.2021 04:00","7706","7720"
"13.08.2021 04:00 - 13.08.2021 04:15","7725","7644"
"13.08.2021 04:15 - 13.08.2021 04:30","7759","7736"
"13.08.2021 04:30 - 13.08.2021 04:45","7782","7684"
"13.08.2021 04:45 - 13.08.2021 05:00","7834","7754"
"13.08.2021 05:00 - 13.08.2021 05:15","7859","7858"
"13.08.2021 05:15 - 13.08.2021 05:30","7934","7879"
"13.08.2021 05:30 - 13.08.2021 05:45","8023","7977"
"13.08.2021 05:45 - 13.08.2021 06:00","8108","8154"
"13.08.2021 06:00 - 13.08.2021 06:15","8298","8369"
"13.08.2021 06:15 - 13.08.2021 06:30","8420","8406"
"13.08.2021 06:30 - 13.08.2021 06:45","8586","8447"
"13.08.2021 06:45 - 13.08.2021 07:00","8754","8676"
"13.08.2021 07:00 - 13.08.2021 07:15","8927","8898"
"13.08.2021 07:15 - 13.08.2021 07:30","9069","8984"
"13.08.2021 07:30 - 13.08.2021 07:45","9242","9237"
"13.08.2021 07:45 - 13.08.2021 08:00","9337","9358"
"13.08.2021 08:00 - 13.08.2021 08:15","9513","9438"
"13.08.2021 08:15 - 13.08.2021 08:30","9601","9555"
"13.08.2021 08:30 - 13.08.2021 08:45","9686","9637"
"13.08.2021 08:45 - 13.08.2021 09:00","9766","9748"
"13.08.2021 09:00 - 13.08.2021 09:15","9816","9688"
"13.08.2021 09:15 - 13.08.2021 09:30","9848","9702"
"13.08.2021 09:30 - 13.08.2021 09:45","9903","9817"
"13.08.2021 09:45 - 13.08.2021 10:00","9914","9811"
"13.08.2021 10:00 - 13.08.2021 10:15","9906","9815"
"13.08.2021 10:15 - 13.08.2021 10:30","9915","9758"
"13.08.2021 10:30 - 13.08.2021 10:45","9969","9757"
"13.08.2021 10:45 - 13.08.2021 11:00","9981","9834"
"13.08.2021 11:00 - 13.08.2021 11:15","9982","9809"
"13.08.2021 11:15 - 13.08.2021 11:30","10022","9832"
"13.08.2021 11:30 - 13.08.2021 11:45","10092","9871"
"13.08.2021 11:45 - 13.08.2021 12:00","10125","9848"
"13.08.2021 12:00 - 13.08.2021 12:15","9948","9688"
"13.08.2021 12:15 - 13.08.2021 12:30","9867","9690"
"13.08.2021 12:30 - 13.08.2021 12:45","9857","9655"
"13.08.2021 12:45 - 13.08.2021 13:00","9823","9523"
"13.08.2021 13:00 - 13.08.2021 13:15","9872","9603"
"13.08.2021 13:15 - 13.08.2021 13:30","9854","9620"
"13.08.2021 13:30 - 13.08.2021 13:45","9812","9523"
"13.08.2021 13:45 - 13.08.2021 14:00","9731","9447"
"13.08.2021 14:00 - 13.08.2021 14:15","9652","9388"
"13.08.2021 14:15 - 13.08.2021 14:30","9581","9452"
"13.08.2021 14:30 - 13.08.2021 14:45","9566","9371"
"13.08.2021 14:45 - 13.08.2021 15:00","9562","9330"
"13.08.2021 15:00 - 13.08.2021 15:15","9449","9223"
"13.08.2021 15:15 - 13.08.2021 15:30","9375","9226"
"13.08.2021 15:30 - 13.08.2021 15:45","9379","9114"
"13.08.2021 15:45 - 13.08.2021 16:00","9343","9119"
"13.08.2021 16:00 - 13.08.2021 16:15","9359","9155"
"13.08.2021 16:15 - 13.08.2021 16:30","9347","9220"
"13.08.2021 16:30 - 13.08.2021 16:45","9365","9207"
"13.08.2021 16:45 - 13.08.2021 17:00","9421","9351"
"13.08.2021 17:00 - 13.08.2021 17:15","9397","9301"
"13.08.2021 17:15 - 13.08.2021 17:30","9465","9309"
"13.08.2021 17:30 - 13.08.2021 17:45","9522","9374"
"13.08.2021 17:45 - 13.08.2021 18:00","9593","9438"
"13.08.2021 18:00 - 13.08.2021 18:15","9499","9457"
"13.08.2021 18:15 - 13.08.2021 18:30","9525","9464"
"13.08.2021 18:30 - 13.08.2021 18:45","9506","9465"
"13.08.2021 18:45 - 13.08.2021 19:00","9483","9379"
"13.08.2021 19:00 - 13.08.2021 19:15","9413","9269"
"13.08.2021 19:15 - 13.08.2021 19:30","9369","9330"
"13.08.2021 19:30 - 13.08.2021 19:45","9337","9325"
"13.08.2021 19:45 - 13.08.2021 20:00","9316","9302"
"13.08.2021 20:00 - 13.08.2021 20:15","9262","9336"
"13.08.2021 20:15 - 13.08.2021 20:30","9214","9206"
"13.08.2021 20:30 - 13.08.2021 20:45","9157","9190"
"13.08.2021 20:45 - 13.08.2021 21:00","9076","9140"
"13.08.2021 21:00 - 13.08.2021 21:15","8979","9197"
"13.08.2021 21:15 - 13.08.2021 21:30","8961","9260"
"13.08.2021 21:30 - 13.08.2021 21:45","8997","9316"
"13.08.2021 21:45 - 13.08.2021 22:00","9008","9152"
"13.08.2021 22:00 - 13.08.2021 22:15","9122","9164"
"13.08.2021 22:15 - 13.08.2021 22:30","9104","9215"
"13.08.2021 22:30 - 13.08.2021 22:45","9066","9090"
"13.08.2021 22:45 - 13.08.2021 23:00","8942","9016"
"13.08.2021 23:00 - 13.08.2021 23:15","8896","8911"
"13.08.2021 23:15 - 13.08.2021 23:30","8764","8786"
"13.08.2021 23:30 - 13.08.2021 23:45","8653","8683"
"13.08.2021 23:45 - 14.08.2021 00:00","8511","8538"
"14.08.2021 00:00 - 14.08.2021 00:15","8325","8481"
"14.08.2021 00:15 - 14.08.2021 00:30","8195","8305"
"14.08.2021 00:30 - 14.08.2021 00:45","8091","8086"
"14.08.2021 00:45 - 14.08.2021 01:00","7977","8110"
"14.08.2021 01:00 - 14.08.2021 01:15","7879","7934"
"14.08.2021 01:15 - 14.08.2021 01:30","7800","7777"
"14.08.2021 01:30 - 14.08.2021 01:45","7725","7690"
"14.08.2021 01:45 - 14.08.2021 02:00","7659","7629"
"14.08.2021 02:00 - 14.08.2021 02:15","7582","7506"
"14.08.2021 02:15 - 14.08.2021 02:30","7533","7387"
"14.08.2021 02:30 - 14.08.2021 02:45","7429","7360"
"14.08.2021 02:45 - 14.08.2021 03:00","7381","7394"
"14.08.2021 03:00 - 14.08.2021 03:15","7390","7484"
"14.08.2021 03:15 - 14.08.2021 03:30","7355","7380"
"14.08.2021 03:30 - 14.08.2021 03:45","7350","7328"
"14.08.2021 03:45 - 14.08.2021 04:00","7320","7240"
"14.08.2021 04:00 - 14.08.2021 04:15","7310","7224"
"14.08.2021 04:15 - 14.08.2021 04:30","7304","7300"
"14.08.2021 04:30 - 14.08.2021 04:45","7289","7302"
"14.08.2021 04:45 - 14.08.2021 05:00","7325","7223"
"14.08.2021 05:00 - 14.08.2021 05:15","7213","7326"
"14.08.2021 05:15 - 14.08.2021 05:30","7237","7279"
"14.08.2021 05:30 - 14.08.2021 05:45","7224","7390"
"14.08.2021 05:45 - 14.08.2021 06:00","7172","7441"
"14.08.2021 06:00 - 14.08.2021 06:15","7289","7547"
"14.08.2021 06:15 - 14.08.2021 06:30","7276","7533"
"14.08.2021 06:30 - 14.08.2021 06:45","7366","7568"
"14.08.2021 06:45 - 14.08.2021 07:00","7460","7530"
"14.08.2021 07:00 - 14.08.2021 07:15","7523","7654"
"14.08.2021 07:15 - 14.08.2021 07:30","7605","7679"
"14.08.2021 07:30 - 14.08.2021 07:45","7725","7726"
"14.08.2021 07:45 - 14.08.2021 08:00","7762","7927"
"14.08.2021 08:00 - 14.08.2021 08:15","7914","7896"
"14.08.2021 08:15 - 14.08.2021 08:30","7986","8017"
"14.08.2021 08:30 - 14.08.2021 08:45","8130","8090"
"14.08.2021 08:45 - 14.08.2021 09:00","8138","8177"
"14.08.2021 09:00 - 14.08.2021 09:15","8302","8362"
"14.08.2021 09:15 - 14.08.2021 09:30","8409","8382"
"14.08.2021 09:30 - 14.08.2021 09:45","8503","8590"
"14.08.2021 09:45 - 14.08.2021 10:00","8573","8659"
"14.08.2021 10:00 - 14.08.2021 10:15","8659","8750"
"14.08.2021 10:15 - 14.08.2021 10:30","8650","8646"
"14.08.2021 10:30 - 14.08.2021 10:45","8666","8568"
"14.08.2021 10:45 - 14.08.2021 11:00","8729","8583"
"14.08.2021 11:00 - 14.08.2021 11:15","8757","8573"
"14.08.2021 11:15 - 14.08.2021 11:30","8795","8552"
"14.08.2021 11:30 - 14.08.2021 11:45","8872","8595"
"14.08.2021 11:45 - 14.08.2021 12:00","8886","8651"
"14.08.2021 12:00 - 14.08.2021 12:15","8915","8509"
"14.08.2021 12:15 - 14.08.2021 12:30","8755","8553"
"14.08.2021 12:30 - 14.08.2021 12:45","8713","8484"
"14.08.2021 12:45 - 14.08.2021 13:00","8722","8413"
"14.08.2021 13:00 - 14.08.2021 13:15","8683","8392"
"14.08.2021 13:15 - 14.08.2021 13:30","8620","8367"
"14.08.2021 13:30 - 14.08.2021 13:45","8651","8381"
"14.08.2021 13:45 - 14.08.2021 14:00","8454","8182"
"14.08.2021 14:00 - 14.08.2021 14:15","8563","8163"
"14.08.2021 14:15 - 14.08.2021 14:30","8472","8050"
"14.08.2021 14:30 - 14.08.2021 14:45","8435","8004"
"14.08.2021 14:45 - 14.08.2021 15:00","8445","7956"
"14.08.2021 15:00 - 14.08.2021 15:15","8424","7942"
"14.08.2021 15:15 - 14.08.2021 15:30","8490","7866"
"14.08.2021 15:30 - 14.08.2021 15:45","8376","8006"
"14.08.2021 15:45 - 14.08.2021 16:00","8351","8035"
"14.08.2021 16:00 - 14.08.2021 16:15","8336","7895"
"14.08.2021 16:15 - 14.08.2021 16:30","8429","8143"
"14.08.2021 16:30 - 14.08.2021 16:45","8577","8097"
"14.08.2021 16:45 - 14.08.2021 17:00","8527","8096"
"14.08.2021 17:00 - 14.08.2021 17:15","8483","8131"
"14.08.2021 17:15 - 14.08.2021 17:30","8553","8252"
"14.08.2021 17:30 - 14.08.2021 17:45","8603","8300"
"14.08.2021 17:45 - 14.08.2021 18:00","8654","8418"
"14.08.2021 18:00 - 14.08.2021 18:15","8718","8418"
"14.08.2021 18:15 - 14.08.2021 18:30","8655","8515"
"14.08.2021 18:30 - 14.08.2021 18:45","8630","8522"
"14.08.2021 18:45 - 14.08.2021 19:00","8573","8591"
"14.08.2021 19:00 - 14.08.2021 19:15","8667","8622"
"14.08.2021 19:15 - 14.08.2021 19:30","8618","8583"
"14.08.2021 19:30 - 14.08.2021 19:45","8603","8500"
"14.08.2021 19:45 - 14.08.2021 20:00","8566","8617"
"14.08.2021 20:00 - 14.08.2021 20:15","8554","8510"
"14.08.2021 20:15 - 14.08.2021 20:30","8505","8602"
"14.08.2021 20:30 - 14.08.2021 20:45","8550","8499"
"14.08.2021 20:45 - 14.08.2021 21:00","8456","8475"
"14.08.2021 21:00 - 14.08.2021 21:15","8375","8491"
"14.08.2021 21:15 - 14.08.2021 21:30","8387","8687"
"14.08.2021 21:30 - 14.08.2021 21:45","8487","8717"
"14.08.2021 21:45 - 14.08.2021 22:00","8440","8628"
"14.08.2021 22:00 - 14.08.2021 22:15","8535","8676"
"14.08.2021 22:15 - 14.08.2021 22:30","8504","8574"
"14.08.2021 22:30 - 14.08.2021 22:45","8443","8510"
"14.08.2021 22:45 - 14.08.2021 23:00","8387","8392"
"14.08.2021 23:00 - 14.08.2021 23:15","8291","8398"
"14.08.2021 23:15 - 14.08.2021 23:30","8177","8296"
"14.08.2021 23:30 - 14.08.2021 23:45","8113","8177"
"14.08.2021 23:45 - 15.08.2021 00:00","7974","8067"
"15.08.2021 00:00 - 15.08.2021 00:15","7795","7939"
"15.08.2021 00:15 - 15.08.2021 00:30","7712","7834"
"15.08.2021 00:30 - 15.08.2021 00:45","7647","7726"
"15.08.2021 00:45 - 15.08.2021 01:00","7565","7576"
"15.08.2021 01:00 - 15.08.2021 01:15","7542","7551"
"15.08.2021 01:15 - 15.08.2021 01:30","7469","7473"
"15.08.2021 01:30 - 15.08.2021 01:45","7347","7385"
"15.08.2021 01:45 - 15.08.2021 02:00","7298","7275"
"15.08.2021 02:00 - 15.08.2021 02:15","7228","7198"
"15.08.2021 02:15 - 15.08.2021 02:30","7116","7180"
"15.08.2021 02:30 - 15.08.2021 02:45","7034","7037"
"15.08.2021 02:45 - 15.08.2021 03:00","6949","7038"
"15.08.2021 03:00 - 15.08.2021 03:15","7019","6981"
"15.08.2021 03:15 - 15.08.2021 03:30","6966","6939"
"15.08.2021 03:30 - 15.08.2021 03:45","6897","6894"
"15.08.2021 03:45 - 15.08.2021 04:00","6876","6855"
"15.08.2021 04:00 - 15.08.2021 04:15","6940","6891"
"15.08.2021 04:15 - 15.08.2021 04:30","6879","6948"
"15.08.2021 04:30 - 15.08.2021 04:45","6846","6900"
"15.08.2021 04:45 - 15.08.2021 05:00","6840","6933"
"15.08.2021 05:00 - 15.08.2021 05:15","6889","6956"
"15.08.2021 05:15 - 15.08.2021 05:30","6856","6856"
"15.08.2021 05:30 - 15.08.2021 05:45","6884","6966"
"15.08.2021 05:45 - 15.08.2021 06:00","6918","7046"
"15.08.2021 06:00 - 15.08.2021 06:15","6854","7127"
"15.08.2021 06:15 - 15.08.2021 06:30","6848","7098"
"15.08.2021 06:30 - 15.08.2021 06:45","6881","7030"
"15.08.2021 06:45 - 15.08.2021 07:00","6991","7043"
"15.08.2021 07:00 - 15.08.2021 07:15","6980","7139"
"15.08.2021 07:15 - 15.08.2021 07:30","7070","7249"
"15.08.2021 07:30 - 15.08.2021 07:45","7165","7325"
"15.08.2021 07:45 - 15.08.2021 08:00","7207","7393"
"15.08.2021 08:00 - 15.08.2021 08:15","7348","7430"
"15.08.2021 08:15 - 15.08.2021 08:30","7433","7446"
"15.08.2021 08:30 - 15.08.2021 08:45","7521","7512"
"15.08.2021 08:45 - 15.08.2021 09:00","7570","7585"
"15.08.2021 09:00 - 15.08.2021 09:15","7674","7726"
"15.08.2021 09:15 - 15.08.2021 09:30","7780","7797"
"15.08.2021 09:30 - 15.08.2021 09:45","7824","7833"
"15.08.2021 09:45 - 15.08.2021 10:00","7833","7851"
"15.08.2021 10:00 - 15.08.2021 10:15","7924","7842"
"15.08.2021 10:15 - 15.08.2021 10:30","7974","7861"
"15.08.2021 10:30 - 15.08.2021 10:45","8059","7967"
"15.08.2021 10:45 - 15.08.2021 11:00","8063","7932"
"15.08.2021 11:00 - 15.08.2021 11:15","8106","7940"
"15.08.2021 11:15 - 15.08.2021 11:30","8135","7977"
"15.08.2021 11:30 - 15.08.2021 11:45","8186","7997"
"15.08.2021 11:45 - 15.08.2021 12:00","8206","7987"
"15.08.2021 12:00 - 15.08.2021 12:15","8119","7946"
"15.08.2021 12:15 - 15.08.2021 12:30","8146","7891"
"15.08.2021 12:30 - 15.08.2021 12:45","8198","7890"
"15.08.2021 12:45 - 15.08.2021 13:00","8204","7820"
"15.08.2021 13:00 - 15.08.2021 13:15","8037","7719"
"15.08.2021 13:15 - 15.08.2021 13:30","7989","7645"
"15.08.2021 13:30 - 15.08.2021 13:45","7978","7656"
"15.08.2021 13:45 - 15.08.2021 14:00","7947","7636"
"15.08.2021 14:00 - 15.08.2021 14:15","7853","7576"
"15.08.2021 14:15 - 15.08.2021 14:30","7803","7570"
"15.08.2021 14:30 - 15.08.2021 14:45","7794","7532"
"15.08.2021 14:45 - 15.08.2021 15:00","7719","7492"
"15.08.2021 15:00 - 15.08.2021 15:15","7650","7469"
"15.08.2021 15:15 - 15.08.2021 15:30","7687","7530"
"15.08.2021 15:30 - 15.08.2021 15:45","7671","7573"
"15.08.2021 15:45 - 15.08.2021 16:00","7649","7570"
"15.08.2021 16:00 - 15.08.2021 16:15","7630","7577"
"15.08.2021 16:15 - 15.08.2021 16:30","7643","7585"
"15.08.2021 16:30 - 15.08.2021 16:45","7644","7625"
"15.08.2021 16:45 - 15.08.2021 17:00","7648","7677"
"15.08.2021 17:00 - 15.08.2021 17:15","7783","7794"
"15.08.2021 17:15 - 15.08.2021 17:30","7832","7827"
"15.08.2021 17:30 - 15.08.2021 17:45","7867","7907"
"15.08.2021 17:45 - 15.08.2021 18:00","7979","8042"
"15.08.2021 18:00 - 15.08.2021 18:15","7938","8145"
"15.08.2021 18:15 - 15.08.2021 18:30","8080","8262"
"15.08.2021 18:30 - 15.08.2021 18:45","8200","8262"
"15.08.2021 18:45 - 15.08.2021 19:00","8246","8316"
"15.08.2021 19:00 - 15.08.2021 19:15","8164","8377"
"15.08.2021 19:15 - 15.08.2021 19:30","8139","8448"
"15.08.2021 19:30 - 15.08.2021 19:45","8113","8477"
"15.08.2021 19:45 - 15.08.2021 20:00","8032","8353"
"15.08.2021 20:00 - 15.08.2021 20:15","8169","8335"
"15.08.2021 20:15 - 15.08.2021 20:30","8108","8426"
"15.08.2021 20:30 - 15.08.2021 20:45","8048","8344"
"15.08.2021 20:45 - 15.08.2021 21:00","7972","8282"
"15.08.2021 21:00 - 15.08.2021 21:15","8358","8356"
"15.08.2021 21:15 - 15.08.2021 21:30","8283","8458"
"15.08.2021 21:30 - 15.08.2021 21:45","8199","8499"
"15.08.2021 21:45 - 15.08.2021 22:00","8121","8482"
"15.08.2021 22:00 - 15.08.2021 22:15","8319","8424"
"15.08.2021 22:15 - 15.08.2021 22:30","8254","8351"
"15.08.2021 22:30 - 15.08.2021 22:45","8174","8223"
"15.08.2021 22:45 - 15.08.2021 23:00","8098","8154"
"15.08.2021 23:00 - 15.08.2021 23:15","7764","8072"
"15.08.2021 23:15 - 15.08.2021 23:30","7847","7939"
"15.08.2021 23:30 - 15.08.2021 23:45","7854","7724"
"15.08.2021 23:45 - 16.08.2021 00:00","7808","7599"
"16.08.2021 00:00 - 16.08.2021 00:15","7732","7540"
"16.08.2021 00:15 - 16.08.2021 00:30","7661","7523"
"16.08.2021 00:30 - 16.08.2021 00:45","7541","7516"
"16.08.2021 00:45 - 16.08.2021 01:00","7431","7518"
"16.08.2021 01:00 - 16.08.2021 01:15","7450","7485"
"16.08.2021 01:15 - 16.08.2021 01:30","7370","7360"
"16.08.2021 01:30 - 16.08.2021 01:45","7272","7370"
"16.08.2021 01:45 - 16.08.2021 02:00","7171","7301"
"16.08.2021 02:00 - 16.08.2021 02:15","7389","7276"
"16.08.2021 02:15 - 16.08.2021 02:30","7356","7221"
"16.08.2021 02:30 - 16.08.2021 02:45","7310","7154"
"16.08.2021 02:45 - 16.08.2021 03:00","7251","7136"
"16.08.2021 03:00 - 16.08.2021 03:15","7322","7118"
"16.08.2021 03:15 - 16.08.2021 03:30","7331","7025"
"16.08.2021 03:30 - 16.08.2021 03:45","7303","7057"
"16.08.2021 03:45 - 16.08.2021 04:00","7340","7044"
"16.08.2021 04:00 - 16.08.2021 04:15","7403","7116"
"16.08.2021 04:15 - 16.08.2021 04:30","7402","7123"
"16.08.2021 04:30 - 16.08.2021 04:45","7444","7131"
"16.08.2021 04:45 - 16.08.2021 05:00","7469","7115"
"16.08.2021 05:00 - 16.08.2021 05:15","7580","7282"
"16.08.2021 05:15 - 16.08.2021 05:30","7675","7479"
"16.08.2021 05:30 - 16.08.2021 05:45","7727","7547"
"16.08.2021 05:45 - 16.08.2021 06:00","7833","7716"
"16.08.2021 06:00 - 16.08.2021 06:15","8117","7922"
"16.08.2021 06:15 - 16.08.2021 06:30","8222","8000"
"16.08.2021 06:30 - 16.08.2021 06:45","8391","8074"
"16.08.2021 06:45 - 16.08.2021 07:00","8529","8302"
"16.08.2021 07:00 - 16.08.2021 07:15","8709","8449"
"16.08.2021 07:15 - 16.08.2021 07:30","8860","8521"
"16.08.2021 07:30 - 16.08.2021 07:45","9015","8692"
"16.08.2021 07:45 - 16.08.2021 08:00","9147","8854"
"16.08.2021 08:00 - 16.08.2021 08:15","9417","9061"
"16.08.2021 08:15 - 16.08.2021 08:30","9569","9206"
"16.08.2021 08:30 - 16.08.2021 08:45","9699","9325"
"16.08.2021 08:45 - 16.08.2021 09:00","9769","9380"
"16.08.2021 09:00 - 16.08.2021 09:15","9907","9490"
"16.08.2021 09:15 - 16.08.2021 09:30","9955","9508"
"16.08.2021 09:30 - 16.08.2021 09:45","10035","9532"
"16.08.2021 09:45 - 16.08.2021 10:00","10092","9681"
"16.08.2021 10:00 - 16.08.2021 10:15","10172","9647"
"16.08.2021 10:15 - 16.08.2021 10:30","10152","9710"
"16.08.2021 10:30 - 16.08.2021 10:45","10164","9723"
"16.08.2021 10:45 - 16.08.2021 11:00","10169","9623"
"16.08.2021 11:00 - 16.08.2021 11:15","10299","9749"
"16.08.2021 11:15 - 16.08.2021 11:30","10284","9860"
"16.08.2021 11:30 - 16.08.2021 11:45","10356","9893"
"16.08.2021 11:45 - 16.08.2021 12:00","10349","9778"
"16.08.2021 12:00 - 16.08.2021 12:15","10200","9777"
"16.08.2021 12:15 - 16.08.2021 12:30","10153","9560"
"16.08.2021 12:30 - 16.08.2021 12:45","10109","9814"
"16.08.2021 12:45 - 16.08.2021 13:00","10058","9791"
"16.08.2021 13:00 - 16.08.2021 13:15","10186","9665"
"16.08.2021 13:15 - 16.08.2021 13:30","10131","9582"
"16.08.2021 13:30 - 16.08.2021 13:45","10084","9755"
"16.08.2021 13:45 - 16.08.2021 14:00","10036","9714"
"16.08.2021 14:00 - 16.08.2021 14:15","9931","9803"
"16.08.2021 14:15 - 16.08.2021 14:30","9890","9721"
"16.08.2021 14:30 - 16.08.2021 14:45","9939","9775"
"16.08.2021 14:45 - 16.08.2021 15:00","9924","9574"
"16.08.2021 15:00 - 16.08.2021 15:15","9935","9532"
"16.08.2021 15:15 - 16.08.2021 15:30","9844","9598"
"16.08.2021 15:30 - 16.08.2021 15:45","9842","9551"
"16.08.2021 15:45 - 16.08.2021 16:00","9792","9536"
"16.08.2021 16:00 - 16.08.2021 16:15","9799","9607"
"16.08.2021 16:15 - 16.08.2021 16:30","9800","9784"
"16.08.2021 16:30 - 16.08.2021 16:45","9767","9863"
"16.08.2021 16:45 - 16.08.2021 17:00","9818","9967"
"16.08.2021 17:00 - 16.08.2021 17:15","9772","10153"
"16.08.2021 17:15 - 16.08.2021 17:30","9859","10214"
"16.08.2021 17:30 - 16.08.2021 17:45","9987","10354"
"16.08.2021 17:45 - 16.08.2021 18:00","10024","10446"
"16.08.2021 18:00 - 16.08.2021 18:15","9988","10378"
"16.08.2021 18:15 - 16.08.2021 18:30","10045","10327"
"16.08.2021 18:30 - 16.08.2021 18:45","10012","10162"
"16.08.2021 18:45 - 16.08.2021 19:00","9949","10028"
"16.08.2021 19:00 - 16.08.2021 19:15","9950","9967"
"16.08.2021 19:15 - 16.08.2021 19:30","9869","9853"
"16.08.2021 19:30 - 16.08.2021 19:45","9834","9818"
"16.08.2021 19:45 - 16.08.2021 20:00","9780","9633"
"16.08.2021 20:00 - 16.08.2021 20:15","9755","9546"
"16.08.2021 20:15 - 16.08.2021 20:30","9627","9445"
"16.08.2021 20:30 - 16.08.2021 20:45","9603","9373"
"16.08.2021 20:45 - 16.08.2021 21:00","9516","9242"
"16.08.2021 21:00 - 16.08.2021 21:15","9404","9325"
"16.08.2021 21:15 - 16.08.2021 21:30","9447","9404"
"16.08.2021 21:30 - 16.08.2021 21:45","9426","9421"
"16.08.2021 21:45 - 16.08.2021 22:00","9374","9303"
"16.08.2021 22:00 - 16.08.2021 22:15","9307","9279"
"16.08.2021 22:15 - 16.08.2021 22:30","9318","9270"
"16.08.2021 22:30 - 16.08.2021 22:45","9291","9211"
"16.08.2021 22:45 - 16.08.2021 23:00","9146","9050"
"16.08.2021 23:00 - 16.08.2021 23:15","9008","8973"
"16.08.2021 23:15 - 16.08.2021 23:30","8846","8795"
"16.08.2021 23:30 - 16.08.2021 23:45","8721","8697"
"16.08.2021 23:45 - 17.08.2021 00:00","8565","8440"
"17.08.2021 00:00 - 17.08.2021 00:15","8367","8316"
"17.08.2021 00:15 - 17.08.2021 00:30","8227","8228"
"17.08.2021 00:30 - 17.08.2021 00:45","8147","8114"
"17.08.2021 00:45 - 17.08.2021 01:00","8010","8046"
"17.08.2021 01:00 - 17.08.2021 01:15","8045","8057"
"17.08.2021 01:15 - 17.08.2021 01:30","7980","7938"
"17.08.2021 01:30 - 17.08.2021 01:45","7919","7935"
"17.08.2021 01:45 - 17.08.2021 02:00","7786","7837"
"17.08.2021 02:00 - 17.08.2021 02:15","7823","7756"
"17.08.2021 02:15 - 17.08.2021 02:30","7767","7707"
"17.08.2021 02:30 - 17.08.2021 02:45","7741","7644"
"17.08.2021 02:45 - 17.08.2021 03:00","7686","7575"
"17.08.2021 03:00 - 17.08.2021 03:15","7726","7656"
"17.08.2021 03:15 - 17.08.2021 03:30","7713","7653"
"17.08.2021 03:30 - 17.08.2021 03:45","7669","7666"
"17.08.2021 03:45 - 17.08.2021 04:00","7650","7626"
"17.08.2021 04:00 - 17.08.2021 04:15","7677","7696"
"17.08.2021 04:15 - 17.08.2021 04:30","7718","7612"
"17.08.2021 04:30 - 17.08.2021 04:45","7750","7651"
"17.08.2021 04:45 - 17.08.2021 05:00","7801","7739"
"17.08.2021 05:00 - 17.08.2021 05:15","7887","7896"
"17.08.2021 05:15 - 17.08.2021 05:30","7944","8066"
"17.08.2021 05:30 - 17.08.2021 05:45","8039","8139"
"17.08.2021 05:45 - 17.08.2021 06:00","8149","8299"
"17.08.2021 06:00 - 17.08.2021 06:15","8436","8571"
"17.08.2021 06:15 - 17.08.2021 06:30","8532","8691"
"17.08.2021 06:30 - 17.08.2021 06:45","8676","8723"
"17.08.2021 06:45 - 17.08.2021 07:00","8845","8882"
"17.08.2021 07:00 - 17.08.2021 07:15","9068","9116"
"17.08.2021 07:15 - 17.08.2021 07:30","9201","9272"
"17.08.2021 07:30 - 17.08.2021 07:45","9387","9528"
"17.08.2021 07:45 - 17.08.2021 08:00","9487","9655"
"17.08.2021 08:00 - 17.08.2021 08:15","9596","9758"
"17.08.2021 08:15 - 17.08.2021 08:30","9686","9746"
"17.08.2021 08:30 - 17.08.2021 08:45","9777","9861"
"17.08.2021 08:45 - 17.08.2021 09:00","9862","9944"
"17.08.2021 09:00 - 17.08.2021 09:15","9901","10003"
"17.08.2021 09:15 - 17.08.2021 09:30","9935","10055"
"17.08.2021 09:30 - 17.08.2021 09:45","10009","10101"
"17.08.2021 09:45 - 17.08.2021 10:00","10021","10069"
"17.08.2021 10:00 - 17.08.2021 10:15","10068","10080"
"17.08.2021 10:15 - 17.08.2021 10:30","10072","10163"
"17.08.2021 10:30 - 17.08.2021 10:45","10111","10244"
"17.08.2021 10:45 - 17.08.2021 11:00","10135","10215"
"17.08.2021 11:00 - 17.08.2021 11:15","10208","10358"
"17.08.2021 11:15 - 17.08.2021 11:30","10238","10488"
"17.08.2021 11:30 - 17.08.2021 11:45","10290","10573"
"17.08.2021 11:45 - 17.08.2021 12:00","10307","10643"
"17.08.2021 12:00 - 17.08.2021 12:15","10220","10509"
