"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"28.10.2016 21:15 - 28.10.2016 21:30","10165","10232"
"28.10.2016 21:30 - 28.10.2016 21:45","10012","10166"
"28.10.2016 21:45 - 28.10.2016 22:00","9882","10005"
"28.10.2016 22:00 - 28.10.2016 22:15","9929","10167"
"28.10.2016 22:15 - 28.10.2016 22:30","10039","10224"
"28.10.2016 22:30 - 28.10.2016 22:45","10014","10248"
"28.10.2016 22:45 - 28.10.2016 23:00","9956","10246"
"28.10.2016 23:00 - 28.10.2016 23:15","10031","10294"
"28.10.2016 23:15 - 28.10.2016 23:30","9877","10205"
"28.10.2016 23:30 - 28.10.2016 23:45","9706","10011"
"28.10.2016 23:45 - 29.10.2016 00:00","9550","9795"
"29.10.2016 00:00 - 29.10.2016 00:15","9215","9647"
"29.10.2016 00:15 - 29.10.2016 00:30","9031","9401"
"29.10.2016 00:30 - 29.10.2016 00:45","8948","9224"
"29.10.2016 00:45 - 29.10.2016 01:00","8792","9044"
"29.10.2016 01:00 - 29.10.2016 01:15","8589","8851"
"29.10.2016 01:15 - 29.10.2016 01:30","8446","8746"
"29.10.2016 01:30 - 29.10.2016 01:45","8357","8531"
"29.10.2016 01:45 - 29.10.2016 02:00","8241","8518"
"29.10.2016 02:00 - 29.10.2016 02:15","8116","8396"
"29.10.2016 02:15 - 29.10.2016 02:30","8041","8278"
"29.10.2016 02:30 - 29.10.2016 02:45","7999","8256"
"29.10.2016 02:45 - 29.10.2016 03:00","7945","8250"
"29.10.2016 03:00 - 29.10.2016 03:15","7894","8222"
"29.10.2016 03:15 - 29.10.2016 03:30","7881","8190"
"29.10.2016 03:30 - 29.10.2016 03:45","7879","8143"
"29.10.2016 03:45 - 29.10.2016 04:00","7793","8041"
"29.10.2016 04:00 - 29.10.2016 04:15","7838","8018"
"29.10.2016 04:15 - 29.10.2016 04:30","7837","8077"
"29.10.2016 04:30 - 29.10.2016 04:45","7786","8059"
"29.10.2016 04:45 - 29.10.2016 05:00","7818","8083"
"29.10.2016 05:00 - 29.10.2016 05:15","7810","8083"
"29.10.2016 05:15 - 29.10.2016 05:30","7834","8053"
"29.10.2016 05:30 - 29.10.2016 05:45","7888","8134"
"29.10.2016 05:45 - 29.10.2016 06:00","7933","8221"
"29.10.2016 06:00 - 29.10.2016 06:15","8130","8440"
"29.10.2016 06:15 - 29.10.2016 06:30","8234","8444"
"29.10.2016 06:30 - 29.10.2016 06:45","8316","8592"
"29.10.2016 06:45 - 29.10.2016 07:00","8418","8644"
"29.10.2016 07:00 - 29.10.2016 07:15","8519","8832"
"29.10.2016 07:15 - 29.10.2016 07:30","8636","8924"
"29.10.2016 07:30 - 29.10.2016 07:45","8862","9086"
"29.10.2016 07:45 - 29.10.2016 08:00","8918","9264"
"29.10.2016 08:00 - 29.10.2016 08:15","9093","9422"
"29.10.2016 08:15 - 29.10.2016 08:30","9192","9636"
"29.10.2016 08:30 - 29.10.2016 08:45","9306","9600"
"29.10.2016 08:45 - 29.10.2016 09:00","9476","9662"
"29.10.2016 09:00 - 29.10.2016 09:15","9603","9871"
"29.10.2016 09:15 - 29.10.2016 09:30","9709","9882"
"29.10.2016 09:30 - 29.10.2016 09:45","9803","10004"
"29.10.2016 09:45 - 29.10.2016 10:00","9838","9983"
"29.10.2016 10:00 - 29.10.2016 10:15","9924","10072"
"29.10.2016 10:15 - 29.10.2016 10:30","9960","9999"
"29.10.2016 10:30 - 29.10.2016 10:45","9946","10114"
"29.10.2016 10:45 - 29.10.2016 11:00","9965","10086"
"29.10.2016 11:00 - 29.10.2016 11:15","10009","10151"
"29.10.2016 11:15 - 29.10.2016 11:30","10079","10095"
"29.10.2016 11:30 - 29.10.2016 11:45","10093","10105"
"29.10.2016 11:45 - 29.10.2016 12:00","10152","10210"
"29.10.2016 12:00 - 29.10.2016 12:15","10068","10098"
"29.10.2016 12:15 - 29.10.2016 12:30","10018","10043"
"29.10.2016 12:30 - 29.10.2016 12:45","9967","10029"
"29.10.2016 12:45 - 29.10.2016 13:00","9917","9907"
"29.10.2016 13:00 - 29.10.2016 13:15","9876","9935"
"29.10.2016 13:15 - 29.10.2016 13:30","9806","9914"
"29.10.2016 13:30 - 29.10.2016 13:45","9718","9853"
"29.10.2016 13:45 - 29.10.2016 14:00","9640","9673"
"29.10.2016 14:00 - 29.10.2016 14:15","9593","9549"
"29.10.2016 14:15 - 29.10.2016 14:30","9556","9627"
"29.10.2016 14:30 - 29.10.2016 14:45","9422","9575"
"29.10.2016 14:45 - 29.10.2016 15:00","9395","9521"
"29.10.2016 15:00 - 29.10.2016 15:15","9374","9395"
"29.10.2016 15:15 - 29.10.2016 15:30","9369","9309"
"29.10.2016 15:30 - 29.10.2016 15:45","9338","9295"
"29.10.2016 15:45 - 29.10.2016 16:00","9287","9391"
"29.10.2016 16:00 - 29.10.2016 16:15","9300","9373"
"29.10.2016 16:15 - 29.10.2016 16:30","9298","9436"
"29.10.2016 16:30 - 29.10.2016 16:45","9321","9369"
"29.10.2016 16:45 - 29.10.2016 17:00","9319","9415"
"29.10.2016 17:00 - 29.10.2016 17:15","9318","9481"
"29.10.2016 17:15 - 29.10.2016 17:30","9390","9515"
"29.10.2016 17:30 - 29.10.2016 17:45","9477","9617"
"29.10.2016 17:45 - 29.10.2016 18:00","9585","9687"
"29.10.2016 18:00 - 29.10.2016 18:15","9684","9758"
"29.10.2016 18:15 - 29.10.2016 18:30","9779","9977"
"29.10.2016 18:30 - 29.10.2016 18:45","9834","10247"
"29.10.2016 18:45 - 29.10.2016 19:00","10003","10535"
"29.10.2016 19:00 - 29.10.2016 19:15","10130","10574"
"29.10.2016 19:15 - 29.10.2016 19:30","10161","10430"
"29.10.2016 19:30 - 29.10.2016 19:45","10181","10387"
"29.10.2016 19:45 - 29.10.2016 20:00","10106","10299"
"29.10.2016 20:00 - 29.10.2016 20:15","9899","10157"
"29.10.2016 20:15 - 29.10.2016 20:30","9776","10008"
"29.10.2016 20:30 - 29.10.2016 20:45","9647","9905"
"29.10.2016 20:45 - 29.10.2016 21:00","9523","9776"
"29.10.2016 21:00 - 29.10.2016 21:15","9376","9640"
"29.10.2016 21:15 - 29.10.2016 21:30","9351","9511"
"29.10.2016 21:30 - 29.10.2016 21:45","9179","9362"
"29.10.2016 21:45 - 29.10.2016 22:00","9109","9294"
"29.10.2016 22:00 - 29.10.2016 22:15","9111","9361"
"29.10.2016 22:15 - 29.10.2016 22:30","9212","9416"
"29.10.2016 22:30 - 29.10.2016 22:45","9189","9436"
"29.10.2016 22:45 - 29.10.2016 23:00","9125","9484"
"29.10.2016 23:00 - 29.10.2016 23:15","9185","9544"
"29.10.2016 23:15 - 29.10.2016 23:30","9082","9519"
"29.10.2016 23:30 - 29.10.2016 23:45","8945","9315"
"29.10.2016 23:45 - 30.10.2016 00:00","8771","9107"
"30.10.2016 00:00 - 30.10.2016 00:15","8595","9051"
"30.10.2016 00:15 - 30.10.2016 00:30","8444","8845"
"30.10.2016 00:30 - 30.10.2016 00:45","8335","8767"
"30.10.2016 00:45 - 30.10.2016 01:00","8215","8551"
"30.10.2016 01:00 - 30.10.2016 01:15","8078","8416"
"30.10.2016 01:15 - 30.10.2016 01:30","7954","8381"
"30.10.2016 01:30 - 30.10.2016 01:45","7874","8177"
"30.10.2016 01:45 - 30.10.2016 02:00","7751","8097"
"30.10.2016 02:00 - 30.10.2016 02:15","7650","7977"
"30.10.2016 02:15 - 30.10.2016 02:30","7582","7879"
"30.10.2016 02:30 - 30.10.2016 02:45","7580","7821"
"30.10.2016 02:45 - 30.10.2016 03:00","7503","7743"
"30.10.2016 02:00 - 30.10.2016 02:15","7516","7658"
"30.10.2016 02:15 - 30.10.2016 02:30","7475","7625"
"30.10.2016 02:30 - 30.10.2016 02:45","7472","7612"
"30.10.2016 02:45 - 30.10.2016 03:00","7478","7644"
"30.10.2016 03:00 - 30.10.2016 03:15","7471","7633"
"30.10.2016 03:15 - 30.10.2016 03:30","7475","7641"
"30.10.2016 03:30 - 30.10.2016 03:45","7496","7632"
"30.10.2016 03:45 - 30.10.2016 04:00","7513","7641"
"30.10.2016 04:00 - 30.10.2016 04:15","7389","7728"
"30.10.2016 04:15 - 30.10.2016 04:30","7467","7726"
"30.10.2016 04:30 - 30.10.2016 04:45","7542","7744"
"30.10.2016 04:45 - 30.10.2016 05:00","7564","7735"
"30.10.2016 05:00 - 30.10.2016 05:15","7401","7809"
"30.10.2016 05:15 - 30.10.2016 05:30","7490","7823"
"30.10.2016 05:30 - 30.10.2016 05:45","7598","7810"
"30.10.2016 05:45 - 30.10.2016 06:00","7621","7842"
"30.10.2016 06:00 - 30.10.2016 06:15","7569","7938"
"30.10.2016 06:15 - 30.10.2016 06:30","7690","8036"
"30.10.2016 06:30 - 30.10.2016 06:45","7804","8153"
"30.10.2016 06:45 - 30.10.2016 07:00","7913","8287"
"30.10.2016 07:00 - 30.10.2016 07:15","7861","8382"
"30.10.2016 07:15 - 30.10.2016 07:30","7922","8387"
"30.10.2016 07:30 - 30.10.2016 07:45","8107","8397"
"30.10.2016 07:45 - 30.10.2016 08:00","8134","8514"
"30.10.2016 08:00 - 30.10.2016 08:15","8367","8607"
"30.10.2016 08:15 - 30.10.2016 08:30","8408","8801"
"30.10.2016 08:30 - 30.10.2016 08:45","8447","8931"
"30.10.2016 08:45 - 30.10.2016 09:00","8475","9022"
"30.10.2016 09:00 - 30.10.2016 09:15","8878","9114"
"30.10.2016 09:15 - 30.10.2016 09:30","8927","9104"
"30.10.2016 09:30 - 30.10.2016 09:45","8983","9044"
"30.10.2016 09:45 - 30.10.2016 10:00","9008","9144"
"30.10.2016 10:00 - 30.10.2016 10:15","9368","9161"
"30.10.2016 10:15 - 30.10.2016 10:30","9329","9238"
"30.10.2016 10:30 - 30.10.2016 10:45","9296","9122"
"30.10.2016 10:45 - 30.10.2016 11:00","9141","9088"
"30.10.2016 11:00 - 30.10.2016 11:15","9624","9196"
"30.10.2016 11:15 - 30.10.2016 11:30","9527","9320"
"30.10.2016 11:30 - 30.10.2016 11:45","9479","9360"
"30.10.2016 11:45 - 30.10.2016 12:00","9333","9252"
"30.10.2016 12:00 - 30.10.2016 12:15","9636","9319"
"30.10.2016 12:15 - 30.10.2016 12:30","9561","9328"
"30.10.2016 12:30 - 30.10.2016 12:45","9503","9212"
"30.10.2016 12:45 - 30.10.2016 13:00","9401","9101"
"30.10.2016 13:00 - 30.10.2016 13:15","9274","9004"
"30.10.2016 13:15 - 30.10.2016 13:30","9260","8930"
"30.10.2016 13:30 - 30.10.2016 13:45","9195","8786"
"30.10.2016 13:45 - 30.10.2016 14:00","9204","8720"
"30.10.2016 14:00 - 30.10.2016 14:15","8879","8646"
"30.10.2016 14:15 - 30.10.2016 14:30","8890","8591"
"30.10.2016 14:30 - 30.10.2016 14:45","8923","8566"
"30.10.2016 14:45 - 30.10.2016 15:00","8977","8552"
"30.10.2016 15:00 - 30.10.2016 15:15","8532","8594"
"30.10.2016 15:15 - 30.10.2016 15:30","8660","8565"
"30.10.2016 15:30 - 30.10.2016 15:45","8739","8564"
"30.10.2016 15:45 - 30.10.2016 16:00","8848","8646"
"30.10.2016 16:00 - 30.10.2016 16:15","8519","8684"
"30.10.2016 16:15 - 30.10.2016 16:30","8601","8775"
"30.10.2016 16:30 - 30.10.2016 16:45","8796","8762"
"30.10.2016 16:45 - 30.10.2016 17:00","8888","8864"
"30.10.2016 17:00 - 30.10.2016 17:15","8859","9013"
"30.10.2016 17:15 - 30.10.2016 17:30","9010","9269"
"30.10.2016 17:30 - 30.10.2016 17:45","9078","9636"
"30.10.2016 17:45 - 30.10.2016 18:00","9072","9903"
"30.10.2016 18:00 - 30.10.2016 18:15","9713","10022"
"30.10.2016 18:15 - 30.10.2016 18:30","9599","10088"
"30.10.2016 18:30 - 30.10.2016 18:45","9507","10080"
"30.10.2016 18:45 - 30.10.2016 19:00","9456","9974"
"30.10.2016 19:00 - 30.10.2016 19:15","10229","9981"
"30.10.2016 19:15 - 30.10.2016 19:30","10098","9845"
"30.10.2016 19:30 - 30.10.2016 19:45","10020","9799"
"30.10.2016 19:45 - 30.10.2016 20:00","9865","9737"
"30.10.2016 20:00 - 30.10.2016 20:15","9843","9712"
"30.10.2016 20:15 - 30.10.2016 20:30","9885","9623"
"30.10.2016 20:30 - 30.10.2016 20:45","9874","9546"
"30.10.2016 20:45 - 30.10.2016 21:00","9838","9390"
"30.10.2016 21:00 - 30.10.2016 21:15","9647","9312"
"30.10.2016 21:15 - 30.10.2016 21:30","9504","9258"
"30.10.2016 21:30 - 30.10.2016 21:45","9293","9114"
"30.10.2016 21:45 - 30.10.2016 22:00","9127","9005"
"30.10.2016 22:00 - 30.10.2016 22:15","9460","8979"
"30.10.2016 22:15 - 30.10.2016 22:30","9301","9110"
"30.10.2016 22:30 - 30.10.2016 22:45","9140","9122"
"30.10.2016 22:45 - 30.10.2016 23:00","9052","9119"
"30.10.2016 23:00 - 30.10.2016 23:15","9139","9216"
"30.10.2016 23:15 - 30.10.2016 23:30","9071","9099"
"30.10.2016 23:30 - 30.10.2016 23:45","8980","8939"
"30.10.2016 23:45 - 31.10.2016 00:00","8858","8815"
"31.10.2016 00:00 - 31.10.2016 00:15","8508","8625"
"31.10.2016 00:15 - 31.10.2016 00:30","8445","8409"
"31.10.2016 00:30 - 31.10.2016 00:45","8360","8337"
"31.10.2016 00:45 - 31.10.2016 01:00","8246","8275"
"31.10.2016 01:00 - 31.10.2016 01:15","7962","8120"
"31.10.2016 01:15 - 31.10.2016 01:30","7953","8055"
"31.10.2016 01:30 - 31.10.2016 01:45","7941","7958"
"31.10.2016 01:45 - 31.10.2016 02:00","7846","7826"
"31.10.2016 02:00 - 31.10.2016 02:15","7773","7800"
"31.10.2016 02:15 - 31.10.2016 02:30","7705","7721"
"31.10.2016 02:30 - 31.10.2016 02:45","7712","7658"
"31.10.2016 02:45 - 31.10.2016 03:00","7627","7624"
"31.10.2016 03:00 - 31.10.2016 03:15","7555","7654"
"31.10.2016 03:15 - 31.10.2016 03:30","7506","7635"
"31.10.2016 03:30 - 31.10.2016 03:45","7578","7717"
"31.10.2016 03:45 - 31.10.2016 04:00","7520","7750"
"31.10.2016 04:00 - 31.10.2016 04:15","7483","7784"
"31.10.2016 04:15 - 31.10.2016 04:30","7447","7860"
"31.10.2016 04:30 - 31.10.2016 04:45","7605","7861"
"31.10.2016 04:45 - 31.10.2016 05:00","7560","8018"
"31.10.2016 05:00 - 31.10.2016 05:15","7579","8154"
"31.10.2016 05:15 - 31.10.2016 05:30","7600","8145"
"31.10.2016 05:30 - 31.10.2016 05:45","7866","8213"
"31.10.2016 05:45 - 31.10.2016 06:00","7991","8417"
"31.10.2016 06:00 - 31.10.2016 06:15","8110","8719"
"31.10.2016 06:15 - 31.10.2016 06:30","8218","8903"
"31.10.2016 06:30 - 31.10.2016 06:45","8374","9141"
"31.10.2016 06:45 - 31.10.2016 07:00","8638","9235"
"31.10.2016 07:00 - 31.10.2016 07:15","8835","9436"
"31.10.2016 07:15 - 31.10.2016 07:30","9034","9522"
"31.10.2016 07:30 - 31.10.2016 07:45","9064","9581"
"31.10.2016 07:45 - 31.10.2016 08:00","9196","9621"
"31.10.2016 08:00 - 31.10.2016 08:15","9325","9706"
"31.10.2016 08:15 - 31.10.2016 08:30","9467","9771"
"31.10.2016 08:30 - 31.10.2016 08:45","9509","9921"
"31.10.2016 08:45 - 31.10.2016 09:00","9669","9933"
"31.10.2016 09:00 - 31.10.2016 09:15","9791","9950"
"31.10.2016 09:15 - 31.10.2016 09:30","9934","9995"
"31.10.2016 09:30 - 31.10.2016 09:45","9955","10052"
"31.10.2016 09:45 - 31.10.2016 10:00","10052","10048"
"31.10.2016 10:00 - 31.10.2016 10:15","10124","10124"
"31.10.2016 10:15 - 31.10.2016 10:30","10230","10024"
"31.10.2016 10:30 - 31.10.2016 10:45","10272","10040"
"31.10.2016 10:45 - 31.10.2016 11:00","10383","10008"
"31.10.2016 11:00 - 31.10.2016 11:15","10417","9980"
"31.10.2016 11:15 - 31.10.2016 11:30","10440","10065"
"31.10.2016 11:30 - 31.10.2016 11:45","10386","10103"
"31.10.2016 11:45 - 31.10.2016 12:00","10424","10094"
"31.10.2016 12:00 - 31.10.2016 12:15","10457","10063"
"31.10.2016 12:15 - 31.10.2016 12:30","10485","9988"
"31.10.2016 12:30 - 31.10.2016 12:45","10443","9868"
"31.10.2016 12:45 - 31.10.2016 13:00","10402","9807"
"31.10.2016 13:00 - 31.10.2016 13:15","10374","9846"
"31.10.2016 13:15 - 31.10.2016 13:30","10349","9754"
"31.10.2016 13:30 - 31.10.2016 13:45","10317","9748"
"31.10.2016 13:45 - 31.10.2016 14:00","10255","9718"
"31.10.2016 14:00 - 31.10.2016 14:15","10191","9586"
"31.10.2016 14:15 - 31.10.2016 14:30","10151","9528"
"31.10.2016 14:30 - 31.10.2016 14:45","10110","9593"
"31.10.2016 14:45 - 31.10.2016 15:00","10049","9602"
"31.10.2016 15:00 - 31.10.2016 15:15","9992","9609"
"31.10.2016 15:15 - 31.10.2016 15:30","9970","9589"
"31.10.2016 15:30 - 31.10.2016 15:45","9980","9469"
"31.10.2016 15:45 - 31.10.2016 16:00","9931","9566"
"31.10.2016 16:00 - 31.10.2016 16:15","9873","9599"
"31.10.2016 16:15 - 31.10.2016 16:30","9852","9693"
"31.10.2016 16:30 - 31.10.2016 16:45","9905","9724"
"31.10.2016 16:45 - 31.10.2016 17:00","9913","9905"
"31.10.2016 17:00 - 31.10.2016 17:15","9931","10067"
"31.10.2016 17:15 - 31.10.2016 17:30","9954","10278"
"31.10.2016 17:30 - 31.10.2016 17:45","10064","10743"
"31.10.2016 17:45 - 31.10.2016 18:00","10266","11053"
"31.10.2016 18:00 - 31.10.2016 18:15","10450","11114"
"31.10.2016 18:15 - 31.10.2016 18:30","10565","11119"
"31.10.2016 18:30 - 31.10.2016 18:45","10515","10975"
"31.10.2016 18:45 - 31.10.2016 19:00","10737","10843"
"31.10.2016 19:00 - 31.10.2016 19:15","10926","10710"
"31.10.2016 19:15 - 31.10.2016 19:30","11080","10548"
"31.10.2016 19:30 - 31.10.2016 19:45","10899","10359"
"31.10.2016 19:45 - 31.10.2016 20:00","10823","10325"
"31.10.2016 20:00 - 31.10.2016 20:15","10766","10159"
"31.10.2016 20:15 - 31.10.2016 20:30","10679","10051"
"31.10.2016 20:30 - 31.10.2016 20:45","10530","9904"
"31.10.2016 20:45 - 31.10.2016 21:00","10305","9768"
"31.10.2016 21:00 - 31.10.2016 21:15","10191","9660"
"31.10.2016 21:15 - 31.10.2016 21:30","10097","9560"
"31.10.2016 21:30 - 31.10.2016 21:45","10078","9512"
"31.10.2016 21:45 - 31.10.2016 22:00","10034","9401"
"31.10.2016 22:00 - 31.10.2016 22:15","9936","9621"
"31.10.2016 22:15 - 31.10.2016 22:30","9829","9641"
"31.10.2016 22:30 - 31.10.2016 22:45","9659","9780"
"31.10.2016 22:45 - 31.10.2016 23:00","9666","9736"
"31.10.2016 23:00 - 31.10.2016 23:15","9653","9789"
"31.10.2016 23:15 - 31.10.2016 23:30","9657","9652"
"31.10.2016 23:30 - 31.10.2016 23:45","9487","9396"
"31.10.2016 23:45 - 01.11.2016 00:00","9386","9193"
"01.11.2016 00:00 - 01.11.2016 00:15","9247","9068"
"01.11.2016 00:15 - 01.11.2016 00:30","9160","8912"
"01.11.2016 00:30 - 01.11.2016 00:45","9025","8786"
"01.11.2016 00:45 - 01.11.2016 01:00","8950","8571"
"01.11.2016 01:00 - 01.11.2016 01:15","7792","8488"
"01.11.2016 01:15 - 01.11.2016 01:30","7766","8395"
"01.11.2016 01:30 - 01.11.2016 01:45","7711","8295"
"01.11.2016 01:45 - 01.11.2016 02:00","7651","8200"
"01.11.2016 02:00 - 01.11.2016 02:15","7586","8098"
"01.11.2016 02:15 - 01.11.2016 02:30","7557","7976"
"01.11.2016 02:30 - 01.11.2016 02:45","7558","7986"
"01.11.2016 02:45 - 01.11.2016 03:00","7533","7916"
"01.11.2016 03:00 - 01.11.2016 03:15","7508","7949"
"01.11.2016 03:15 - 01.11.2016 03:30","7468","7837"
"01.11.2016 03:30 - 01.11.2016 03:45","7467","7894"
"01.11.2016 03:45 - 01.11.2016 04:00","7455","7900"
"01.11.2016 04:00 - 01.11.2016 04:15","7459","7928"
"01.11.2016 04:15 - 01.11.2016 04:30","7468","7872"
"01.11.2016 04:30 - 01.11.2016 04:45","7486","7945"
"01.11.2016 04:45 - 01.11.2016 05:00","7503","7947"
"01.11.2016 05:00 - 01.11.2016 05:15","7541","8045"
"01.11.2016 05:15 - 01.11.2016 05:30","7592","8041"
"01.11.2016 05:30 - 01.11.2016 05:45","7641","8190"
"01.11.2016 05:45 - 01.11.2016 06:00","7691","8154"
"01.11.2016 06:00 - 01.11.2016 06:15","7754","8293"
"01.11.2016 06:15 - 01.11.2016 06:30","7847","8409"
"01.11.2016 06:30 - 01.11.2016 06:45","7929","8464"
"01.11.2016 06:45 - 01.11.2016 07:00","7979","8586"
"01.11.2016 07:00 - 01.11.2016 07:15","8034","8592"
"01.11.2016 07:15 - 01.11.2016 07:30","8102","8565"
"01.11.2016 07:30 - 01.11.2016 07:45","8198","8485"
"01.11.2016 07:45 - 01.11.2016 08:00","8301","8651"
"01.11.2016 08:00 - 01.11.2016 08:15","8398","8726"
"01.11.2016 08:15 - 01.11.2016 08:30","8535","8850"
"01.11.2016 08:30 - 01.11.2016 08:45","8643","8833"
"01.11.2016 08:45 - 01.11.2016 09:00","8808","8849"
"01.11.2016 09:00 - 01.11.2016 09:15","8927","8986"
"01.11.2016 09:15 - 01.11.2016 09:30","9040","9041"
"01.11.2016 09:30 - 01.11.2016 09:45","9079","9051"
"01.11.2016 09:45 - 01.11.2016 10:00","9140","9064"
"01.11.2016 10:00 - 01.11.2016 10:15","9205","9139"
"01.11.2016 10:15 - 01.11.2016 10:30","9276","9091"
"01.11.2016 10:30 - 01.11.2016 10:45","9312","9084"
"01.11.2016 10:45 - 01.11.2016 11:00","9391","9100"
"01.11.2016 11:00 - 01.11.2016 11:15","9454","9071"
"01.11.2016 11:15 - 01.11.2016 11:30","9512","9165"
"01.11.2016 11:30 - 01.11.2016 11:45","9471","9257"
"01.11.2016 11:45 - 01.11.2016 12:00","9456","9302"
"01.11.2016 12:00 - 01.11.2016 12:15","9418","9240"
"01.11.2016 12:15 - 01.11.2016 12:30","9408","9267"
"01.11.2016 12:30 - 01.11.2016 12:45","9329","9216"
"01.11.2016 12:45 - 01.11.2016 13:00","9251","9178"
"01.11.2016 13:00 - 01.11.2016 13:15","9156","9191"
"01.11.2016 13:15 - 01.11.2016 13:30","9087","9091"
"01.11.2016 13:30 - 01.11.2016 13:45","9008","9064"
"01.11.2016 13:45 - 01.11.2016 14:00","8940","8976"
"01.11.2016 14:00 - 01.11.2016 14:15","8880","8885"
"01.11.2016 14:15 - 01.11.2016 14:30","8834","8894"
"01.11.2016 14:30 - 01.11.2016 14:45","8802","8878"
"01.11.2016 14:45 - 01.11.2016 15:00","8750","8885"
"01.11.2016 15:00 - 01.11.2016 15:15","8726","8908"
"01.11.2016 15:15 - 01.11.2016 15:30","8707","8830"
"01.11.2016 15:30 - 01.11.2016 15:45","8729","8832"
"01.11.2016 15:45 - 01.11.2016 16:00","8744","8871"
"01.11.2016 16:00 - 01.11.2016 16:15","8783","8911"
"01.11.2016 16:15 - 01.11.2016 16:30","8833","8945"
"01.11.2016 16:30 - 01.11.2016 16:45","8910","9004"
"01.11.2016 16:45 - 01.11.2016 17:00","9064","9154"
"01.11.2016 17:00 - 01.11.2016 17:15","9236","9413"
"01.11.2016 17:15 - 01.11.2016 17:30","9453","9627"
"01.11.2016 17:30 - 01.11.2016 17:45","9615","9926"
"01.11.2016 17:45 - 01.11.2016 18:00","9802","10031"
"01.11.2016 18:00 - 01.11.2016 18:15","9970","10074"
"01.11.2016 18:15 - 01.11.2016 18:30","10106","10084"
"01.11.2016 18:30 - 01.11.2016 18:45","10179","10059"
"01.11.2016 18:45 - 01.11.2016 19:00","10142","9958"
"01.11.2016 19:00 - 01.11.2016 19:15","10057","9914"
"01.11.2016 19:15 - 01.11.2016 19:30","9942","9859"
"01.11.2016 19:30 - 01.11.2016 19:45","9867","9751"
"01.11.2016 19:45 - 01.11.2016 20:00","9765","9729"
"01.11.2016 20:00 - 01.11.2016 20:15","9664","9626"
"01.11.2016 20:15 - 01.11.2016 20:30","9553","9533"
"01.11.2016 20:30 - 01.11.2016 20:45","9450","9392"
"01.11.2016 20:45 - 01.11.2016 21:00","9329","9402"
"01.11.2016 21:00 - 01.11.2016 21:15","9240","9362"
"01.11.2016 21:15 - 01.11.2016 21:30","9191","9304"
"01.11.2016 21:30 - 01.11.2016 21:45","9176","9194"
"01.11.2016 21:45 - 01.11.2016 22:00","9181","9098"
"01.11.2016 22:00 - 01.11.2016 22:15","9158","9392"
"01.11.2016 22:15 - 01.11.2016 22:30","9106","9505"
"01.11.2016 22:30 - 01.11.2016 22:45","8989","9542"
"01.11.2016 22:45 - 01.11.2016 23:00","8907","9461"
"01.11.2016 23:00 - 01.11.2016 23:15","8829","9535"
"01.11.2016 23:15 - 01.11.2016 23:30","8739","9441"
"01.11.2016 23:30 - 01.11.2016 23:45","8612","9228"
"01.11.2016 23:45 - 02.11.2016 00:00","8446","9050"
"02.11.2016 00:00 - 02.11.2016 00:15","8418","8750"
"02.11.2016 00:15 - 02.11.2016 00:30","8259","8584"
"02.11.2016 00:30 - 02.11.2016 00:45","8153","8409"
"02.11.2016 00:45 - 02.11.2016 01:00","8079","8315"
"02.11.2016 01:00 - 02.11.2016 01:15","8025","8283"
"02.11.2016 01:15 - 02.11.2016 01:30","7980","8091"
"02.11.2016 01:30 - 02.11.2016 01:45","7932","7955"
"02.11.2016 01:45 - 02.11.2016 02:00","7895","7824"
"02.11.2016 02:00 - 02.11.2016 02:15","7825","7819"
"02.11.2016 02:15 - 02.11.2016 02:30","7837","7793"
"02.11.2016 02:30 - 02.11.2016 02:45","7822","7755"
"02.11.2016 02:45 - 02.11.2016 03:00","7855","7652"
"02.11.2016 03:00 - 02.11.2016 03:15","7550","7636"
"02.11.2016 03:15 - 02.11.2016 03:30","7595","7723"
"02.11.2016 03:30 - 02.11.2016 03:45","7646","7693"
"02.11.2016 03:45 - 02.11.2016 04:00","7722","7731"
"02.11.2016 04:00 - 02.11.2016 04:15","7492","7751"
"02.11.2016 04:15 - 02.11.2016 04:30","7563","7816"
"02.11.2016 04:30 - 02.11.2016 04:45","7693","7928"
"02.11.2016 04:45 - 02.11.2016 05:00","7861","8087"
"02.11.2016 05:00 - 02.11.2016 05:15","7627","8243"
"02.11.2016 05:15 - 02.11.2016 05:30","7815","8329"
"02.11.2016 05:30 - 02.11.2016 05:45","8070","8569"
"02.11.2016 05:45 - 02.11.2016 06:00","8318","8747"
"02.11.2016 06:00 - 02.11.2016 06:15","8513","9174"
"02.11.2016 06:15 - 02.11.2016 06:30","8708","9379"
"02.11.2016 06:30 - 02.11.2016 06:45","8981","9764"
"02.11.2016 06:45 - 02.11.2016 07:00","9044","9877"
"02.11.2016 07:00 - 02.11.2016 07:15","10066","10020"
"02.11.2016 07:15 - 02.11.2016 07:30","9992","10213"
"02.11.2016 07:30 - 02.11.2016 07:45","10031","10164"
"02.11.2016 07:45 - 02.11.2016 08:00","10019","10310"
"02.11.2016 08:00 - 02.11.2016 08:15","11401","10476"
"02.11.2016 08:15 - 02.11.2016 08:30","11413","10612"
"02.11.2016 08:30 - 02.11.2016 08:45","11463","10648"
"02.11.2016 08:45 - 02.11.2016 09:00","11489","10722"
