"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"27.02.2016 08:45 - 27.02.2016 09:00","10035","9982"
"27.02.2016 09:00 - 27.02.2016 09:15","10199","10138"
"27.02.2016 09:15 - 27.02.2016 09:30","10387","10278"
"27.02.2016 09:30 - 27.02.2016 09:45","10496","10396"
"27.02.2016 09:45 - 27.02.2016 10:00","10602","10476"
"27.02.2016 10:00 - 27.02.2016 10:15","10607","10486"
"27.02.2016 10:15 - 27.02.2016 10:30","10720","10535"
"27.02.2016 10:30 - 27.02.2016 10:45","10773","10477"
"27.02.2016 10:45 - 27.02.2016 11:00","10834","10430"
"27.02.2016 11:00 - 27.02.2016 11:15","10820","10382"
"27.02.2016 11:15 - 27.02.2016 11:30","10898","10412"
"27.02.2016 11:30 - 27.02.2016 11:45","10939","10451"
"27.02.2016 11:45 - 27.02.2016 12:00","11002","10453"
"27.02.2016 12:00 - 27.02.2016 12:15","10913","10385"
"27.02.2016 12:15 - 27.02.2016 12:30","10874","10257"
"27.02.2016 12:30 - 27.02.2016 12:45","10851","10199"
"27.02.2016 12:45 - 27.02.2016 13:00","10803","10165"
"27.02.2016 13:00 - 27.02.2016 13:15","10713","10103"
"27.02.2016 13:15 - 27.02.2016 13:30","10641","10016"
"27.02.2016 13:30 - 27.02.2016 13:45","10647","9970"
"27.02.2016 13:45 - 27.02.2016 14:00","10548","9953"
"27.02.2016 14:00 - 27.02.2016 14:15","10508","9854"
"27.02.2016 14:15 - 27.02.2016 14:30","10416","9792"
"27.02.2016 14:30 - 27.02.2016 14:45","10321","9764"
"27.02.2016 14:45 - 27.02.2016 15:00","10297","9655"
"27.02.2016 15:00 - 27.02.2016 15:15","10296","9727"
"27.02.2016 15:15 - 27.02.2016 15:30","10334","9657"
"27.02.2016 15:30 - 27.02.2016 15:45","10305","9697"
"27.02.2016 15:45 - 27.02.2016 16:00","10220","9669"
"27.02.2016 16:00 - 27.02.2016 16:15","10283","9628"
"27.02.2016 16:15 - 27.02.2016 16:30","10294","9596"
"27.02.2016 16:30 - 27.02.2016 16:45","10262","9524"
"27.02.2016 16:45 - 27.02.2016 17:00","10272","9616"
"27.02.2016 17:00 - 27.02.2016 17:15","10303","9689"
"27.02.2016 17:15 - 27.02.2016 17:30","10420","9856"
"27.02.2016 17:30 - 27.02.2016 17:45","10575","10036"
"27.02.2016 17:45 - 27.02.2016 18:00","10847","10177"
"27.02.2016 18:00 - 27.02.2016 18:15","10941","10277"
"27.02.2016 18:15 - 27.02.2016 18:30","11077","10550"
"27.02.2016 18:30 - 27.02.2016 18:45","11019","10868"
"27.02.2016 18:45 - 27.02.2016 19:00","10945","10962"
"27.02.2016 19:00 - 27.02.2016 19:15","10901","10901"
"27.02.2016 19:15 - 27.02.2016 19:30","10760","10853"
"27.02.2016 19:30 - 27.02.2016 19:45","10647","10751"
"27.02.2016 19:45 - 27.02.2016 20:00","10522","10550"
"27.02.2016 20:00 - 27.02.2016 20:15","10331","10440"
"27.02.2016 20:15 - 27.02.2016 20:30","10241","10296"
"27.02.2016 20:30 - 27.02.2016 20:45","10126","10117"
"27.02.2016 20:45 - 27.02.2016 21:00","10003","10071"
"27.02.2016 21:00 - 27.02.2016 21:15","9908","9903"
"27.02.2016 21:15 - 27.02.2016 21:30","9798","9861"
"27.02.2016 21:30 - 27.02.2016 21:45","9711","9688"
"27.02.2016 21:45 - 27.02.2016 22:00","9674","9582"
"27.02.2016 22:00 - 27.02.2016 22:15","9815","9769"
"27.02.2016 22:15 - 27.02.2016 22:30","10023","9966"
"27.02.2016 22:30 - 27.02.2016 22:45","10009","10029"
"27.02.2016 22:45 - 27.02.2016 23:00","10019","9937"
"27.02.2016 23:00 - 27.02.2016 23:15","10201","10118"
"27.02.2016 23:15 - 27.02.2016 23:30","10089","10061"
"27.02.2016 23:30 - 27.02.2016 23:45","10000","9957"
"27.02.2016 23:45 - 28.02.2016 00:00","9794","9894"
"28.02.2016 00:00 - 28.02.2016 00:15","9691","9771"
"28.02.2016 00:15 - 28.02.2016 00:30","9586","9708"
"28.02.2016 00:30 - 28.02.2016 00:45","9452","9581"
"28.02.2016 00:45 - 28.02.2016 01:00","9310","9458"
"28.02.2016 01:00 - 28.02.2016 01:15","9276","9425"
"28.02.2016 01:15 - 28.02.2016 01:30","9144","9238"
"28.02.2016 01:30 - 28.02.2016 01:45","9010","9163"
"28.02.2016 01:45 - 28.02.2016 02:00","8873","8933"
"28.02.2016 02:00 - 28.02.2016 02:15","8809","8903"
"28.02.2016 02:15 - 28.02.2016 02:30","8750","8844"
"28.02.2016 02:30 - 28.02.2016 02:45","8585","8728"
"28.02.2016 02:45 - 28.02.2016 03:00","8547","8730"
"28.02.2016 03:00 - 28.02.2016 03:15","8489","8695"
"28.02.2016 03:15 - 28.02.2016 03:30","8425","8669"
"28.02.2016 03:30 - 28.02.2016 03:45","8374","8634"
"28.02.2016 03:45 - 28.02.2016 04:00","8301","8579"
"28.02.2016 04:00 - 28.02.2016 04:15","8302","8479"
"28.02.2016 04:15 - 28.02.2016 04:30","8273","8421"
"28.02.2016 04:30 - 28.02.2016 04:45","8276","8454"
"28.02.2016 04:45 - 28.02.2016 05:00","8268","8447"
"28.02.2016 05:00 - 28.02.2016 05:15","8342","8423"
"28.02.2016 05:15 - 28.02.2016 05:30","8357","8347"
"28.02.2016 05:30 - 28.02.2016 05:45","8351","8466"
"28.02.2016 05:45 - 28.02.2016 06:00","8383","8553"
"28.02.2016 06:00 - 28.02.2016 06:15","8506","8654"
"28.02.2016 06:15 - 28.02.2016 06:30","8543","8657"
"28.02.2016 06:30 - 28.02.2016 06:45","8594","8628"
"28.02.2016 06:45 - 28.02.2016 07:00","8642","8675"
"28.02.2016 07:00 - 28.02.2016 07:15","8640","8573"
"28.02.2016 07:15 - 28.02.2016 07:30","8670","8604"
"28.02.2016 07:30 - 28.02.2016 07:45","8691","8554"
"28.02.2016 07:45 - 28.02.2016 08:00","8747","8611"
"28.02.2016 08:00 - 28.02.2016 08:15","8840","8677"
"28.02.2016 08:15 - 28.02.2016 08:30","8902","8980"
"28.02.2016 08:30 - 28.02.2016 08:45","9072","9180"
"28.02.2016 08:45 - 28.02.2016 09:00","9215","9310"
"28.02.2016 09:00 - 28.02.2016 09:15","9402","9464"
"28.02.2016 09:15 - 28.02.2016 09:30","9534","9541"
"28.02.2016 09:30 - 28.02.2016 09:45","9693","9614"
"28.02.2016 09:45 - 28.02.2016 10:00","9785","9696"
"28.02.2016 10:00 - 28.02.2016 10:15","9837","9720"
"28.02.2016 10:15 - 28.02.2016 10:30","9967","9757"
"28.02.2016 10:30 - 28.02.2016 10:45","10040","9814"
"28.02.2016 10:45 - 28.02.2016 11:00","10132","9800"
"28.02.2016 11:00 - 28.02.2016 11:15","10240","9791"
"28.02.2016 11:15 - 28.02.2016 11:30","10409","9864"
"28.02.2016 11:30 - 28.02.2016 11:45","10495","9952"
"28.02.2016 11:45 - 28.02.2016 12:00","10544","9982"
"28.02.2016 12:00 - 28.02.2016 12:15","10547","9965"
"28.02.2016 12:15 - 28.02.2016 12:30","10575","9959"
"28.02.2016 12:30 - 28.02.2016 12:45","10573","9854"
"28.02.2016 12:45 - 28.02.2016 13:00","10492","9826"
"28.02.2016 13:00 - 28.02.2016 13:15","10376","9716"
"28.02.2016 13:15 - 28.02.2016 13:30","10264","9485"
"28.02.2016 13:30 - 28.02.2016 13:45","10230","9470"
"28.02.2016 13:45 - 28.02.2016 14:00","10120","9335"
"28.02.2016 14:00 - 28.02.2016 14:15","10034","9265"
"28.02.2016 14:15 - 28.02.2016 14:30","9970","9212"
"28.02.2016 14:30 - 28.02.2016 14:45","9916","9097"
"28.02.2016 14:45 - 28.02.2016 15:00","9863","9029"
"28.02.2016 15:00 - 28.02.2016 15:15","9867","9144"
"28.02.2016 15:15 - 28.02.2016 15:30","9808","9099"
"28.02.2016 15:30 - 28.02.2016 15:45","9744","9139"
"28.02.2016 15:45 - 28.02.2016 16:00","9675","9065"
"28.02.2016 16:00 - 28.02.2016 16:15","9695","9001"
"28.02.2016 16:15 - 28.02.2016 16:30","9718","9024"
"28.02.2016 16:30 - 28.02.2016 16:45","9661","9029"
"28.02.2016 16:45 - 28.02.2016 17:00","9677","9116"
"28.02.2016 17:00 - 28.02.2016 17:15","9673","9223"
"28.02.2016 17:15 - 28.02.2016 17:30","9826","9323"
"28.02.2016 17:30 - 28.02.2016 17:45","10002","9548"
"28.02.2016 17:45 - 28.02.2016 18:00","10276","9625"
"28.02.2016 18:00 - 28.02.2016 18:15","10455","9838"
"28.02.2016 18:15 - 28.02.2016 18:30","10623","10155"
"28.02.2016 18:30 - 28.02.2016 18:45","10727","10542"
"28.02.2016 18:45 - 28.02.2016 19:00","10760","10841"
"28.02.2016 19:00 - 28.02.2016 19:15","10826","10839"
"28.02.2016 19:15 - 28.02.2016 19:30","10735","10766"
"28.02.2016 19:30 - 28.02.2016 19:45","10714","10745"
"28.02.2016 19:45 - 28.02.2016 20:00","10638","10739"
"28.02.2016 20:00 - 28.02.2016 20:15","10594","10681"
"28.02.2016 20:15 - 28.02.2016 20:30","10449","10553"
"28.02.2016 20:30 - 28.02.2016 20:45","10304","10388"
"28.02.2016 20:45 - 28.02.2016 21:00","10177","10293"
"28.02.2016 21:00 - 28.02.2016 21:15","10049","10163"
"28.02.2016 21:15 - 28.02.2016 21:30","10012","10070"
"28.02.2016 21:30 - 28.02.2016 21:45","9912","9958"
"28.02.2016 21:45 - 28.02.2016 22:00","9782","9836"
"28.02.2016 22:00 - 28.02.2016 22:15","9866","9941"
"28.02.2016 22:15 - 28.02.2016 22:30","10090","10033"
"28.02.2016 22:30 - 28.02.2016 22:45","10077","10063"
"28.02.2016 22:45 - 28.02.2016 23:00","10067","9983"
"28.02.2016 23:00 - 28.02.2016 23:15","10158","10247"
"28.02.2016 23:15 - 28.02.2016 23:30","10070","10031"
"28.02.2016 23:30 - 28.02.2016 23:45","9932","9918"
"28.02.2016 23:45 - 29.02.2016 00:00","9767","9828"
"29.02.2016 00:00 - 29.02.2016 00:15","9492","9682"
"29.02.2016 00:15 - 29.02.2016 00:30","9398","9475"
"29.02.2016 00:30 - 29.02.2016 00:45","9260","9495"
"29.02.2016 00:45 - 29.02.2016 01:00","9080","9327"
"29.02.2016 01:00 - 29.02.2016 01:15","9026","9356"
"29.02.2016 01:15 - 29.02.2016 01:30","8969","9177"
"29.02.2016 01:30 - 29.02.2016 01:45","8858","9054"
"29.02.2016 01:45 - 29.02.2016 02:00","8767","8951"
"29.02.2016 02:00 - 29.02.2016 02:15","8732","8871"
"29.02.2016 02:15 - 29.02.2016 02:30","8603","8837"
"29.02.2016 02:30 - 29.02.2016 02:45","8562","8829"
"29.02.2016 02:45 - 29.02.2016 03:00","8532","8692"
"29.02.2016 03:00 - 29.02.2016 03:15","8512","8645"
"29.02.2016 03:15 - 29.02.2016 03:30","8567","8713"
"29.02.2016 03:30 - 29.02.2016 03:45","8502","8703"
"29.02.2016 03:45 - 29.02.2016 04:00","8522","8750"
"29.02.2016 04:00 - 29.02.2016 04:15","8581","8731"
"29.02.2016 04:15 - 29.02.2016 04:30","8614","8701"
"29.02.2016 04:30 - 29.02.2016 04:45","8650","8840"
"29.02.2016 04:45 - 29.02.2016 05:00","8771","8986"
"29.02.2016 05:00 - 29.02.2016 05:15","8887","9103"
"29.02.2016 05:15 - 29.02.2016 05:30","9081","9270"
"29.02.2016 05:30 - 29.02.2016 05:45","9204","9518"
"29.02.2016 05:45 - 29.02.2016 06:00","9355","9674"
"29.02.2016 06:00 - 29.02.2016 06:15","9898","10160"
"29.02.2016 06:15 - 29.02.2016 06:30","10291","10574"
"29.02.2016 06:30 - 29.02.2016 06:45","10635","10941"
"29.02.2016 06:45 - 29.02.2016 07:00","10922","11213"
"29.02.2016 07:00 - 29.02.2016 07:15","11107","11440"
"29.02.2016 07:15 - 29.02.2016 07:30","11329","11433"
"29.02.2016 07:30 - 29.02.2016 07:45","11523","11557"
"29.02.2016 07:45 - 29.02.2016 08:00","11447","11574"
"29.02.2016 08:00 - 29.02.2016 08:15","11496","11636"
"29.02.2016 08:15 - 29.02.2016 08:30","11546","11718"
"29.02.2016 08:30 - 29.02.2016 08:45","11641","11759"
"29.02.2016 08:45 - 29.02.2016 09:00","11722","11840"
"29.02.2016 09:00 - 29.02.2016 09:15","11758","11864"
"29.02.2016 09:15 - 29.02.2016 09:30","11820","11951"
"29.02.2016 09:30 - 29.02.2016 09:45","11848","11964"
"29.02.2016 09:45 - 29.02.2016 10:00","11908","11994"
"29.02.2016 10:00 - 29.02.2016 10:15","11792","11898"
"29.02.2016 10:15 - 29.02.2016 10:30","11838","11911"
"29.02.2016 10:30 - 29.02.2016 10:45","11857","11782"
"29.02.2016 10:45 - 29.02.2016 11:00","11923","11769"
"29.02.2016 11:00 - 29.02.2016 11:15","11900","11804"
"29.02.2016 11:15 - 29.02.2016 11:30","11954","11830"
"29.02.2016 11:30 - 29.02.2016 11:45","11998","11827"
"29.02.2016 11:45 - 29.02.2016 12:00","11953","11845"
"29.02.2016 12:00 - 29.02.2016 12:15","11722","11659"
"29.02.2016 12:15 - 29.02.2016 12:30","11629","11529"
"29.02.2016 12:30 - 29.02.2016 12:45","11683","11548"
"29.02.2016 12:45 - 29.02.2016 13:00","11684","11427"
"29.02.2016 13:00 - 29.02.2016 13:15","11699","11507"
"29.02.2016 13:15 - 29.02.2016 13:30","11680","11465"
"29.02.2016 13:30 - 29.02.2016 13:45","11716","11508"
"29.02.2016 13:45 - 29.02.2016 14:00","11694","11440"
"29.02.2016 14:00 - 29.02.2016 14:15","11612","11328"
"29.02.2016 14:15 - 29.02.2016 14:30","11579","11343"
"29.02.2016 14:30 - 29.02.2016 14:45","11575","11381"
"29.02.2016 14:45 - 29.02.2016 15:00","11540","11251"
"29.02.2016 15:00 - 29.02.2016 15:15","11567","11368"
"29.02.2016 15:15 - 29.02.2016 15:30","11528","11227"
"29.02.2016 15:30 - 29.02.2016 15:45","11474","11158"
"29.02.2016 15:45 - 29.02.2016 16:00","11428","11182"
"29.02.2016 16:00 - 29.02.2016 16:15","11374","11151"
"29.02.2016 16:15 - 29.02.2016 16:30","11422","11129"
"29.02.2016 16:30 - 29.02.2016 16:45","11401","11083"
"29.02.2016 16:45 - 29.02.2016 17:00","11415","11097"
"29.02.2016 17:00 - 29.02.2016 17:15","11459","11114"
"29.02.2016 17:15 - 29.02.2016 17:30","11652","11231"
"29.02.2016 17:30 - 29.02.2016 17:45","11808","11365"
"29.02.2016 17:45 - 29.02.2016 18:00","11949","11553"
"29.02.2016 18:00 - 29.02.2016 18:15","12085","11664"
"29.02.2016 18:15 - 29.02.2016 18:30","12321","11904"
"29.02.2016 18:30 - 29.02.2016 18:45","12376","12243"
"29.02.2016 18:45 - 29.02.2016 19:00","12342","12397"
"29.02.2016 19:00 - 29.02.2016 19:15","12244","12359"
"29.02.2016 19:15 - 29.02.2016 19:30","12041","12297"
"29.02.2016 19:30 - 29.02.2016 19:45","11917","12166"
"29.02.2016 19:45 - 29.02.2016 20:00","11743","12073"
"29.02.2016 20:00 - 29.02.2016 20:15","11673","11911"
"29.02.2016 20:15 - 29.02.2016 20:30","11489","11729"
"29.02.2016 20:30 - 29.02.2016 20:45","11315","11569"
"29.02.2016 20:45 - 29.02.2016 21:00","11118","11398"
"29.02.2016 21:00 - 29.02.2016 21:15","10943","11137"
"29.02.2016 21:15 - 29.02.2016 21:30","10793","11071"
"29.02.2016 21:30 - 29.02.2016 21:45","10684","10924"
"29.02.2016 21:45 - 29.02.2016 22:00","10657","10822"
"29.02.2016 22:00 - 29.02.2016 22:15","10828","10992"
"29.02.2016 22:15 - 29.02.2016 22:30","11012","11168"
"29.02.2016 22:30 - 29.02.2016 22:45","10999","11194"
"29.02.2016 22:45 - 29.02.2016 23:00","10964","11075"
"29.02.2016 23:00 - 29.02.2016 23:15","11101","11271"
"29.02.2016 23:15 - 29.02.2016 23:30","10923","11125"
"29.02.2016 23:30 - 29.02.2016 23:45","10794","10964"
"29.02.2016 23:45 - 01.03.2016 00:00","10632","10824"
"01.03.2016 00:00 - 01.03.2016 00:15","10467","10662"
"01.03.2016 00:15 - 01.03.2016 00:30","10337","10607"
"01.03.2016 00:30 - 01.03.2016 00:45","10257","10565"
"01.03.2016 00:45 - 01.03.2016 01:00","10060","10475"
"01.03.2016 01:00 - 01.03.2016 01:15","10041","10266"
"01.03.2016 01:15 - 01.03.2016 01:30","9896","10139"
"01.03.2016 01:30 - 01.03.2016 01:45","9764","10142"
"01.03.2016 01:45 - 01.03.2016 02:00","9618","9927"
"01.03.2016 02:00 - 01.03.2016 02:15","9604","9924"
"01.03.2016 02:15 - 01.03.2016 02:30","9515","9703"
"01.03.2016 02:30 - 01.03.2016 02:45","9459","9657"
"01.03.2016 02:45 - 01.03.2016 03:00","9402","9697"
"01.03.2016 03:00 - 01.03.2016 03:15","9459","9650"
"01.03.2016 03:15 - 01.03.2016 03:30","9395","9637"
"01.03.2016 03:30 - 01.03.2016 03:45","9393","9461"
"01.03.2016 03:45 - 01.03.2016 04:00","9385","9513"
"01.03.2016 04:00 - 01.03.2016 04:15","9450","9588"
"01.03.2016 04:15 - 01.03.2016 04:30","9464","9577"
"01.03.2016 04:30 - 01.03.2016 04:45","9519","9577"
"01.03.2016 04:45 - 01.03.2016 05:00","9587","9608"
"01.03.2016 05:00 - 01.03.2016 05:15","9726","9823"
"01.03.2016 05:15 - 01.03.2016 05:30","9848","9963"
"01.03.2016 05:30 - 01.03.2016 05:45","10015","10175"
"01.03.2016 05:45 - 01.03.2016 06:00","10219","10303"
"01.03.2016 06:00 - 01.03.2016 06:15","10558","10660"
"01.03.2016 06:15 - 01.03.2016 06:30","10926","11071"
"01.03.2016 06:30 - 01.03.2016 06:45","11255","11350"
"01.03.2016 06:45 - 01.03.2016 07:00","11587","11702"
"01.03.2016 07:00 - 01.03.2016 07:15","11827","11831"
"01.03.2016 07:15 - 01.03.2016 07:30","12011","11865"
"01.03.2016 07:30 - 01.03.2016 07:45","12011","11879"
"01.03.2016 07:45 - 01.03.2016 08:00","11945","11958"
"01.03.2016 08:00 - 01.03.2016 08:15","12013","12016"
"01.03.2016 08:15 - 01.03.2016 08:30","12085","12077"
"01.03.2016 08:30 - 01.03.2016 08:45","12151","12179"
"01.03.2016 08:45 - 01.03.2016 09:00","12208","12264"
"01.03.2016 09:00 - 01.03.2016 09:15","12234","12244"
"01.03.2016 09:15 - 01.03.2016 09:30","12252","12372"
"01.03.2016 09:30 - 01.03.2016 09:45","12312","12433"
"01.03.2016 09:45 - 01.03.2016 10:00","12304","12465"
"01.03.2016 10:00 - 01.03.2016 10:15","12221","12408"
"01.03.2016 10:15 - 01.03.2016 10:30","12190","12260"
"01.03.2016 10:30 - 01.03.2016 10:45","12189","12324"
"01.03.2016 10:45 - 01.03.2016 11:00","12201","12299"
"01.03.2016 11:00 - 01.03.2016 11:15","12208","12421"
"01.03.2016 11:15 - 01.03.2016 11:30","12202","12362"
"01.03.2016 11:30 - 01.03.2016 11:45","12208","12459"
"01.03.2016 11:45 - 01.03.2016 12:00","12162","12400"
"01.03.2016 12:00 - 01.03.2016 12:15","11994","12217"
"01.03.2016 12:15 - 01.03.2016 12:30","11872","12100"
"01.03.2016 12:30 - 01.03.2016 12:45","11899","12085"
"01.03.2016 12:45 - 01.03.2016 13:00","11916","12142"
"01.03.2016 13:00 - 01.03.2016 13:15","11896","12229"
"01.03.2016 13:15 - 01.03.2016 13:30","11881","12197"
"01.03.2016 13:30 - 01.03.2016 13:45","11881","12242"
"01.03.2016 13:45 - 01.03.2016 14:00","11824","12205"
"01.03.2016 14:00 - 01.03.2016 14:15","11772","12242"
"01.03.2016 14:15 - 01.03.2016 14:30","11740","12259"
"01.03.2016 14:30 - 01.03.2016 14:45","11713","12231"
"01.03.2016 14:45 - 01.03.2016 15:00","11625","12091"
"01.03.2016 15:00 - 01.03.2016 15:15","11794","12086"
"01.03.2016 15:15 - 01.03.2016 15:30","11738","12154"
"01.03.2016 15:30 - 01.03.2016 15:45","11702","12180"
"01.03.2016 15:45 - 01.03.2016 16:00","11673","12157"
"01.03.2016 16:00 - 01.03.2016 16:15","11603","12015"
"01.03.2016 16:15 - 01.03.2016 16:30","11612","11958"
"01.03.2016 16:30 - 01.03.2016 16:45","11613","12022"
"01.03.2016 16:45 - 01.03.2016 17:00","11629","12022"
"01.03.2016 17:00 - 01.03.2016 17:15","11564","12060"
"01.03.2016 17:15 - 01.03.2016 17:30","11664","11996"
"01.03.2016 17:30 - 01.03.2016 17:45","11788","12092"
"01.03.2016 17:45 - 01.03.2016 18:00","11948","12171"
"01.03.2016 18:00 - 01.03.2016 18:15","12055","12239"
"01.03.2016 18:15 - 01.03.2016 18:30","12307","12316"
"01.03.2016 18:30 - 01.03.2016 18:45","12483","12528"
"01.03.2016 18:45 - 01.03.2016 19:00","12504","12598"
"01.03.2016 19:00 - 01.03.2016 19:15","12409","12397"
"01.03.2016 19:15 - 01.03.2016 19:30","12270","12271"
"01.03.2016 19:30 - 01.03.2016 19:45","12168","12097"
"01.03.2016 19:45 - 01.03.2016 20:00","12009","11946"
"01.03.2016 20:00 - 01.03.2016 20:15","11926","11833"
"01.03.2016 20:15 - 01.03.2016 20:30","11740","11643"
"01.03.2016 20:30 - 01.03.2016 20:45","11599","11443"
"01.03.2016 20:45 - 01.03.2016 21:00","11430","11184"
"01.03.2016 21:00 - 01.03.2016 21:15","11288","11048"
"01.03.2016 21:15 - 01.03.2016 21:30","11154","10910"
"01.03.2016 21:30 - 01.03.2016 21:45","11031","10821"
"01.03.2016 21:45 - 01.03.2016 22:00","10912","10629"
"01.03.2016 22:00 - 01.03.2016 22:15","11056","10785"
"01.03.2016 22:15 - 01.03.2016 22:30","11253","10913"
"01.03.2016 22:30 - 01.03.2016 22:45","11240","10943"
"01.03.2016 22:45 - 01.03.2016 23:00","11244","10957"
"01.03.2016 23:00 - 01.03.2016 23:15","11377","11046"
"01.03.2016 23:15 - 01.03.2016 23:30","11253","10953"
"01.03.2016 23:30 - 01.03.2016 23:45","11068","10735"
"01.03.2016 23:45 - 02.03.2016 00:00","10895","10562"
"02.03.2016 00:00 - 02.03.2016 00:15","10796","10331"
"02.03.2016 00:15 - 02.03.2016 00:30","10651","10224"
"02.03.2016 00:30 - 02.03.2016 00:45","10511","10049"
"02.03.2016 00:45 - 02.03.2016 01:00","10407","9900"
"02.03.2016 01:00 - 02.03.2016 01:15","10383","9679"
"02.03.2016 01:15 - 02.03.2016 01:30","10228","9568"
"02.03.2016 01:30 - 02.03.2016 01:45","10089","9525"
"02.03.2016 01:45 - 02.03.2016 02:00","9941","9422"
"02.03.2016 02:00 - 02.03.2016 02:15","9873","9283"
"02.03.2016 02:15 - 02.03.2016 02:30","9781","9149"
"02.03.2016 02:30 - 02.03.2016 02:45","9723","9073"
"02.03.2016 02:45 - 02.03.2016 03:00","9667","8984"
"02.03.2016 03:00 - 02.03.2016 03:15","9534","9043"
"02.03.2016 03:15 - 02.03.2016 03:30","9468","8943"
"02.03.2016 03:30 - 02.03.2016 03:45","9466","8902"
"02.03.2016 03:45 - 02.03.2016 04:00","9459","8992"
"02.03.2016 04:00 - 02.03.2016 04:15","9435","8980"
"02.03.2016 04:15 - 02.03.2016 04:30","9447","8965"
"02.03.2016 04:30 - 02.03.2016 04:45","9501","9000"
"02.03.2016 04:45 - 02.03.2016 05:00","9569","9114"
"02.03.2016 05:00 - 02.03.2016 05:15","9630","9239"
"02.03.2016 05:15 - 02.03.2016 05:30","9751","9280"
"02.03.2016 05:30 - 02.03.2016 05:45","9918","9346"
"02.03.2016 05:45 - 02.03.2016 06:00","10121","9522"
"02.03.2016 06:00 - 02.03.2016 06:15","10445","10016"
"02.03.2016 06:15 - 02.03.2016 06:30","10806","10342"
"02.03.2016 06:30 - 02.03.2016 06:45","11131","10607"
"02.03.2016 06:45 - 02.03.2016 07:00","11457","10894"
"02.03.2016 07:00 - 02.03.2016 07:15","11684","11154"
"02.03.2016 07:15 - 02.03.2016 07:30","11865","11418"
"02.03.2016 07:30 - 02.03.2016 07:45","11863","11580"
"02.03.2016 07:45 - 02.03.2016 08:00","11797","11535"
"02.03.2016 08:00 - 02.03.2016 08:15","11880","11567"
"02.03.2016 08:15 - 02.03.2016 08:30","11951","11757"
"02.03.2016 08:30 - 02.03.2016 08:45","12015","11875"
"02.03.2016 08:45 - 02.03.2016 09:00","12073","11969"
"02.03.2016 09:00 - 02.03.2016 09:15","12081","11951"
"02.03.2016 09:15 - 02.03.2016 09:30","12099","12049"
"02.03.2016 09:30 - 02.03.2016 09:45","12158","12177"
"02.03.2016 09:45 - 02.03.2016 10:00","12150","12162"
"02.03.2016 10:00 - 02.03.2016 10:15","12110","12060"
"02.03.2016 10:15 - 02.03.2016 10:30","12079","12090"
"02.03.2016 10:30 - 02.03.2016 10:45","12080","12094"
"02.03.2016 10:45 - 02.03.2016 11:00","12096","12064"
"02.03.2016 11:00 - 02.03.2016 11:15","12071","11964"
"02.03.2016 11:15 - 02.03.2016 11:30","12064","11902"
"02.03.2016 11:30 - 02.03.2016 11:45","12069","11876"
"02.03.2016 11:45 - 02.03.2016 12:00","12024","11926"
"02.03.2016 12:00 - 02.03.2016 12:15","11822","11715"
"02.03.2016 12:15 - 02.03.2016 12:30","11704","11676"
"02.03.2016 12:30 - 02.03.2016 12:45","11728","11662"
"02.03.2016 12:45 - 02.03.2016 13:00","11743","11666"
"02.03.2016 13:00 - 02.03.2016 13:15","11770","11678"
"02.03.2016 13:15 - 02.03.2016 13:30","11754","11725"
"02.03.2016 13:30 - 02.03.2016 13:45","11754","11733"
"02.03.2016 13:45 - 02.03.2016 14:00","11697","11504"
"02.03.2016 14:00 - 02.03.2016 14:15","11581","11496"
"02.03.2016 14:15 - 02.03.2016 14:30","11550","11487"
"02.03.2016 14:30 - 02.03.2016 14:45","11523","11570"
