"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","17.07.2016 05:00 - 17.07.2016 06:00 (CET)","350","n/e","n/e","1537","0","0","n/e","n/e","n/e","","729","21","n/e","n/e","4889","287","n/e","0","208","89","100"
"Belgium (BE)","17.07.2016 06:00 - 17.07.2016 07:00 (CET)","351","n/e","n/e","1526","0","0","n/e","n/e","n/e","","621","20","n/e","n/e","4880","320","n/e","35","208","11","92"
"Belgium (BE)","17.07.2016 07:00 - 17.07.2016 08:00 (CET)","349","n/e","n/e","1540","0","0","n/e","n/e","n/e","","395","20","n/e","n/e","4863","439","n/e","193","206","","72"
"Belgium (BE)","17.07.2016 08:00 - 17.07.2016 09:00 (CET)","352","n/e","n/e","1472","0","0","n/e","n/e","n/e","","199","20","n/e","n/e","4855","530","n/e","449","210","","61"
"Belgium (BE)","17.07.2016 09:00 - 17.07.2016 10:00 (CET)","352","n/e","n/e","1504","0","0","n/e","n/e","n/e","2","13","18","n/e","n/e","4852","572","n/e","653","209","3","64"
"Belgium (BE)","17.07.2016 10:00 - 17.07.2016 11:00 (CET)","353","n/e","n/e","1516","0","0","n/e","n/e","n/e","2","20","11","n/e","n/e","4849","549","n/e","882","206","17","70"
"Belgium (BE)","17.07.2016 11:00 - 17.07.2016 12:00 (CET)","353","n/e","n/e","1430","0","0","n/e","n/e","n/e","","94","11","n/e","n/e","4841","517","n/e","1204","201","42","56"
"Belgium (BE)","17.07.2016 12:00 - 17.07.2016 13:00 (CET)","352","n/e","n/e","1416","0","0","n/e","n/e","n/e","","148","23","n/e","n/e","4862","510","n/e","1354","199","74","78"
"Belgium (BE)","17.07.2016 13:00 - 17.07.2016 14:00 (CET)","356","n/e","n/e","1429","0","0","n/e","n/e","n/e","","194","25","n/e","n/e","4876","491","n/e","1480","196","103","90"
"Belgium (BE)","17.07.2016 14:00 - 17.07.2016 15:00 (CET)","354","n/e","n/e","1472","0","0","n/e","n/e","n/e","","322","23","n/e","n/e","4876","480","n/e","1435","196","111","115"
"Belgium (BE)","17.07.2016 15:00 - 17.07.2016 16:00 (CET)","357","n/e","n/e","1545","0","0","n/e","n/e","n/e","","294","20","n/e","n/e","4877","492","n/e","1276","199","88","136"
"Belgium (BE)","17.07.2016 16:00 - 17.07.2016 17:00 (CET)","349","n/e","n/e","1495","0","0","n/e","n/e","n/e","","221","16","n/e","n/e","4874","537","n/e","1048","204","127","128"
"Belgium (BE)","17.07.2016 17:00 - 17.07.2016 18:00 (CET)","350","n/e","n/e","1432","0","0","n/e","n/e","n/e","25","1","16","n/e","n/e","4868","495","n/e","905","204","182","115"
"Belgium (BE)","17.07.2016 18:00 - 17.07.2016 19:00 (CET)","349","n/e","n/e","1487","0","0","n/e","n/e","n/e","9","34","16","n/e","n/e","4870","419","n/e","676","205","215","96"
"Belgium (BE)","17.07.2016 19:00 - 17.07.2016 20:00 (CET)","352","n/e","n/e","1549","0","0","n/e","n/e","n/e","188","","17","n/e","n/e","4871","401","n/e","421","203","230","70"
"Belgium (BE)","17.07.2016 20:00 - 17.07.2016 21:00 (CET)","348","n/e","n/e","1653","0","0","n/e","n/e","n/e","251","","17","n/e","n/e","4868","383","n/e","153","205","156","51"
"Belgium (BE)","17.07.2016 21:00 - 17.07.2016 22:00 (CET)","352","n/e","n/e","1639","0","0","n/e","n/e","n/e","345","","18","n/e","n/e","4871","416","n/e","20","209","81","41"
"Belgium (BE)","17.07.2016 22:00 - 17.07.2016 23:00 (CET)","350","n/e","n/e","1711","0","0","n/e","n/e","n/e","839","","18","n/e","n/e","4873","390","n/e","0","207","104","38"
"Belgium (BE)","17.07.2016 23:00 - 18.07.2016 00:00 (CET)","357","n/e","n/e","1799","0","0","n/e","n/e","n/e","733","","18","n/e","n/e","4875","492","n/e","0","205","127","41"
"Belgium (BE)","18.07.2016 00:00 - 18.07.2016 01:00 (CET)","364","n/e","n/e","1621","0","0","n/e","n/e","n/e","64","","18","n/e","n/e","4872","366","n/e","0","207","164","43"
"Belgium (BE)","18.07.2016 01:00 - 18.07.2016 02:00 (CET)","360","n/e","n/e","1544","0","0","n/e","n/e","n/e","","43","17","n/e","n/e","4876","277","n/e","0","207","166","40"
"Belgium (BE)","18.07.2016 02:00 - 18.07.2016 03:00 (CET)","349","n/e","n/e","1522","0","0","n/e","n/e","n/e","","477","17","n/e","n/e","4879","261","n/e","0","208","119","41"
"Belgium (BE)","18.07.2016 03:00 - 18.07.2016 04:00 (CET)","349","n/e","n/e","1577","0","0","n/e","n/e","n/e","","411","18","n/e","n/e","4885","252","n/e","0","209","56","43"
"Belgium (BE)","18.07.2016 04:00 - 18.07.2016 05:00 (CET)","352","n/e","n/e","1585","0","0","n/e","n/e","n/e","","674","18","n/e","n/e","4886","265","n/e","0","206","19","47"
"Belgium (BE)","18.07.2016 05:00 - 18.07.2016 06:00 (CET)","348","n/e","n/e","1714","0","0","n/e","n/e","n/e","","494","18","n/e","n/e","4887","297","n/e","0","209","","45"
"Belgium (BE)","18.07.2016 06:00 - 18.07.2016 07:00 (CET)","350","n/e","n/e","1799","0","0","n/e","n/e","n/e","","89","18","n/e","n/e","4889","329","n/e","59","209","","40"
"Belgium (BE)","18.07.2016 07:00 - 18.07.2016 08:00 (CET)","345","n/e","n/e","2083","0","0","n/e","n/e","n/e","","62","18","n/e","n/e","4885","480","n/e","302","205","","38"
"Belgium (BE)","18.07.2016 08:00 - 18.07.2016 09:00 (CET)","345","n/e","n/e","2261","0","0","n/e","n/e","n/e","","51","18","n/e","n/e","4879","553","n/e","725","205","","32"
"Belgium (BE)","18.07.2016 09:00 - 18.07.2016 10:00 (CET)","348","n/e","n/e","2246","0","0","n/e","n/e","n/e","55","","18","n/e","n/e","4876","563","n/e","1202","200","","32"
"Belgium (BE)","18.07.2016 10:00 - 18.07.2016 11:00 (CET)","348","n/e","n/e","2384","0","0","n/e","n/e","n/e","652","","18","n/e","n/e","4871","578","n/e","1587","200","1","35"
"Belgium (BE)","18.07.2016 11:00 - 18.07.2016 12:00 (CET)","349","n/e","n/e","2221","0","0","n/e","n/e","n/e","159","","17","n/e","n/e","4866","571","n/e","1809","198","","22"
"Belgium (BE)","18.07.2016 12:00 - 18.07.2016 13:00 (CET)","347","n/e","n/e","2366","0","0","n/e","n/e","n/e","632","","19","n/e","n/e","4862","568","n/e","1784","199","","23"
"Belgium (BE)","18.07.2016 13:00 - 18.07.2016 14:00 (CET)","347","n/e","n/e","2353","0","0","n/e","n/e","n/e","295","","20","n/e","n/e","4861","626","n/e","1823","198","","25"
"Belgium (BE)","18.07.2016 14:00 - 18.07.2016 15:00 (CET)","348","n/e","n/e","2442","0","0","n/e","n/e","n/e","131","","19","n/e","n/e","4865","602","n/e","1831","197","","25"
"Belgium (BE)","18.07.2016 15:00 - 18.07.2016 16:00 (CET)","348","n/e","n/e","2347","0","0","n/e","n/e","n/e","135","","16","n/e","n/e","4865","604","n/e","1704","199","","23"
"Belgium (BE)","18.07.2016 16:00 - 18.07.2016 17:00 (CET)","350","n/e","n/e","2370","0","0","n/e","n/e","n/e","149","","13","n/e","n/e","4861","592","n/e","1540","197","","21"
"Belgium (BE)","18.07.2016 17:00 - 18.07.2016 18:00 (CET)","347","n/e","n/e","2396","0","0","n/e","n/e","n/e","433","","14","n/e","n/e","4847","534","n/e","1278","200","","23"
"Belgium (BE)","18.07.2016 18:00 - 18.07.2016 19:00 (CET)","349","n/e","n/e","2431","0","0","n/e","n/e","n/e","457","","15","n/e","n/e","4847","492","n/e","876","197","","23"
"Belgium (BE)","18.07.2016 19:00 - 18.07.2016 20:00 (CET)","351","n/e","n/e","2454","0","0","n/e","n/e","n/e","158","","14","n/e","n/e","4843","472","n/e","458","199","","27"
"Belgium (BE)","18.07.2016 20:00 - 18.07.2016 21:00 (CET)","350","n/e","n/e","2398","0","0","n/e","n/e","n/e","137","","9","n/e","n/e","4843","435","n/e","148","174","","31"
"Belgium (BE)","18.07.2016 21:00 - 18.07.2016 22:00 (CET)","350","n/e","n/e","2258","0","0","n/e","n/e","n/e","124","","5","n/e","n/e","4841","355","n/e","17","197","0","34"
"Belgium (BE)","18.07.2016 22:00 - 18.07.2016 23:00 (CET)","356","n/e","n/e","2305","0","0","n/e","n/e","n/e","100","","7","n/e","n/e","4808","330","n/e","0","202","5","45"
"Belgium (BE)","18.07.2016 23:00 - 19.07.2016 00:00 (CET)","366","n/e","n/e","2340","0","0","n/e","n/e","n/e","79","1","13","n/e","n/e","4819","407","n/e","0","203","23","82"
"Belgium (BE)","19.07.2016 00:00 - 19.07.2016 01:00 (CET)","367","n/e","n/e","2009","0","0","n/e","n/e","n/e","","310","18","n/e","n/e","4836","285","n/e","0","203","36","105"
"Belgium (BE)","19.07.2016 01:00 - 19.07.2016 02:00 (CET)","351","n/e","n/e","1774","0","0","n/e","n/e","n/e","","764","19","n/e","n/e","4846","260","n/e","0","206","52","117"
"Belgium (BE)","19.07.2016 02:00 - 19.07.2016 03:00 (CET)","346","n/e","n/e","1782","0","0","n/e","n/e","n/e","","839","18","n/e","n/e","4855","253","n/e","0","207","60","112"
"Belgium (BE)","19.07.2016 03:00 - 19.07.2016 04:00 (CET)","347","n/e","n/e","1777","0","0","n/e","n/e","n/e","","912","19","n/e","n/e","4863","240","n/e","0","210","51","97"
"Belgium (BE)","19.07.2016 04:00 - 19.07.2016 05:00 (CET)","346","n/e","n/e","1781","0","0","n/e","n/e","n/e","","901","18","n/e","n/e","4867","240","n/e","0","208","69","90"
"Belgium (BE)","19.07.2016 05:00 - 19.07.2016 06:00 (CET)","304","n/e","n/e","1696","0","0","n/e","n/e","n/e","","890","16","n/e","n/e","4850","244","n/e","0","212","64","90"
"Belgium (BE)","19.07.2016 06:00 - 19.07.2016 07:00 (CET)","316","n/e","n/e","2081","0","0","n/e","n/e","n/e","","463","16","n/e","n/e","4866","299","n/e","58","210","57","75"
"Belgium (BE)","19.07.2016 07:00 - 19.07.2016 08:00 (CET)","336","n/e","n/e","2039","0","0","n/e","n/e","n/e","132","0","16","n/e","n/e","4867","449","n/e","294","206","56","74"
"Belgium (BE)","19.07.2016 08:00 - 19.07.2016 09:00 (CET)","344","n/e","n/e","2064","0","0","n/e","n/e","n/e","214","","17","n/e","n/e","4859","539","n/e","715","202","43","64"
"Belgium (BE)","19.07.2016 09:00 - 19.07.2016 10:00 (CET)","351","n/e","n/e","2111","0","0","n/e","n/e","n/e","409","","17","n/e","n/e","4851","548","n/e","1190","198","9","37"
"Belgium (BE)","19.07.2016 10:00 - 19.07.2016 11:00 (CET)","350","n/e","n/e","2109","0","0","n/e","n/e","n/e","445","","18","n/e","n/e","4842","564","n/e","1587","197","0","23"
"Belgium (BE)","19.07.2016 11:00 - 19.07.2016 12:00 (CET)","353","n/e","n/e","2122","0","0","n/e","n/e","n/e","387","","19","n/e","n/e","4839","576","n/e","1877","194","","33"
"Belgium (BE)","19.07.2016 12:00 - 19.07.2016 13:00 (CET)","352","n/e","n/e","2213","0","0","n/e","n/e","n/e","62","0","18","n/e","n/e","4830","559","n/e","2051","195","0","37"
"Belgium (BE)","19.07.2016 13:00 - 19.07.2016 14:00 (CET)","349","n/e","n/e","2258","0","0","n/e","n/e","n/e","","0","15","n/e","n/e","4827","542","n/e","2126","195","1","41"
"Belgium (BE)","19.07.2016 14:00 - 19.07.2016 15:00 (CET)","347","n/e","n/e","2143","0","0","n/e","n/e","n/e","","0","13","n/e","n/e","4825","497","n/e","2093","190","13","41"
"Belgium (BE)","19.07.2016 15:00 - 19.07.2016 16:00 (CET)","346","n/e","n/e","2179","0","0","n/e","n/e","n/e","70","0","12","n/e","n/e","4823","487","n/e","1958","186","33","41"
"Belgium (BE)","19.07.2016 16:00 - 19.07.2016 17:00 (CET)","349","n/e","n/e","2186","0","0","n/e","n/e","n/e","260","","14","n/e","n/e","4810","433","n/e","1720","189","54","31"
"Belgium (BE)","19.07.2016 17:00 - 19.07.2016 18:00 (CET)","348","n/e","n/e","2270","0","0","n/e","n/e","n/e","411","","14","n/e","n/e","4809","403","n/e","1377","190","78","30"
"Belgium (BE)","19.07.2016 18:00 - 19.07.2016 19:00 (CET)","347","n/e","n/e","2296","0","0","n/e","n/e","n/e","688","","15","n/e","n/e","4814","382","n/e","935","192","130","29"
"Belgium (BE)","19.07.2016 19:00 - 19.07.2016 20:00 (CET)","348","n/e","n/e","2286","0","0","n/e","n/e","n/e","409","","15","n/e","n/e","4813","387","n/e","469","191","165","31"
"Belgium (BE)","19.07.2016 20:00 - 19.07.2016 21:00 (CET)","346","n/e","n/e","2267","0","0","n/e","n/e","n/e","46","0","13","n/e","n/e","4811","333","n/e","143","191","164","36"
"Belgium (BE)","19.07.2016 21:00 - 19.07.2016 22:00 (CET)","359","n/e","n/e","2172","0","0","n/e","n/e","n/e","93","1","12","n/e","n/e","4807","347","n/e","15","196","127","94"
"Belgium (BE)","19.07.2016 22:00 - 19.07.2016 23:00 (CET)","357","n/e","n/e","2244","0","0","n/e","n/e","n/e","","6","12","n/e","n/e","4809","323","n/e","0","199","105","174"
"Belgium (BE)","19.07.2016 23:00 - 20.07.2016 00:00 (CET)","355","n/e","n/e","2204","0","0","n/e","n/e","n/e","31","112","13","n/e","n/e","4813","314","n/e","0","199","115","289"
"Belgium (BE)","20.07.2016 00:00 - 20.07.2016 01:00 (CET)","345","n/e","n/e","1784","0","0","n/e","n/e","n/e","","733","14","n/e","n/e","4819","266","n/e","0","202","182","414"
"Belgium (BE)","20.07.2016 01:00 - 20.07.2016 02:00 (CET)","342","n/e","n/e","1734","0","0","n/e","n/e","n/e","","902","15","n/e","n/e","4825","244","n/e","0","203","259","473"
"Belgium (BE)","20.07.2016 02:00 - 20.07.2016 03:00 (CET)","342","n/e","n/e","1689","0","0","n/e","n/e","n/e","","951","15","n/e","n/e","4830","250","n/e","0","204","320","488"
"Belgium (BE)","20.07.2016 03:00 - 20.07.2016 04:00 (CET)","341","n/e","n/e","1651","0","0","n/e","n/e","n/e","","931","15","n/e","n/e","4841","253","n/e","0","205","309","490"
"Belgium (BE)","20.07.2016 04:00 - 20.07.2016 05:00 (CET)","334","n/e","n/e","1632","0","0","n/e","n/e","n/e","","930","17","n/e","n/e","4834","252","n/e","0","205","305","460"
"Belgium (BE)","20.07.2016 05:00 - 20.07.2016 06:00 (CET)","328","n/e","n/e","1671","0","0","n/e","n/e","n/e","","704","18","n/e","n/e","4833","260","n/e","0","203","363","487"
"Belgium (BE)","20.07.2016 06:00 - 20.07.2016 07:00 (CET)","340","n/e","n/e","1683","0","0","n/e","n/e","n/e","","331","18","n/e","n/e","4834","270","n/e","51","203","431","504"
"Belgium (BE)","20.07.2016 07:00 - 20.07.2016 08:00 (CET)","340","n/e","n/e","1831","0","0","n/e","n/e","n/e","","85","17","n/e","n/e","4829","332","n/e","286","196","444","500"
"Belgium (BE)","20.07.2016 08:00 - 20.07.2016 09:00 (CET)","339","n/e","n/e","2150","0","0","n/e","n/e","n/e","41","","17","n/e","n/e","4824","440","n/e","718","199","462","419"
"Belgium (BE)","20.07.2016 09:00 - 20.07.2016 10:00 (CET)","362","n/e","n/e","2309","0","0","n/e","n/e","n/e","542","","17","n/e","n/e","4825","510","n/e","1184","194","369","246"
"Belgium (BE)","20.07.2016 10:00 - 20.07.2016 11:00 (CET)","370","n/e","n/e","2275","0","0","n/e","n/e","n/e","578","","16","n/e","n/e","4814","543","n/e","1588","193","259","224"
"Belgium (BE)","20.07.2016 11:00 - 20.07.2016 12:00 (CET)","369","n/e","n/e","2239","0","0","n/e","n/e","n/e","370","","14","n/e","n/e","4813","533","n/e","1876","190","253","301"
"Belgium (BE)","20.07.2016 12:00 - 20.07.2016 13:00 (CET)","354","n/e","n/e","2080","0","0","n/e","n/e","n/e","82","0","15","n/e","n/e","4778","482","n/e","2055","185","495","311"
"Belgium (BE)","20.07.2016 13:00 - 20.07.2016 14:00 (CET)","348","n/e","n/e","2160","0","0","n/e","n/e","n/e","91","0","16","n/e","n/e","4757","441","n/e","2003","182","534","350"
"Belgium (BE)","20.07.2016 14:00 - 20.07.2016 15:00 (CET)","348","n/e","n/e","2230","0","0","n/e","n/e","n/e","354","","16","n/e","n/e","4756","491","n/e","1522","183","414","428"
"Belgium (BE)","20.07.2016 15:00 - 20.07.2016 16:00 (CET)","348","n/e","n/e","2230","0","0","n/e","n/e","n/e","446","","15","n/e","n/e","4775","517","n/e","1279","183","355","374"
"Belgium (BE)","20.07.2016 16:00 - 20.07.2016 17:00 (CET)","350","n/e","n/e","2262","0","0","n/e","n/e","n/e","442","","16","n/e","n/e","4767","537","n/e","1036","183","360","243"
"Belgium (BE)","20.07.2016 17:00 - 20.07.2016 18:00 (CET)","348","n/e","n/e","2330","0","0","n/e","n/e","n/e","783","","14","n/e","n/e","4793","530","n/e","847","188","397","154"
"Belgium (BE)","20.07.2016 18:00 - 20.07.2016 19:00 (CET)","346","n/e","n/e","2447","0","0","n/e","n/e","n/e","439","","14","n/e","n/e","4799","508","n/e","589","190","532","137"
"Belgium (BE)","20.07.2016 19:00 - 20.07.2016 20:00 (CET)","346","n/e","n/e","2295","0","0","n/e","n/e","n/e","207","","13","n/e","n/e","4803","468","n/e","370","192","526","152"
"Belgium (BE)","20.07.2016 20:00 - 20.07.2016 21:00 (CET)","346","n/e","n/e","2251","0","0","n/e","n/e","n/e","5","36","15","n/e","n/e","4801","343","n/e","167","194","487","128"
"Belgium (BE)","20.07.2016 21:00 - 20.07.2016 22:00 (CET)","346","n/e","n/e","2184","0","0","n/e","n/e","n/e","","239","17","n/e","n/e","4807","290","n/e","23","196","519","202"
"Belgium (BE)","20.07.2016 22:00 - 20.07.2016 23:00 (CET)","347","n/e","n/e","2226","0","0","n/e","n/e","n/e","73","32","17","n/e","n/e","4812","280","n/e","0","200","356","285"
"Belgium (BE)","20.07.2016 23:00 - 21.07.2016 00:00 (CET)","346","n/e","n/e","2243","0","0","n/e","n/e","n/e","92","0","16","n/e","n/e","4813","274","n/e","0","201","177","252"
"Belgium (BE)","21.07.2016 00:00 - 21.07.2016 01:00 (CET)","347","n/e","n/e","1913","0","0","n/e","n/e","n/e","135","14","16","n/e","n/e","4816","297","n/e","0","200","159","179"
"Belgium (BE)","21.07.2016 01:00 - 21.07.2016 02:00 (CET)","344","n/e","n/e","1830","0","0","n/e","n/e","n/e","","435","16","n/e","n/e","4824","393","n/e","0","202","153","116"
"Belgium (BE)","21.07.2016 02:00 - 21.07.2016 03:00 (CET)","348","n/e","n/e","1857","0","0","n/e","n/e","n/e","","909","16","n/e","n/e","4826","292","n/e","0","204","185","129"
"Belgium (BE)","21.07.2016 03:00 - 21.07.2016 04:00 (CET)","346","n/e","n/e","1848","0","0","n/e","n/e","n/e","","950","16","n/e","n/e","4835","276","n/e","0","204","200","152"
"Belgium (BE)","21.07.2016 04:00 - 21.07.2016 05:00 (CET)","345","n/e","n/e","1853","0","0","n/e","n/e","n/e","","940","16","n/e","n/e","4838","279","n/e","0","205","207","153"
"Belgium (BE)","21.07.2016 05:00 - 21.07.2016 06:00 (CET)","346","n/e","n/e","1883","0","0","n/e","n/e","n/e","","324","16","n/e","n/e","4844","279","n/e","0","205","125","156"
"Belgium (BE)","21.07.2016 06:00 - 21.07.2016 07:00 (CET)","348","n/e","n/e","1931","0","0","n/e","n/e","n/e","","100","16","n/e","n/e","4852","315","n/e","43","207","88","154"
"Belgium (BE)","21.07.2016 07:00 - 21.07.2016 08:00 (CET)","349","n/e","n/e","2043","0","0","n/e","n/e","n/e","","6","16","n/e","n/e","4852","420","n/e","244","207","94","127"
"Belgium (BE)","21.07.2016 08:00 - 21.07.2016 09:00 (CET)","349","n/e","n/e","2048","0","0","n/e","n/e","n/e","","6","16","n/e","n/e","4849","508","n/e","597","203","163","76"
"Belgium (BE)","21.07.2016 09:00 - 21.07.2016 10:00 (CET)","347","n/e","n/e","2043","0","0","n/e","n/e","n/e","","6","16","n/e","n/e","4842","546","n/e","1064","207","85","67"
"Belgium (BE)","21.07.2016 10:00 - 21.07.2016 11:00 (CET)","348","n/e","n/e","2009","0","0","n/e","n/e","n/e","99","","16","n/e","n/e","4840","519","n/e","1495","204","45","58"
"Belgium (BE)","21.07.2016 11:00 - 21.07.2016 12:00 (CET)","349","n/e","n/e","2064","0","0","n/e","n/e","n/e","97","","16","n/e","n/e","4828","489","n/e","1750","203","55","59"
"Belgium (BE)","21.07.2016 12:00 - 21.07.2016 13:00 (CET)","351","n/e","n/e","1878","0","0","n/e","n/e","n/e","32","10","17","n/e","n/e","4834","448","n/e","1917","202","44","52"
"Belgium (BE)","21.07.2016 13:00 - 21.07.2016 14:00 (CET)","352","n/e","n/e","1741","0","0","n/e","n/e","n/e","","35","18","n/e","n/e","4835","433","n/e","1901","200","47","47"
"Belgium (BE)","21.07.2016 14:00 - 21.07.2016 15:00 (CET)","346","n/e","n/e","1733","0","0","n/e","n/e","n/e","83","","17","n/e","n/e","4834","450","n/e","1783","201","35","54"
"Belgium (BE)","21.07.2016 15:00 - 21.07.2016 16:00 (CET)","348","n/e","n/e","1873","0","0","n/e","n/e","n/e","","265","15","n/e","n/e","4835","407","n/e","1676","199","25","49"
"Belgium (BE)","21.07.2016 16:00 - 21.07.2016 17:00 (CET)","350","n/e","n/e","1849","0","0","n/e","n/e","n/e","103","32","14","n/e","n/e","4841","375","n/e","1512","199","0","58"
"Belgium (BE)","21.07.2016 17:00 - 21.07.2016 18:00 (CET)","355","n/e","n/e","1836","0","0","n/e","n/e","n/e","273","","14","n/e","n/e","4845","370","n/e","1096","200","0","63"
"Belgium (BE)","21.07.2016 18:00 - 21.07.2016 19:00 (CET)","353","n/e","n/e","2090","0","0","n/e","n/e","n/e","404","","14","n/e","n/e","4849","383","n/e","599","200","0","87"
"Belgium (BE)","21.07.2016 19:00 - 21.07.2016 20:00 (CET)","350","n/e","n/e","2028","0","0","n/e","n/e","n/e","405","","14","n/e","n/e","4851","402","n/e","265","201","","98"
"Belgium (BE)","21.07.2016 20:00 - 21.07.2016 21:00 (CET)","350","n/e","n/e","2014","0","0","n/e","n/e","n/e","371","","13","n/e","n/e","4848","351","n/e","97","203","","115"
"Belgium (BE)","21.07.2016 21:00 - 21.07.2016 22:00 (CET)","349","n/e","n/e","2071","0","0","n/e","n/e","n/e","297","","13","n/e","n/e","4849","323","n/e","9","203","","92"
"Belgium (BE)","21.07.2016 22:00 - 21.07.2016 23:00 (CET)","348","n/e","n/e","2052","0","0","n/e","n/e","n/e","315","","13","n/e","n/e","4849","314","n/e","0","204","1","74"
"Belgium (BE)","21.07.2016 23:00 - 22.07.2016 00:00 (CET)","345","n/e","n/e","1900","0","0","n/e","n/e","n/e","118","0","14","n/e","n/e","4847","309","n/e","0","203","","74"
"Belgium (BE)","22.07.2016 00:00 - 22.07.2016 01:00 (CET)","346","n/e","n/e","1846","0","0","n/e","n/e","n/e","","36","14","n/e","n/e","4849","284","n/e","0","207","","55"
"Belgium (BE)","22.07.2016 01:00 - 22.07.2016 02:00 (CET)","345","n/e","n/e","1835","0","0","n/e","n/e","n/e","","38","15","n/e","n/e","4852","271","n/e","0","207","","51"
"Belgium (BE)","22.07.2016 02:00 - 22.07.2016 03:00 (CET)","345","n/e","n/e","1780","0","0","n/e","n/e","n/e","","723","15","n/e","n/e","4853","265","n/e","0","207","5","37"
"Belgium (BE)","22.07.2016 03:00 - 22.07.2016 04:00 (CET)","347","n/e","n/e","1815","0","0","n/e","n/e","n/e","","916","17","n/e","n/e","4852","265","n/e","0","208","18","38"
"Belgium (BE)","22.07.2016 04:00 - 22.07.2016 05:00 (CET)","346","n/e","n/e","1828","0","0","n/e","n/e","n/e","","937","18","n/e","n/e","4854","263","n/e","0","207","22","38"
"Belgium (BE)","22.07.2016 05:00 - 22.07.2016 06:00 (CET)","349","n/e","n/e","1900","0","0","n/e","n/e","n/e","","811","17","n/e","n/e","4858","276","n/e","0","206","14","42"
"Belgium (BE)","22.07.2016 06:00 - 22.07.2016 07:00 (CET)","345","n/e","n/e","1890","0","0","n/e","n/e","n/e","","244","16","n/e","n/e","4864","332","n/e","20","208","33","41"
"Belgium (BE)","22.07.2016 07:00 - 22.07.2016 08:00 (CET)","347","n/e","n/e","2021","0","0","n/e","n/e","n/e","","1","16","n/e","n/e","4867","469","n/e","135","206","11","43"
"Belgium (BE)","22.07.2016 08:00 - 22.07.2016 09:00 (CET)","331","n/e","n/e","2061","0","0","n/e","n/e","n/e","54","0","17","n/e","n/e","4870","564","n/e","314","205","0","36"
"Belgium (BE)","22.07.2016 09:00 - 22.07.2016 10:00 (CET)","318","n/e","n/e","2110","0","0","n/e","n/e","n/e","215","","17","n/e","n/e","4872","593","n/e","600","202","1","33"
"Belgium (BE)","22.07.2016 10:00 - 22.07.2016 11:00 (CET)","322","n/e","n/e","2100","0","0","n/e","n/e","n/e","479","","17","n/e","n/e","4859","536","n/e","917","195","12","30"
"Belgium (BE)","22.07.2016 11:00 - 22.07.2016 12:00 (CET)","345","n/e","n/e","2100","0","0","n/e","n/e","n/e","554","","17","n/e","n/e","4849","517","n/e","1206","201","6","37"
"Belgium (BE)","22.07.2016 12:00 - 22.07.2016 13:00 (CET)","350","n/e","n/e","1996","0","0","n/e","n/e","n/e","231","","17","n/e","n/e","4845","526","n/e","1537","199","4","48"
"Belgium (BE)","22.07.2016 13:00 - 22.07.2016 14:00 (CET)","348","n/e","n/e","1892","0","0","n/e","n/e","n/e","58","","15","n/e","n/e","4844","498","n/e","1721","197","14","67"
"Belgium (BE)","22.07.2016 14:00 - 22.07.2016 15:00 (CET)","347","n/e","n/e","1883","0","0","n/e","n/e","n/e","","0","14","n/e","n/e","4837","474","n/e","1658","196","28","92"
"Belgium (BE)","22.07.2016 15:00 - 22.07.2016 16:00 (CET)","294","n/e","n/e","1929","0","0","n/e","n/e","n/e","44","0","13","n/e","n/e","4838","475","n/e","1430","196","41","78"
"Belgium (BE)","22.07.2016 16:00 - 22.07.2016 17:00 (CET)","222","n/e","n/e","1887","0","0","n/e","n/e","n/e","164","","13","n/e","n/e","4820","500","n/e","1225","196","36","81"
"Belgium (BE)","22.07.2016 17:00 - 22.07.2016 18:00 (CET)","153","n/e","n/e","1893","0","0","n/e","n/e","n/e","153","","12","n/e","n/e","4821","468","n/e","857","192","35","126"
"Belgium (BE)","22.07.2016 18:00 - 22.07.2016 19:00 (CET)","145","n/e","n/e","1961","0","0","n/e","n/e","n/e","157","","12","n/e","n/e","4825","423","n/e","556","195","49","168"
"Belgium (BE)","22.07.2016 19:00 - 22.07.2016 20:00 (CET)","141","n/e","n/e","1998","0","0","n/e","n/e","n/e","187","","12","n/e","n/e","4827","360","n/e","319","195","47","216"
"Belgium (BE)","22.07.2016 20:00 - 22.07.2016 21:00 (CET)","138","n/e","n/e","1787","0","0","n/e","n/e","n/e","83","","12","n/e","n/e","4833","294","n/e","135","196","45","234"
