"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","06.01.2016 11:00 - 06.01.2016 12:00 (CET)","322","n/e","n/e","3554","413","0","n/e","n/e","n/e","312","","25","n/e","n/e","4934","610","n/e","249","252","78","61"
"Belgium (BE)","06.01.2016 12:00 - 06.01.2016 13:00 (CET)","324","n/e","n/e","3423","376","4","n/e","n/e","n/e","136","","25","n/e","n/e","4932","620","n/e","339","259","64","60"
"Belgium (BE)","06.01.2016 13:00 - 06.01.2016 14:00 (CET)","314","n/e","n/e","3399","437","0","n/e","n/e","n/e","49","10","26","n/e","n/e","4981","619","n/e","323","261","37","51"
"Belgium (BE)","06.01.2016 14:00 - 06.01.2016 15:00 (CET)","309","n/e","n/e","3116","437","0","n/e","n/e","n/e","","68","27","n/e","n/e","5093","616","n/e","235","252","43","45"
"Belgium (BE)","06.01.2016 15:00 - 06.01.2016 16:00 (CET)","330","n/e","n/e","3116","439","0","n/e","n/e","n/e","","15","27","n/e","n/e","5126","621","n/e","115","254","56","32"
"Belgium (BE)","06.01.2016 16:00 - 06.01.2016 17:00 (CET)","334","n/e","n/e","3058","436","0","n/e","n/e","n/e","34","","26","n/e","n/e","5159","636","n/e","18","264","64","46"
"Belgium (BE)","06.01.2016 17:00 - 06.01.2016 18:00 (CET)","344","n/e","n/e","3469","437","0","n/e","n/e","n/e","463","","31","n/e","n/e","5154","589","n/e","0","269","67","73"
"Belgium (BE)","06.01.2016 18:00 - 06.01.2016 19:00 (CET)","349","n/e","n/e","3484","438","0","n/e","n/e","n/e","718","","34","n/e","n/e","5144","551","n/e","0","270","94","115"
"Belgium (BE)","06.01.2016 19:00 - 06.01.2016 20:00 (CET)","350","n/e","n/e","3365","436","0","n/e","n/e","n/e","774","","33","n/e","n/e","5139","536","n/e","0","269","121","139"
"Belgium (BE)","06.01.2016 20:00 - 06.01.2016 21:00 (CET)","348","n/e","n/e","3191","435","0","n/e","n/e","n/e","98","0","33","n/e","n/e","5140","503","n/e","0","271","172","159"
"Belgium (BE)","06.01.2016 21:00 - 06.01.2016 22:00 (CET)","343","n/e","n/e","2311","435","0","n/e","n/e","n/e","","131","32","n/e","n/e","5152","464","n/e","0","271","190","208"
"Belgium (BE)","06.01.2016 22:00 - 06.01.2016 23:00 (CET)","341","n/e","n/e","2149","433","0","n/e","n/e","n/e","","147","33","n/e","n/e","5135","498","n/e","0","270","183","208"
"Belgium (BE)","06.01.2016 23:00 - 07.01.2016 00:00 (CET)","329","n/e","n/e","2060","306","0","n/e","n/e","n/e","","23","33","n/e","n/e","5120","531","n/e","0","271","216","226"
"Belgium (BE)","07.01.2016 00:00 - 07.01.2016 01:00 (CET)","271","n/e","n/e","1844","193","0","n/e","n/e","n/e","","128","33","n/e","n/e","5112","481","n/e","0","268","296","220"
"Belgium (BE)","07.01.2016 01:00 - 07.01.2016 02:00 (CET)","267","n/e","n/e","1844","143","0","n/e","n/e","n/e","","493","33","n/e","n/e","5123","478","n/e","0","268","374","207"
"Belgium (BE)","07.01.2016 02:00 - 07.01.2016 03:00 (CET)","213","n/e","n/e","1900","143","0","n/e","n/e","n/e","","864","33","n/e","n/e","5160","471","n/e","0","268","382","214"
"Belgium (BE)","07.01.2016 03:00 - 07.01.2016 04:00 (CET)","185","n/e","n/e","1996","146","0","n/e","n/e","n/e","","839","32","n/e","n/e","5184","480","n/e","0","266","416","284"
"Belgium (BE)","07.01.2016 04:00 - 07.01.2016 05:00 (CET)","176","n/e","n/e","1983","145","0","n/e","n/e","n/e","","833","32","n/e","n/e","5214","495","n/e","0","263","433","288"
"Belgium (BE)","07.01.2016 05:00 - 07.01.2016 06:00 (CET)","221","n/e","n/e","1936","246","0","n/e","n/e","n/e","","730","32","n/e","n/e","5242","504","n/e","0","269","533","334"
"Belgium (BE)","07.01.2016 06:00 - 07.01.2016 07:00 (CET)","279","n/e","n/e","1958","347","0","n/e","n/e","n/e","","200","32","n/e","n/e","5274","500","n/e","0","272","650","518"
"Belgium (BE)","07.01.2016 07:00 - 07.01.2016 08:00 (CET)","317","n/e","n/e","2185","436","0","n/e","n/e","n/e","174","","32","n/e","n/e","5303","577","n/e","0","262","659","597"
"Belgium (BE)","07.01.2016 08:00 - 07.01.2016 09:00 (CET)","330","n/e","n/e","2335","436","0","n/e","n/e","n/e","421","","33","n/e","n/e","5332","656","n/e","0","260","658","717"
"Belgium (BE)","07.01.2016 09:00 - 07.01.2016 10:00 (CET)","338","n/e","n/e","2191","428","0","n/e","n/e","n/e","159","","33","n/e","n/e","5367","663","n/e","15","256","659","768"
"Belgium (BE)","07.01.2016 10:00 - 07.01.2016 11:00 (CET)","336","n/e","n/e","2147","429","0","n/e","n/e","n/e","140","","32","n/e","n/e","5386","658","n/e","20","252","660","767"
"Belgium (BE)","07.01.2016 11:00 - 07.01.2016 12:00 (CET)","333","n/e","n/e","2217","432","0","n/e","n/e","n/e","214","","31","n/e","n/e","5414","677","n/e","28","260","659","766"
"Belgium (BE)","07.01.2016 12:00 - 07.01.2016 13:00 (CET)","332","n/e","n/e","2024","438","0","n/e","n/e","n/e","50","15","32","n/e","n/e","5461","674","n/e","44","263","657","771"
"Belgium (BE)","07.01.2016 13:00 - 07.01.2016 14:00 (CET)","333","n/e","n/e","2115","437","0","n/e","n/e","n/e","7","5","33","n/e","n/e","5503","670","n/e","104","265","652","728"
"Belgium (BE)","07.01.2016 14:00 - 07.01.2016 15:00 (CET)","336","n/e","n/e","2068","439","0","n/e","n/e","n/e","1","0","37","n/e","n/e","5528","678","n/e","171","265","611","682"
"Belgium (BE)","07.01.2016 15:00 - 07.01.2016 16:00 (CET)","332","n/e","n/e","1987","438","0","n/e","n/e","n/e","79","","38","n/e","n/e","5550","692","n/e","96","262","618","781"
"Belgium (BE)","07.01.2016 16:00 - 07.01.2016 17:00 (CET)","331","n/e","n/e","2296","436","0","n/e","n/e","n/e","233","","38","n/e","n/e","5580","693","n/e","10","264","331","876"
"Belgium (BE)","07.01.2016 17:00 - 07.01.2016 18:00 (CET)","330","n/e","n/e","2435","437","0","n/e","n/e","n/e","623","","38","n/e","n/e","5611","680","n/e","0","263","292","950"
"Belgium (BE)","07.01.2016 18:00 - 07.01.2016 19:00 (CET)","331","n/e","n/e","2254","437","0","n/e","n/e","n/e","795","","38","n/e","n/e","5638","659","n/e","0","262","567","924"
"Belgium (BE)","07.01.2016 19:00 - 07.01.2016 20:00 (CET)","283","n/e","n/e","1989","437","0","n/e","n/e","n/e","270","","38","n/e","n/e","5661","616","n/e","0","267","634","909"
"Belgium (BE)","07.01.2016 20:00 - 07.01.2016 21:00 (CET)","257","n/e","n/e","1716","382","0","n/e","n/e","n/e","","5","38","n/e","n/e","5693","568","n/e","0","265","637","854"
"Belgium (BE)","07.01.2016 21:00 - 07.01.2016 22:00 (CET)","254","n/e","n/e","1690","361","0","n/e","n/e","n/e","","134","38","n/e","n/e","5736","550","n/e","0","268","652","762"
"Belgium (BE)","07.01.2016 22:00 - 07.01.2016 23:00 (CET)","243","n/e","n/e","1795","315","0","n/e","n/e","n/e","","322","38","n/e","n/e","5771","542","n/e","0","265","650","767"
"Belgium (BE)","07.01.2016 23:00 - 08.01.2016 00:00 (CET)","188","n/e","n/e","1621","248","0","n/e","n/e","n/e","","84","38","n/e","n/e","5795","530","n/e","0","265","650","837"
"Belgium (BE)","08.01.2016 00:00 - 08.01.2016 01:00 (CET)","185","n/e","n/e","1544","168","0","n/e","n/e","n/e","","316","38","n/e","n/e","5814","487","n/e","0","264","652","825"
"Belgium (BE)","08.01.2016 01:00 - 08.01.2016 02:00 (CET)","213","n/e","n/e","1603","151","0","n/e","n/e","n/e","","549","38","n/e","n/e","5834","491","n/e","0","260","652","768"
"Belgium (BE)","08.01.2016 02:00 - 08.01.2016 03:00 (CET)","215","n/e","n/e","1603","149","0","n/e","n/e","n/e","","662","39","n/e","n/e","5857","491","n/e","0","265","650","664"
"Belgium (BE)","08.01.2016 03:00 - 08.01.2016 04:00 (CET)","225","n/e","n/e","1595","151","0","n/e","n/e","n/e","","683","39","n/e","n/e","5880","495","n/e","0","270","650","547"
"Belgium (BE)","08.01.2016 04:00 - 08.01.2016 05:00 (CET)","270","n/e","n/e","1609","159","0","n/e","n/e","n/e","","917","40","n/e","n/e","5897","517","n/e","0","267","649","514"
"Belgium (BE)","08.01.2016 05:00 - 08.01.2016 06:00 (CET)","333","n/e","n/e","1678","191","0","n/e","n/e","n/e","","571","40","n/e","n/e","5913","513","n/e","0","267","636","464"
"Belgium (BE)","08.01.2016 06:00 - 08.01.2016 07:00 (CET)","354","n/e","n/e","1925","287","0","n/e","n/e","n/e","36","15","39","n/e","n/e","5914","533","n/e","0","257","585","480"
"Belgium (BE)","08.01.2016 07:00 - 08.01.2016 08:00 (CET)","353","n/e","n/e","2227","382","0","n/e","n/e","n/e","355","","39","n/e","n/e","5915","651","n/e","0","263","382","391"
"Belgium (BE)","08.01.2016 08:00 - 08.01.2016 09:00 (CET)","351","n/e","n/e","2436","455","0","n/e","n/e","n/e","451","","40","n/e","n/e","5912","708","n/e","1","259","277","345"
"Belgium (BE)","08.01.2016 09:00 - 08.01.2016 10:00 (CET)","352","n/e","n/e","2394","458","0","n/e","n/e","n/e","881","","40","n/e","n/e","5911","719","n/e","127","257","235","339"
"Belgium (BE)","08.01.2016 10:00 - 08.01.2016 11:00 (CET)","354","n/e","n/e","2270","452","0","n/e","n/e","n/e","644","","40","n/e","n/e","5912","717","n/e","451","259","329","306"
"Belgium (BE)","08.01.2016 11:00 - 08.01.2016 12:00 (CET)","356","n/e","n/e","2132","439","0","n/e","n/e","n/e","28","","40","n/e","n/e","5910","699","n/e","810","261","295","208"
"Belgium (BE)","08.01.2016 12:00 - 08.01.2016 13:00 (CET)","353","n/e","n/e","1855","439","0","n/e","n/e","n/e","","89","40","n/e","n/e","5915","677","n/e","1011","264","362","139"
"Belgium (BE)","08.01.2016 13:00 - 08.01.2016 14:00 (CET)","350","n/e","n/e","1706","421","0","n/e","n/e","n/e","","14","40","n/e","n/e","5931","672","n/e","957","266","459","135"
"Belgium (BE)","08.01.2016 14:00 - 08.01.2016 15:00 (CET)","350","n/e","n/e","1697","381","0","n/e","n/e","n/e","","253","39","n/e","n/e","5955","671","n/e","685","265","440","156"
"Belgium (BE)","08.01.2016 15:00 - 08.01.2016 16:00 (CET)","358","n/e","n/e","1954","375","0","n/e","n/e","n/e","","79","39","n/e","n/e","5963","664","n/e","302","265","364","144"
"Belgium (BE)","08.01.2016 16:00 - 08.01.2016 17:00 (CET)","352","n/e","n/e","2332","439","0","n/e","n/e","n/e","75","","39","n/e","n/e","5947","671","n/e","40","268","313","153"
"Belgium (BE)","08.01.2016 17:00 - 08.01.2016 18:00 (CET)","351","n/e","n/e","2762","438","0","n/e","n/e","n/e","795","","39","n/e","n/e","5952","668","n/e","0","264","351","261"
"Belgium (BE)","08.01.2016 18:00 - 08.01.2016 19:00 (CET)","350","n/e","n/e","2761","437","0","n/e","n/e","n/e","574","","40","n/e","n/e","5955","661","n/e","0","269","496","414"
"Belgium (BE)","08.01.2016 19:00 - 08.01.2016 20:00 (CET)","351","n/e","n/e","2627","436","0","n/e","n/e","n/e","297","","40","n/e","n/e","5951","638","n/e","0","268","544","435"
"Belgium (BE)","08.01.2016 20:00 - 08.01.2016 21:00 (CET)","353","n/e","n/e","2327","425","0","n/e","n/e","n/e","83","11","39","n/e","n/e","5953","605","n/e","0","266","495","380"
"Belgium (BE)","08.01.2016 21:00 - 08.01.2016 22:00 (CET)","354","n/e","n/e","2184","427","0","n/e","n/e","n/e","","4","38","n/e","n/e","5954","573","n/e","0","267","395","351"
"Belgium (BE)","08.01.2016 22:00 - 08.01.2016 23:00 (CET)","355","n/e","n/e","2064","435","0","n/e","n/e","n/e","","1","38","n/e","n/e","5952","581","n/e","0","270","402","337"
"Belgium (BE)","08.01.2016 23:00 - 09.01.2016 00:00 (CET)","354","n/e","n/e","2101","322","0","n/e","n/e","n/e","","1","37","n/e","n/e","5946","580","n/e","0","271","384","304"
"Belgium (BE)","09.01.2016 00:00 - 09.01.2016 01:00 (CET)","348","n/e","n/e","1512","192","0","n/e","n/e","n/e","","82","39","n/e","n/e","5917","540","n/e","0","266","371","279"
"Belgium (BE)","09.01.2016 01:00 - 09.01.2016 02:00 (CET)","285","n/e","n/e","1559","133","0","n/e","n/e","n/e","","269","40","n/e","n/e","5891","547","n/e","0","263","387","288"
"Belgium (BE)","09.01.2016 02:00 - 09.01.2016 03:00 (CET)","270","n/e","n/e","1575","69","0","n/e","n/e","n/e","","381","40","n/e","n/e","5906","547","n/e","0","264","346","269"
"Belgium (BE)","09.01.2016 03:00 - 09.01.2016 04:00 (CET)","273","n/e","n/e","1569","2","0","n/e","n/e","n/e","","526","39","n/e","n/e","5912","554","n/e","0","265","361","264"
"Belgium (BE)","09.01.2016 04:00 - 09.01.2016 05:00 (CET)","272","n/e","n/e","1584","0","0","n/e","n/e","n/e","","689","38","n/e","n/e","5922","553","n/e","0","266","450","243"
"Belgium (BE)","09.01.2016 05:00 - 09.01.2016 06:00 (CET)","269","n/e","n/e","1545","0","0","n/e","n/e","n/e","","685","38","n/e","n/e","5927","546","n/e","0","264","488","221"
"Belgium (BE)","09.01.2016 06:00 - 09.01.2016 07:00 (CET)","297","n/e","n/e","1599","0","0","n/e","n/e","n/e","","540","38","n/e","n/e","5933","549","n/e","0","261","451","245"
"Belgium (BE)","09.01.2016 07:00 - 09.01.2016 08:00 (CET)","351","n/e","n/e","1548","0","0","n/e","n/e","n/e","","331","38","n/e","n/e","5947","601","n/e","0","259","516","254"
"Belgium (BE)","09.01.2016 08:00 - 09.01.2016 09:00 (CET)","352","n/e","n/e","1617","0","0","n/e","n/e","n/e","38","17","38","n/e","n/e","5948","638","n/e","0","257","425","344"
"Belgium (BE)","09.01.2016 09:00 - 09.01.2016 10:00 (CET)","354","n/e","n/e","1595","0","0","n/e","n/e","n/e","226","","39","n/e","n/e","5954","692","n/e","69","258","475","424"
"Belgium (BE)","09.01.2016 10:00 - 09.01.2016 11:00 (CET)","353","n/e","n/e","1599","0","0","n/e","n/e","n/e","236","","39","n/e","n/e","5954","687","n/e","218","261","571","484"
"Belgium (BE)","09.01.2016 11:00 - 09.01.2016 12:00 (CET)","351","n/e","n/e","1521","0","0","n/e","n/e","n/e","238","","38","n/e","n/e","5954","676","n/e","377","265","583","519"
"Belgium (BE)","09.01.2016 12:00 - 09.01.2016 13:00 (CET)","353","n/e","n/e","1566","0","0","n/e","n/e","n/e","194","","38","n/e","n/e","5955","669","n/e","434","267","575","461"
"Belgium (BE)","09.01.2016 13:00 - 09.01.2016 14:00 (CET)","354","n/e","n/e","1634","0","0","n/e","n/e","n/e","135","","38","n/e","n/e","5954","664","n/e","337","267","554","400"
"Belgium (BE)","09.01.2016 14:00 - 09.01.2016 15:00 (CET)","357","n/e","n/e","1637","0","0","n/e","n/e","n/e","40","0","38","n/e","n/e","5953","659","n/e","195","265","557","428"
"Belgium (BE)","09.01.2016 15:00 - 09.01.2016 16:00 (CET)","353","n/e","n/e","1597","0","0","n/e","n/e","n/e","","1","38","n/e","n/e","5945","661","n/e","85","261","571","421"
"Belgium (BE)","09.01.2016 16:00 - 09.01.2016 17:00 (CET)","351","n/e","n/e","1544","0","0","n/e","n/e","n/e","1","0","37","n/e","n/e","5947","664","n/e","16","263","630","430"
"Belgium (BE)","09.01.2016 17:00 - 09.01.2016 18:00 (CET)","355","n/e","n/e","1647","0","0","n/e","n/e","n/e","482","","37","n/e","n/e","5945","655","n/e","0","262","644","500"
"Belgium (BE)","09.01.2016 18:00 - 09.01.2016 19:00 (CET)","352","n/e","n/e","1682","0","0","n/e","n/e","n/e","548","","37","n/e","n/e","5946","636","n/e","0","257","652","603"
"Belgium (BE)","09.01.2016 19:00 - 09.01.2016 20:00 (CET)","353","n/e","n/e","1599","0","0","n/e","n/e","n/e","364","","38","n/e","n/e","5944","631","n/e","0","255","653","682"
"Belgium (BE)","09.01.2016 20:00 - 09.01.2016 21:00 (CET)","328","n/e","n/e","1529","0","0","n/e","n/e","n/e","137","","38","n/e","n/e","5942","590","n/e","0","266","653","725"
"Belgium (BE)","09.01.2016 21:00 - 09.01.2016 22:00 (CET)","271","n/e","n/e","1489","0","0","n/e","n/e","n/e","","1","38","n/e","n/e","5944","567","n/e","0","264","652","786"
"Belgium (BE)","09.01.2016 22:00 - 09.01.2016 23:00 (CET)","223","n/e","n/e","1488","0","0","n/e","n/e","n/e","","1","38","n/e","n/e","5944","563","n/e","0","267","653","848"
"Belgium (BE)","09.01.2016 23:00 - 10.01.2016 00:00 (CET)","217","n/e","n/e","1524","0","0","n/e","n/e","n/e","","1","38","n/e","n/e","5947","572","n/e","0","263","654","854"
"Belgium (BE)","10.01.2016 00:00 - 10.01.2016 01:00 (CET)","219","n/e","n/e","1466","0","0","n/e","n/e","n/e","","25","38","n/e","n/e","5947","525","n/e","0","268","654","787"
"Belgium (BE)","10.01.2016 01:00 - 10.01.2016 02:00 (CET)","224","n/e","n/e","1455","0","0","n/e","n/e","n/e","","204","38","n/e","n/e","5947","520","n/e","0","259","654","819"
"Belgium (BE)","10.01.2016 02:00 - 10.01.2016 03:00 (CET)","227","n/e","n/e","1427","0","0","n/e","n/e","n/e","","305","38","n/e","n/e","5948","520","n/e","0","255","654","795"
"Belgium (BE)","10.01.2016 03:00 - 10.01.2016 04:00 (CET)","228","n/e","n/e","1530","0","0","n/e","n/e","n/e","","984","38","n/e","n/e","5947","508","n/e","0","253","633","777"
"Belgium (BE)","10.01.2016 04:00 - 10.01.2016 05:00 (CET)","227","n/e","n/e","1550","0","0","n/e","n/e","n/e","","1050","37","n/e","n/e","5946","516","n/e","0","253","615","802"
"Belgium (BE)","10.01.2016 05:00 - 10.01.2016 06:00 (CET)","228","n/e","n/e","1556","0","0","n/e","n/e","n/e","","1041","38","n/e","n/e","5947","518","n/e","0","255","627","709"
"Belgium (BE)","10.01.2016 06:00 - 10.01.2016 07:00 (CET)","262","n/e","n/e","1579","0","0","n/e","n/e","n/e","","915","38","n/e","n/e","5948","544","n/e","0","258","530","657"
"Belgium (BE)","10.01.2016 07:00 - 10.01.2016 08:00 (CET)","326","n/e","n/e","1462","0","0","n/e","n/e","n/e","","139","39","n/e","n/e","5948","582","n/e","0","254","610","688"
"Belgium (BE)","10.01.2016 08:00 - 10.01.2016 09:00 (CET)","348","n/e","n/e","1516","0","0","n/e","n/e","n/e","","146","39","n/e","n/e","5948","572","n/e","1","249","634","725"
"Belgium (BE)","10.01.2016 09:00 - 10.01.2016 10:00 (CET)","348","n/e","n/e","1603","0","0","n/e","n/e","n/e","","30","38","n/e","n/e","5949","612","n/e","163","252","533","640"
"Belgium (BE)","10.01.2016 10:00 - 10.01.2016 11:00 (CET)","350","n/e","n/e","1526","0","0","n/e","n/e","n/e","6","1","39","n/e","n/e","5950","630","n/e","462","259","504","574"
"Belgium (BE)","10.01.2016 11:00 - 10.01.2016 12:00 (CET)","353","n/e","n/e","1547","0","0","n/e","n/e","n/e","25","0","39","n/e","n/e","5946","622","n/e","726","254","487","679"
"Belgium (BE)","10.01.2016 12:00 - 10.01.2016 13:00 (CET)","351","n/e","n/e","1524","0","0","n/e","n/e","n/e","","1","39","n/e","n/e","5946","625","n/e","845","244","582","595"
"Belgium (BE)","10.01.2016 13:00 - 10.01.2016 14:00 (CET)","351","n/e","n/e","1564","0","0","n/e","n/e","n/e","","1","38","n/e","n/e","5945","620","n/e","685","239","558","551"
"Belgium (BE)","10.01.2016 14:00 - 10.01.2016 15:00 (CET)","351","n/e","n/e","1751","0","0","n/e","n/e","n/e","97","0","38","n/e","n/e","5947","642","n/e","214","239","536","449"
"Belgium (BE)","10.01.2016 15:00 - 10.01.2016 16:00 (CET)","352","n/e","n/e","1790","0","0","n/e","n/e","n/e","129","","38","n/e","n/e","5946","672","n/e","103","237","418","350"
"Belgium (BE)","10.01.2016 16:00 - 10.01.2016 17:00 (CET)","354","n/e","n/e","1709","0","0","n/e","n/e","n/e","111","","39","n/e","n/e","5948","683","n/e","20","234","502","394"
"Belgium (BE)","10.01.2016 17:00 - 10.01.2016 18:00 (CET)","354","n/e","n/e","1777","0","0","n/e","n/e","n/e","531","","38","n/e","n/e","5948","664","n/e","0","229","496","391"
"Belgium (BE)","10.01.2016 18:00 - 10.01.2016 19:00 (CET)","353","n/e","n/e","1808","0","0","n/e","n/e","n/e","780","","38","n/e","n/e","5946","626","n/e","0","228","500","398"
"Belgium (BE)","10.01.2016 19:00 - 10.01.2016 20:00 (CET)","352","n/e","n/e","1814","0","0","n/e","n/e","n/e","746","","38","n/e","n/e","5945","608","n/e","0","234","533","452"
"Belgium (BE)","10.01.2016 20:00 - 10.01.2016 21:00 (CET)","352","n/e","n/e","1817","0","0","n/e","n/e","n/e","719","","38","n/e","n/e","5947","597","n/e","0","238","532","448"
"Belgium (BE)","10.01.2016 21:00 - 10.01.2016 22:00 (CET)","350","n/e","n/e","1657","0","0","n/e","n/e","n/e","295","","38","n/e","n/e","5947","545","n/e","0","232","437","433"
"Belgium (BE)","10.01.2016 22:00 - 10.01.2016 23:00 (CET)","352","n/e","n/e","1681","0","0","n/e","n/e","n/e","184","","38","n/e","n/e","5946","558","n/e","0","233","546","402"
"Belgium (BE)","10.01.2016 23:00 - 11.01.2016 00:00 (CET)","353","n/e","n/e","1635","0","0","n/e","n/e","n/e","5","15","38","n/e","n/e","5945","588","n/e","0","228","494","366"
"Belgium (BE)","11.01.2016 00:00 - 11.01.2016 01:00 (CET)","303","n/e","n/e","1529","0","0","n/e","n/e","n/e","","316","38","n/e","n/e","5947","545","n/e","0","229","490","351"
"Belgium (BE)","11.01.2016 01:00 - 11.01.2016 02:00 (CET)","260","n/e","n/e","1497","4","0","n/e","n/e","n/e","","531","38","n/e","n/e","5948","523","n/e","0","230","451","447"
"Belgium (BE)","11.01.2016 02:00 - 11.01.2016 03:00 (CET)","225","n/e","n/e","1536","8","0","n/e","n/e","n/e","","917","38","n/e","n/e","5950","504","n/e","0","226","499","459"
"Belgium (BE)","11.01.2016 03:00 - 11.01.2016 04:00 (CET)","220","n/e","n/e","1666","37","0","n/e","n/e","n/e","","1044","38","n/e","n/e","5951","516","n/e","0","234","422","387"
"Belgium (BE)","11.01.2016 04:00 - 11.01.2016 05:00 (CET)","224","n/e","n/e","1626","69","0","n/e","n/e","n/e","","1037","38","n/e","n/e","5952","536","n/e","0","233","524","305"
"Belgium (BE)","11.01.2016 05:00 - 11.01.2016 06:00 (CET)","221","n/e","n/e","1808","89","0","n/e","n/e","n/e","","873","38","n/e","n/e","5950","546","n/e","0","235","524","295"
"Belgium (BE)","11.01.2016 06:00 - 11.01.2016 07:00 (CET)","249","n/e","n/e","2183","91","0","n/e","n/e","n/e","","154","38","n/e","n/e","5954","572","n/e","0","235","577","330"
"Belgium (BE)","11.01.2016 07:00 - 11.01.2016 08:00 (CET)","346","n/e","n/e","2862","126","0","n/e","n/e","n/e","313","","37","n/e","n/e","5954","673","n/e","0","240","624","381"
