"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","23.05.2015 06:00 - 23.05.2015 07:00 (CET)","198","n/e","n/e","1669","0","0","n/e","n/e","n/e","","332","19","n/e","n/e","3464","390","n/e","40","214","7","33"
"Belgium (BE)","23.05.2015 07:00 - 23.05.2015 08:00 (CET)","211","n/e","n/e","1770","0","0","n/e","n/e","n/e","","111","19","n/e","n/e","3464","497","n/e","169","206","40","29"
"Belgium (BE)","23.05.2015 08:00 - 23.05.2015 09:00 (CET)","268","n/e","n/e","1739","0","0","n/e","n/e","n/e","","0","18","n/e","n/e","3463","647","n/e","334","213","83","14"
"Belgium (BE)","23.05.2015 09:00 - 23.05.2015 10:00 (CET)","272","n/e","n/e","1745","0","0","n/e","n/e","n/e","31","0","18","n/e","n/e","3462","703","n/e","564","217","186","7"
"Belgium (BE)","23.05.2015 10:00 - 23.05.2015 11:00 (CET)","246","n/e","n/e","1535","0","0","n/e","n/e","n/e","143","","18","n/e","n/e","3459","691","n/e","835","216","292","13"
"Belgium (BE)","23.05.2015 11:00 - 23.05.2015 12:00 (CET)","198","n/e","n/e","1505","0","0","n/e","n/e","n/e","","127","17","n/e","n/e","3459","619","n/e","1084","217","329","28"
"Belgium (BE)","23.05.2015 12:00 - 23.05.2015 13:00 (CET)","195","n/e","n/e","1629","0","0","n/e","n/e","n/e","","235","17","n/e","n/e","3458","581","n/e","1059","216","364","36"
"Belgium (BE)","23.05.2015 13:00 - 23.05.2015 14:00 (CET)","196","n/e","n/e","1686","0","0","n/e","n/e","n/e","54","84","16","n/e","n/e","3458","594","n/e","839","215","338","58"
"Belgium (BE)","23.05.2015 14:00 - 23.05.2015 15:00 (CET)","190","n/e","n/e","1627","0","0","n/e","n/e","n/e","90","","15","n/e","n/e","3457","655","n/e","725","214","321","96"
"Belgium (BE)","23.05.2015 15:00 - 23.05.2015 16:00 (CET)","224","n/e","n/e","1657","0","0","n/e","n/e","n/e","80","","14","n/e","n/e","3453","631","n/e","676","215","283","157"
"Belgium (BE)","23.05.2015 16:00 - 23.05.2015 17:00 (CET)","271","n/e","n/e","1716","0","0","n/e","n/e","n/e","17","1","15","n/e","n/e","3453","628","n/e","665","227","278","199"
"Belgium (BE)","23.05.2015 17:00 - 23.05.2015 18:00 (CET)","270","n/e","n/e","1550","0","0","n/e","n/e","n/e","93","","14","n/e","n/e","3455","622","n/e","686","232","272","232"
"Belgium (BE)","23.05.2015 18:00 - 23.05.2015 19:00 (CET)","273","n/e","n/e","1568","0","0","n/e","n/e","n/e","80","","12","n/e","n/e","3454","583","n/e","534","234","233","230"
"Belgium (BE)","23.05.2015 19:00 - 23.05.2015 20:00 (CET)","271","n/e","n/e","1647","0","0","n/e","n/e","n/e","17","0","11","n/e","n/e","3452","562","n/e","324","233","224","181"
"Belgium (BE)","23.05.2015 20:00 - 23.05.2015 21:00 (CET)","272","n/e","n/e","1671","0","0","n/e","n/e","n/e","","0","10","n/e","n/e","3451","513","n/e","127","225","180","137"
"Belgium (BE)","23.05.2015 21:00 - 23.05.2015 22:00 (CET)","269","n/e","n/e","1613","0","0","n/e","n/e","n/e","179","","10","n/e","n/e","3453","509","n/e","14","233","142","100"
"Belgium (BE)","23.05.2015 22:00 - 23.05.2015 23:00 (CET)","270","n/e","n/e","1716","0","0","n/e","n/e","n/e","267","","14","n/e","n/e","3452","502","n/e","0","234","111","95"
"Belgium (BE)","23.05.2015 23:00 - 24.05.2015 00:00 (CET)","272","n/e","n/e","1640","0","0","n/e","n/e","n/e","116","0","16","n/e","n/e","3447","547","n/e","0","234","89","87"
"Belgium (BE)","24.05.2015 00:00 - 24.05.2015 01:00 (CET)","272","n/e","n/e","1615","0","0","n/e","n/e","n/e","57","0","15","n/e","n/e","3447","438","n/e","0","235","71","75"
"Belgium (BE)","24.05.2015 01:00 - 24.05.2015 02:00 (CET)","271","n/e","n/e","1704","0","0","n/e","n/e","n/e","50","0","16","n/e","n/e","3449","405","n/e","0","229","38","59"
"Belgium (BE)","24.05.2015 02:00 - 24.05.2015 03:00 (CET)","210","n/e","n/e","1678","0","0","n/e","n/e","n/e","","2","16","n/e","n/e","3451","405","n/e","0","234","26","42"
"Belgium (BE)","24.05.2015 03:00 - 24.05.2015 04:00 (CET)","203","n/e","n/e","1703","0","0","n/e","n/e","n/e","","90","16","n/e","n/e","3453","380","n/e","0","236","5","30"
"Belgium (BE)","24.05.2015 04:00 - 24.05.2015 05:00 (CET)","204","n/e","n/e","1657","0","0","n/e","n/e","n/e","","148","16","n/e","n/e","3457","395","n/e","0","235","","22"
"Belgium (BE)","24.05.2015 05:00 - 24.05.2015 06:00 (CET)","205","n/e","n/e","1604","0","0","n/e","n/e","n/e","","147","14","n/e","n/e","3458","357","n/e","0","235","","15"
"Belgium (BE)","24.05.2015 06:00 - 24.05.2015 07:00 (CET)","203","n/e","n/e","1623","0","0","n/e","n/e","n/e","","147","15","n/e","n/e","3461","372","n/e","76","234","","12"
"Belgium (BE)","24.05.2015 07:00 - 24.05.2015 08:00 (CET)","200","n/e","n/e","1670","0","0","n/e","n/e","n/e","","103","15","n/e","n/e","3464","463","n/e","367","231","","5"
"Belgium (BE)","24.05.2015 08:00 - 24.05.2015 09:00 (CET)","203","n/e","n/e","1700","0","0","n/e","n/e","n/e","6","6","15","n/e","n/e","3464","572","n/e","803","232","","1"
"Belgium (BE)","24.05.2015 09:00 - 24.05.2015 10:00 (CET)","203","n/e","n/e","1588","0","0","n/e","n/e","n/e","95","","14","n/e","n/e","3463","651","n/e","1306","233","","1"
"Belgium (BE)","24.05.2015 10:00 - 24.05.2015 11:00 (CET)","202","n/e","n/e","1618","0","0","n/e","n/e","n/e","104","","16","n/e","n/e","3459","619","n/e","1674","234","","1"
"Belgium (BE)","24.05.2015 11:00 - 24.05.2015 12:00 (CET)","203","n/e","n/e","1626","0","0","n/e","n/e","n/e","113","","19","n/e","n/e","3459","612","n/e","1865","234","1","1"
"Belgium (BE)","24.05.2015 12:00 - 24.05.2015 13:00 (CET)","197","n/e","n/e","1621","0","0","n/e","n/e","n/e","79","58","17","n/e","n/e","3457","618","n/e","2073","233","1","1"
"Belgium (BE)","24.05.2015 13:00 - 24.05.2015 14:00 (CET)","197","n/e","n/e","1649","0","0","n/e","n/e","n/e","","102","18","n/e","n/e","3457","571","n/e","2157","234","","2"
"Belgium (BE)","24.05.2015 14:00 - 24.05.2015 15:00 (CET)","196","n/e","n/e","1573","0","0","n/e","n/e","n/e","","297","19","n/e","n/e","3453","561","n/e","2114","231","5","10"
"Belgium (BE)","24.05.2015 15:00 - 24.05.2015 16:00 (CET)","197","n/e","n/e","1545","0","0","n/e","n/e","n/e","","451","20","n/e","n/e","3451","553","n/e","1975","231","7","17"
"Belgium (BE)","24.05.2015 16:00 - 24.05.2015 17:00 (CET)","198","n/e","n/e","1684","0","0","n/e","n/e","n/e","","633","19","n/e","n/e","3451","529","n/e","1713","230","15","15"
"Belgium (BE)","24.05.2015 17:00 - 24.05.2015 18:00 (CET)","197","n/e","n/e","1671","0","0","n/e","n/e","n/e","34","107","17","n/e","n/e","3446","511","n/e","1311","227","43","25"
"Belgium (BE)","24.05.2015 18:00 - 24.05.2015 19:00 (CET)","259","n/e","n/e","1584","0","0","n/e","n/e","n/e","178","","15","n/e","n/e","3446","522","n/e","817","227","120","28"
"Belgium (BE)","24.05.2015 19:00 - 24.05.2015 20:00 (CET)","278","n/e","n/e","1625","0","0","n/e","n/e","n/e","304","","14","n/e","n/e","3447","502","n/e","370","230","124","38"
"Belgium (BE)","24.05.2015 20:00 - 24.05.2015 21:00 (CET)","278","n/e","n/e","1617","0","0","n/e","n/e","n/e","385","","13","n/e","n/e","3449","529","n/e","104","233","58","42"
"Belgium (BE)","24.05.2015 21:00 - 24.05.2015 22:00 (CET)","280","n/e","n/e","1608","0","0","n/e","n/e","n/e","255","","14","n/e","n/e","3452","434","n/e","8","230","98","65"
"Belgium (BE)","24.05.2015 22:00 - 24.05.2015 23:00 (CET)","279","n/e","n/e","1691","0","0","n/e","n/e","n/e","320","","14","n/e","n/e","3452","409","n/e","0","232","119","58"
"Belgium (BE)","24.05.2015 23:00 - 25.05.2015 00:00 (CET)","279","n/e","n/e","1766","0","0","n/e","n/e","n/e","396","","14","n/e","n/e","3453","367","n/e","0","231","58","47"
"Belgium (BE)","25.05.2015 00:00 - 25.05.2015 01:00 (CET)","280","n/e","n/e","1663","0","0","n/e","n/e","n/e","2","77","14","n/e","n/e","3454","351","n/e","0","232","55","36"
"Belgium (BE)","25.05.2015 01:00 - 25.05.2015 02:00 (CET)","276","n/e","n/e","1642","0","0","n/e","n/e","n/e","","172","15","n/e","n/e","3457","394","n/e","0","231","49","32"
"Belgium (BE)","25.05.2015 02:00 - 25.05.2015 03:00 (CET)","224","n/e","n/e","1723","0","0","n/e","n/e","n/e","","352","16","n/e","n/e","3456","366","n/e","0","234","57","27"
"Belgium (BE)","25.05.2015 03:00 - 25.05.2015 04:00 (CET)","206","n/e","n/e","1680","0","0","n/e","n/e","n/e","","631","15","n/e","n/e","3456","410","n/e","0","232","76","18"
"Belgium (BE)","25.05.2015 04:00 - 25.05.2015 05:00 (CET)","207","n/e","n/e","1666","0","0","n/e","n/e","n/e","","676","15","n/e","n/e","3456","376","n/e","0","234","92","22"
"Belgium (BE)","25.05.2015 05:00 - 25.05.2015 06:00 (CET)","207","n/e","n/e","1630","0","0","n/e","n/e","n/e","","346","15","n/e","n/e","3456","351","n/e","0","234","78","28"
"Belgium (BE)","25.05.2015 06:00 - 25.05.2015 07:00 (CET)","206","n/e","n/e","1603","0","0","n/e","n/e","n/e","","344","15","n/e","n/e","3457","374","n/e","23","229","108","33"
"Belgium (BE)","25.05.2015 07:00 - 25.05.2015 08:00 (CET)","206","n/e","n/e","1626","0","0","n/e","n/e","n/e","","121","15","n/e","n/e","3457","460","n/e","136","229","94","27"
"Belgium (BE)","25.05.2015 08:00 - 25.05.2015 09:00 (CET)","202","n/e","n/e","1696","0","0","n/e","n/e","n/e","","170","16","n/e","n/e","3458","496","n/e","334","231","56","24"
"Belgium (BE)","25.05.2015 09:00 - 25.05.2015 10:00 (CET)","203","n/e","n/e","1673","0","0","n/e","n/e","n/e","","143","19","n/e","n/e","3458","622","n/e","608","231","32","27"
"Belgium (BE)","25.05.2015 10:00 - 25.05.2015 11:00 (CET)","203","n/e","n/e","1600","0","0","n/e","n/e","n/e","","101","19","n/e","n/e","3459","651","n/e","987","232","22","38"
"Belgium (BE)","25.05.2015 11:00 - 25.05.2015 12:00 (CET)","201","n/e","n/e","1588","0","0","n/e","n/e","n/e","","176","17","n/e","n/e","3459","611","n/e","1304","235","36","52"
"Belgium (BE)","25.05.2015 12:00 - 25.05.2015 13:00 (CET)","202","n/e","n/e","1627","0","0","n/e","n/e","n/e","","62","17","n/e","n/e","3458","587","n/e","1406","234","141","83"
"Belgium (BE)","25.05.2015 13:00 - 25.05.2015 14:00 (CET)","224","n/e","n/e","1592","0","0","n/e","n/e","n/e","","44","18","n/e","n/e","3455","580","n/e","1371","232","173","151"
"Belgium (BE)","25.05.2015 14:00 - 25.05.2015 15:00 (CET)","277","n/e","n/e","1566","0","0","n/e","n/e","n/e","","2","19","n/e","n/e","3456","593","n/e","1227","232","110","237"
"Belgium (BE)","25.05.2015 15:00 - 25.05.2015 16:00 (CET)","237","n/e","n/e","1575","0","0","n/e","n/e","n/e","","2","19","n/e","n/e","3457","587","n/e","1182","231","79","308"
"Belgium (BE)","25.05.2015 16:00 - 25.05.2015 17:00 (CET)","196","n/e","n/e","1596","0","0","n/e","n/e","n/e","","0","18","n/e","n/e","3458","588","n/e","1070","231","46","299"
"Belgium (BE)","25.05.2015 17:00 - 25.05.2015 18:00 (CET)","200","n/e","n/e","1632","0","0","n/e","n/e","n/e","26","0","17","n/e","n/e","3457","575","n/e","893","230","50","347"
"Belgium (BE)","25.05.2015 18:00 - 25.05.2015 19:00 (CET)","256","n/e","n/e","1639","0","0","n/e","n/e","n/e","28","0","16","n/e","n/e","3458","588","n/e","668","229","18","327"
"Belgium (BE)","25.05.2015 19:00 - 25.05.2015 20:00 (CET)","272","n/e","n/e","1631","0","0","n/e","n/e","n/e","123","","16","n/e","n/e","3460","558","n/e","329","227","7","310"
"Belgium (BE)","25.05.2015 20:00 - 25.05.2015 21:00 (CET)","275","n/e","n/e","1613","0","0","n/e","n/e","n/e","10","0","16","n/e","n/e","3462","465","n/e","117","226","18","315"
"Belgium (BE)","25.05.2015 21:00 - 25.05.2015 22:00 (CET)","262","n/e","n/e","1639","0","0","n/e","n/e","n/e","158","","16","n/e","n/e","3464","461","n/e","9","230","33","262"
"Belgium (BE)","25.05.2015 22:00 - 25.05.2015 23:00 (CET)","208","n/e","n/e","1571","0","0","n/e","n/e","n/e","592","","15","n/e","n/e","3466","486","n/e","0","229","33","207"
"Belgium (BE)","25.05.2015 23:00 - 26.05.2015 00:00 (CET)","205","n/e","n/e","1547","0","0","n/e","n/e","n/e","276","","10","n/e","n/e","3467","497","n/e","0","229","20","165"
"Belgium (BE)","26.05.2015 00:00 - 26.05.2015 01:00 (CET)","203","n/e","n/e","1608","0","0","n/e","n/e","n/e","94","1","8","n/e","n/e","3467","354","n/e","0","228","27","150"
"Belgium (BE)","26.05.2015 01:00 - 26.05.2015 02:00 (CET)","201","n/e","n/e","1629","0","0","n/e","n/e","n/e","","532","10","n/e","n/e","3466","339","n/e","0","231","40","136"
"Belgium (BE)","26.05.2015 02:00 - 26.05.2015 03:00 (CET)","199","n/e","n/e","1698","0","0","n/e","n/e","n/e","","819","12","n/e","n/e","3464","338","n/e","0","228","36","137"
"Belgium (BE)","26.05.2015 03:00 - 26.05.2015 04:00 (CET)","193","n/e","n/e","1687","0","0","n/e","n/e","n/e","","811","12","n/e","n/e","3464","340","n/e","0","226","47","143"
"Belgium (BE)","26.05.2015 04:00 - 26.05.2015 05:00 (CET)","201","n/e","n/e","1623","0","0","n/e","n/e","n/e","","703","12","n/e","n/e","3465","330","n/e","0","226","78","141"
"Belgium (BE)","26.05.2015 05:00 - 26.05.2015 06:00 (CET)","202","n/e","n/e","1720","0","0","n/e","n/e","n/e","","363","12","n/e","n/e","3465","316","n/e","0","226","43","114"
"Belgium (BE)","26.05.2015 06:00 - 26.05.2015 07:00 (CET)","211","n/e","n/e","1784","0","0","n/e","n/e","n/e","66","38","13","n/e","n/e","3466","380","n/e","69","227","10","89"
"Belgium (BE)","26.05.2015 07:00 - 26.05.2015 08:00 (CET)","270","n/e","n/e","2043","0","0","n/e","n/e","n/e","457","","15","n/e","n/e","3460","591","n/e","347","229","4","72"
"Belgium (BE)","26.05.2015 08:00 - 26.05.2015 09:00 (CET)","272","n/e","n/e","2007","0","0","n/e","n/e","n/e","530","","15","n/e","n/e","3450","635","n/e","767","231","","36"
"Belgium (BE)","26.05.2015 09:00 - 26.05.2015 10:00 (CET)","270","n/e","n/e","2018","0","0","n/e","n/e","n/e","493","","17","n/e","n/e","3449","616","n/e","1022","226","","36"
"Belgium (BE)","26.05.2015 10:00 - 26.05.2015 11:00 (CET)","275","n/e","n/e","1847","0","0","n/e","n/e","n/e","501","","17","n/e","n/e","3448","626","n/e","1324","226","","39"
"Belgium (BE)","26.05.2015 11:00 - 26.05.2015 12:00 (CET)","274","n/e","n/e","1845","0","0","n/e","n/e","n/e","91","0","16","n/e","n/e","3445","614","n/e","1579","231","","39"
"Belgium (BE)","26.05.2015 12:00 - 26.05.2015 13:00 (CET)","273","n/e","n/e","1855","0","0","n/e","n/e","n/e","222","","13","n/e","n/e","3440","606","n/e","1464","233","","55"
"Belgium (BE)","26.05.2015 13:00 - 26.05.2015 14:00 (CET)","272","n/e","n/e","1975","0","0","n/e","n/e","n/e","312","","11","n/e","n/e","3440","625","n/e","1311","242","","80"
"Belgium (BE)","26.05.2015 14:00 - 26.05.2015 15:00 (CET)","275","n/e","n/e","1867","0","0","n/e","n/e","n/e","11","0","8","n/e","n/e","3436","642","n/e","1351","247","2","96"
"Belgium (BE)","26.05.2015 15:00 - 26.05.2015 16:00 (CET)","271","n/e","n/e","1757","0","0","n/e","n/e","n/e","","0","5","n/e","n/e","3433","617","n/e","1413","242","","114"
"Belgium (BE)","26.05.2015 16:00 - 26.05.2015 17:00 (CET)","276","n/e","n/e","1764","0","0","n/e","n/e","n/e","","0","3","n/e","n/e","3437","619","n/e","1320","239","","122"
"Belgium (BE)","26.05.2015 17:00 - 26.05.2015 18:00 (CET)","280","n/e","n/e","1847","0","0","n/e","n/e","n/e","","61","8","n/e","n/e","3440","594","n/e","1112","242","","104"
"Belgium (BE)","26.05.2015 18:00 - 26.05.2015 19:00 (CET)","277","n/e","n/e","1873","0","0","n/e","n/e","n/e","6","0","12","n/e","n/e","3436","630","n/e","751","247","","109"
"Belgium (BE)","26.05.2015 19:00 - 26.05.2015 20:00 (CET)","274","n/e","n/e","1900","0","0","n/e","n/e","n/e","36","0","15","n/e","n/e","3441","593","n/e","415","254","","101"
"Belgium (BE)","26.05.2015 20:00 - 26.05.2015 21:00 (CET)","274","n/e","n/e","1934","0","0","n/e","n/e","n/e","68","","19","n/e","n/e","3445","533","n/e","129","251","","85"
"Belgium (BE)","26.05.2015 21:00 - 26.05.2015 22:00 (CET)","274","n/e","n/e","1854","0","0","n/e","n/e","n/e","74","","15","n/e","n/e","3447","494","n/e","11","238","","75"
"Belgium (BE)","26.05.2015 22:00 - 26.05.2015 23:00 (CET)","274","n/e","n/e","1966","0","0","n/e","n/e","n/e","","30","9","n/e","n/e","3449","446","n/e","0","234","","86"
"Belgium (BE)","26.05.2015 23:00 - 27.05.2015 00:00 (CET)","274","n/e","n/e","1930","0","0","n/e","n/e","n/e","","28","10","n/e","n/e","3452","491","n/e","0","234","","86"
"Belgium (BE)","27.05.2015 00:00 - 27.05.2015 01:00 (CET)","274","n/e","n/e","1823","0","0","n/e","n/e","n/e","","150","11","n/e","n/e","3452","398","n/e","0","235","","60"
"Belgium (BE)","27.05.2015 01:00 - 27.05.2015 02:00 (CET)","276","n/e","n/e","1809","0","0","n/e","n/e","n/e","","325","12","n/e","n/e","3451","399","n/e","0","233","1","41"
"Belgium (BE)","27.05.2015 02:00 - 27.05.2015 03:00 (CET)","275","n/e","n/e","1804","0","0","n/e","n/e","n/e","","425","12","n/e","n/e","3455","374","n/e","0","231","10","25"
"Belgium (BE)","27.05.2015 03:00 - 27.05.2015 04:00 (CET)","274","n/e","n/e","1940","0","0","n/e","n/e","n/e","","485","11","n/e","n/e","3456","405","n/e","0","232","25","14"
"Belgium (BE)","27.05.2015 04:00 - 27.05.2015 05:00 (CET)","274","n/e","n/e","1885","0","0","n/e","n/e","n/e","","354","11","n/e","n/e","3455","425","n/e","0","235","41","12"
"Belgium (BE)","27.05.2015 05:00 - 27.05.2015 06:00 (CET)","275","n/e","n/e","1762","0","0","n/e","n/e","n/e","","138","11","n/e","n/e","3456","424","n/e","2","233","21","13"
"Belgium (BE)","27.05.2015 06:00 - 27.05.2015 07:00 (CET)","275","n/e","n/e","1881","0","0","n/e","n/e","n/e","64","0","13","n/e","n/e","3457","451","n/e","100","232","16","19"
"Belgium (BE)","27.05.2015 07:00 - 27.05.2015 08:00 (CET)","268","n/e","n/e","2089","0","0","n/e","n/e","n/e","404","","16","n/e","n/e","3456","625","n/e","391","237","20","24"
"Belgium (BE)","27.05.2015 08:00 - 27.05.2015 09:00 (CET)","270","n/e","n/e","2056","0","0","n/e","n/e","n/e","351","","20","n/e","n/e","3453","674","n/e","844","254","3","23"
"Belgium (BE)","27.05.2015 09:00 - 27.05.2015 10:00 (CET)","269","n/e","n/e","1991","0","0","n/e","n/e","n/e","333","","23","n/e","n/e","3452","639","n/e","1283","241","4","20"
"Belgium (BE)","27.05.2015 10:00 - 27.05.2015 11:00 (CET)","275","n/e","n/e","2064","0","0","n/e","n/e","n/e","220","","21","n/e","n/e","3452","607","n/e","1485","236","1","17"
"Belgium (BE)","27.05.2015 11:00 - 27.05.2015 12:00 (CET)","273","n/e","n/e","2048","0","0","n/e","n/e","n/e","60","0","19","n/e","n/e","3450","592","n/e","1715","236","14","15"
"Belgium (BE)","27.05.2015 12:00 - 27.05.2015 13:00 (CET)","272","n/e","n/e","2044","0","0","n/e","n/e","n/e","","120","17","n/e","n/e","3449","597","n/e","1732","234","25","23"
"Belgium (BE)","27.05.2015 13:00 - 27.05.2015 14:00 (CET)","273","n/e","n/e","2119","0","0","n/e","n/e","n/e","","51","13","n/e","n/e","3446","576","n/e","1691","232","33","33"
"Belgium (BE)","27.05.2015 14:00 - 27.05.2015 15:00 (CET)","275","n/e","n/e","2078","0","0","n/e","n/e","n/e","","0","10","n/e","n/e","3443","607","n/e","1695","232","30","50"
"Belgium (BE)","27.05.2015 15:00 - 27.05.2015 16:00 (CET)","281","n/e","n/e","1732","0","0","n/e","n/e","n/e","","0","9","n/e","n/e","3441","601","n/e","1629","233","12","62"
"Belgium (BE)","27.05.2015 16:00 - 27.05.2015 17:00 (CET)","279","n/e","n/e","1741","0","0","n/e","n/e","n/e","","0","8","n/e","n/e","3441","604","n/e","1519","234","17","80"
"Belgium (BE)","27.05.2015 17:00 - 27.05.2015 18:00 (CET)","277","n/e","n/e","1829","0","0","n/e","n/e","n/e","","91","7","n/e","n/e","3439","570","n/e","1210","237","12","95"
"Belgium (BE)","27.05.2015 18:00 - 27.05.2015 19:00 (CET)","276","n/e","n/e","1953","0","0","n/e","n/e","n/e","230","","6","n/e","n/e","3438","581","n/e","815","240","22","97"
"Belgium (BE)","27.05.2015 19:00 - 27.05.2015 20:00 (CET)","276","n/e","n/e","1905","0","0","n/e","n/e","n/e","233","","6","n/e","n/e","3438","615","n/e","399","240","103","113"
"Belgium (BE)","27.05.2015 20:00 - 27.05.2015 21:00 (CET)","278","n/e","n/e","1752","0","0","n/e","n/e","n/e","140","","5","n/e","n/e","3438","545","n/e","126","226","447","111"
"Belgium (BE)","27.05.2015 21:00 - 27.05.2015 22:00 (CET)","280","n/e","n/e","1802","0","0","n/e","n/e","n/e","","7","5","n/e","n/e","3436","446","n/e","9","218","551","99"
"Belgium (BE)","27.05.2015 22:00 - 27.05.2015 23:00 (CET)","279","n/e","n/e","1900","0","0","n/e","n/e","n/e","41","0","9","n/e","n/e","3437","432","n/e","0","220","607","122"
"Belgium (BE)","27.05.2015 23:00 - 28.05.2015 00:00 (CET)","277","n/e","n/e","1795","0","0","n/e","n/e","n/e","59","19","10","n/e","n/e","3440","467","n/e","0","220","624","166"
"Belgium (BE)","28.05.2015 00:00 - 28.05.2015 01:00 (CET)","276","n/e","n/e","1644","0","0","n/e","n/e","n/e","","112","11","n/e","n/e","3442","354","n/e","0","219","625","225"
"Belgium (BE)","28.05.2015 01:00 - 28.05.2015 02:00 (CET)","278","n/e","n/e","1608","0","0","n/e","n/e","n/e","","633","14","n/e","n/e","3446","326","n/e","0","221","632","267"
"Belgium (BE)","28.05.2015 02:00 - 28.05.2015 03:00 (CET)","277","n/e","n/e","1628","0","0","n/e","n/e","n/e","","677","18","n/e","n/e","3447","319","n/e","0","221","620","338"
"Belgium (BE)","28.05.2015 03:00 - 28.05.2015 04:00 (CET)","275","n/e","n/e","1667","0","0","n/e","n/e","n/e","","822","19","n/e","n/e","3445","332","n/e","0","220","598","391"
"Belgium (BE)","28.05.2015 04:00 - 28.05.2015 05:00 (CET)","277","n/e","n/e","1624","0","0","n/e","n/e","n/e","","764","18","n/e","n/e","3445","326","n/e","0","223","561","399"
"Belgium (BE)","28.05.2015 05:00 - 28.05.2015 06:00 (CET)","277","n/e","n/e","1668","0","0","n/e","n/e","n/e","","664","17","n/e","n/e","3446","318","n/e","0","223","423","356"
"Belgium (BE)","28.05.2015 06:00 - 28.05.2015 07:00 (CET)","277","n/e","n/e","1719","0","0","n/e","n/e","n/e","25","117","14","n/e","n/e","3446","428","n/e","56","220","321","348"
"Belgium (BE)","28.05.2015 07:00 - 28.05.2015 08:00 (CET)","275","n/e","n/e","1843","0","0","n/e","n/e","n/e","203","","14","n/e","n/e","3446","579","n/e","219","225","393","276"
"Belgium (BE)","28.05.2015 08:00 - 28.05.2015 09:00 (CET)","277","n/e","n/e","1937","0","0","n/e","n/e","n/e","182","","14","n/e","n/e","3444","617","n/e","437","236","375","242"
"Belgium (BE)","28.05.2015 09:00 - 28.05.2015 10:00 (CET)","276","n/e","n/e","1920","0","0","n/e","n/e","n/e","404","","16","n/e","n/e","3442","658","n/e","595","241","306","245"
"Belgium (BE)","28.05.2015 10:00 - 28.05.2015 11:00 (CET)","274","n/e","n/e","1883","0","0","n/e","n/e","n/e","340","","16","n/e","n/e","3441","660","n/e","700","243","387","323"
"Belgium (BE)","28.05.2015 11:00 - 28.05.2015 12:00 (CET)","276","n/e","n/e","1974","0","0","n/e","n/e","n/e","296","","14","n/e","n/e","3442","660","n/e","880","246","352","401"
"Belgium (BE)","28.05.2015 12:00 - 28.05.2015 13:00 (CET)","276","n/e","n/e","1721","0","0","n/e","n/e","n/e","24","8","11","n/e","n/e","3442","633","n/e","1192","247","275","421"
"Belgium (BE)","28.05.2015 13:00 - 28.05.2015 14:00 (CET)","282","n/e","n/e","1720","0","0","n/e","n/e","n/e","","99","11","n/e","n/e","3441","561","n/e","1241","232","203","403"
"Belgium (BE)","28.05.2015 14:00 - 28.05.2015 15:00 (CET)","277","n/e","n/e","1617","0","0","n/e","n/e","n/e","","21","10","n/e","n/e","3433","549","n/e","1317","227","163","413"
"Belgium (BE)","28.05.2015 15:00 - 28.05.2015 16:00 (CET)","278","n/e","n/e","1642","0","0","n/e","n/e","n/e","","42","9","n/e","n/e","3434","552","n/e","1254","227","93","428"
"Belgium (BE)","28.05.2015 16:00 - 28.05.2015 17:00 (CET)","278","n/e","n/e","1674","0","0","n/e","n/e","n/e","","32","9","n/e","n/e","3437","565","n/e","1097","222","85","460"
"Belgium (BE)","28.05.2015 17:00 - 28.05.2015 18:00 (CET)","279","n/e","n/e","1757","0","0","n/e","n/e","n/e","","0","9","n/e","n/e","3434","566","n/e","820","222","82","417"
"Belgium (BE)","28.05.2015 18:00 - 28.05.2015 19:00 (CET)","278","n/e","n/e","1849","0","0","n/e","n/e","n/e","32","0","10","n/e","n/e","3436","606","n/e","499","229","95","354"
"Belgium (BE)","28.05.2015 19:00 - 28.05.2015 20:00 (CET)","279","n/e","n/e","1781","0","0","n/e","n/e","n/e","115","","11","n/e","n/e","3435","569","n/e","286","235","135","301"
"Belgium (BE)","28.05.2015 20:00 - 28.05.2015 21:00 (CET)","279","n/e","n/e","1877","0","0","n/e","n/e","n/e","302","","11","n/e","n/e","3435","491","n/e","105","219","133","226"
"Belgium (BE)","28.05.2015 21:00 - 28.05.2015 22:00 (CET)","277","n/e","n/e","1875","0","0","n/e","n/e","n/e","282","","12","n/e","n/e","3436","508","n/e","7","221","157","175"
